Site,Plot,Treatment,Date,"Time, GMT+11:00","Temp, ÁC (SEN S/N: 9818218, LBL: Ambient)","RH, % (SEN S/N: 9818218)","DewPt, ÁC (SEN S/N: 9818218)","Temp, ÁC (SEN S/N: 9824740, LBL: 3cmBG)","Water Content, m?/m? (SEN S/N: 9833758, LBL: 5cmBG)","Water Content, m?/m? (SEN S/N: 9833760, LBL: 10cmBG)"
ITEX1U,3,CTL,27/07/12,00:09:42,,,,,,0.2886
ITEX1U,3,CTL,27/07/12,01:09:43,,,,,,0.2894
ITEX1U,3,CTL,27/07/12,02:09:44,,,,,,0.2894
ITEX1U,3,CTL,27/07/12,03:09:45,,,,,,0.2894
ITEX1U,3,CTL,27/07/12,04:09:46,,,,,,0.2901
ITEX1U,3,CTL,27/07/12,05:09:47,,,,,,0.2901
ITEX1U,3,CTL,27/07/12,06:09:48,,,,,,0.2901
ITEX1U,3,CTL,27/07/12,07:09:49,,,,,,0.2901
ITEX1U,3,CTL,27/07/12,08:09:50,,,,,,0.2908
ITEX1U,3,CTL,27/07/12,09:09:51,,,,,,0.2908
ITEX1U,3,CTL,27/07/12,10:09:52,,,,,,0.2908
ITEX1U,3,CTL,27/07/12,11:09:53,,,,,,0.2901
ITEX1U,3,CTL,27/07/12,12:09:54,,,,,,0.2908
ITEX1U,3,CTL,27/07/12,13:09:55,,,,,,0.2908
ITEX1U,3,CTL,27/07/12,14:09:56,,,,,,0.2908
ITEX1U,3,CTL,27/07/12,15:09:57,,,,,,0.2908
ITEX1U,3,CTL,27/07/12,16:09:58,,,,,,0.2908
ITEX1U,3,CTL,27/07/12,17:09:59,,,,,,0.2908
ITEX1U,3,CTL,27/07/12,18:10:00,,,,,,0.2915
ITEX1U,3,CTL,27/07/12,19:10:01,,,,,,0.2908
ITEX1U,3,CTL,27/07/12,20:10:02,,,,,,0.2915
ITEX1U,3,CTL,27/07/12,21:10:03,,,,,,0.2915
ITEX1U,3,CTL,27/07/12,22:10:04,,,,,,0.2915
ITEX1U,3,CTL,27/07/12,23:10:05,,,,,,0.2915
ITEX1U,3,CTL,28/07/12,00:10:06,,,,,,0.2915
ITEX1U,3,CTL,28/07/12,01:10:07,,,,,,0.2915
ITEX1U,3,CTL,28/07/12,02:10:08,,,,,,0.2915
ITEX1U,3,CTL,28/07/12,03:10:09,,,,,,0.2915
ITEX1U,3,CTL,28/07/12,04:10:10,,,,,,0.2915
ITEX1U,3,CTL,28/07/12,05:10:11,,,,,,0.2915
ITEX1U,3,CTL,28/07/12,06:10:12,,,,,,0.2915
ITEX1U,3,CTL,28/07/12,07:10:13,,,,,,0.2915
ITEX1U,3,CTL,28/07/12,08:10:14,,,,,,0.2915
ITEX1U,3,CTL,28/07/12,09:10:15,,,,,,0.2923
ITEX1U,3,CTL,28/07/12,10:10:16,,,,,,0.2923
ITEX1U,3,CTL,28/07/12,11:10:17,,,,,,0.2923
ITEX1U,3,CTL,28/07/12,12:10:18,,,,,,0.2923
ITEX1U,3,CTL,28/07/12,13:10:19,,,,,,0.2923
ITEX1U,3,CTL,28/07/12,14:10:20,,,,,,0.2923
ITEX1U,3,CTL,28/07/12,15:10:21,,,,,,0.2923
ITEX1U,3,CTL,28/07/12,16:10:22,,,,,,0.293
ITEX1U,3,CTL,28/07/12,17:10:23,,,,,,0.2923
ITEX1U,3,CTL,28/07/12,18:10:24,,,,,,0.293
ITEX1U,3,CTL,28/07/12,19:10:25,,,,,,0.2923
ITEX1U,3,CTL,28/07/12,20:10:26,,,,,,0.2923
ITEX1U,3,CTL,28/07/12,21:10:27,,,,,,0.2923
ITEX1U,3,CTL,28/07/12,22:10:28,,,,,,0.293
ITEX1U,3,CTL,28/07/12,23:10:29,,,,,,0.293
ITEX1U,3,CTL,29/07/12,00:10:30,,,,,,0.293
ITEX1U,3,CTL,29/07/12,01:10:31,,,,,,0.293
ITEX1U,3,CTL,29/07/12,02:10:32,,,,,,0.293
ITEX1U,3,CTL,29/07/12,03:10:33,,,,,,0.293
ITEX1U,3,CTL,29/07/12,04:10:34,,,,,,0.293
ITEX1U,3,CTL,29/07/12,05:10:35,,,,,,0.293
ITEX1U,3,CTL,29/07/12,06:10:36,,,,,,0.293
ITEX1U,3,CTL,29/07/12,07:10:37,,,,,,0.293
ITEX1U,3,CTL,29/07/12,08:10:38,,,,,,0.293
ITEX1U,3,CTL,29/07/12,09:10:39,,,,,,0.293
ITEX1U,3,CTL,29/07/12,10:10:40,,,,,,0.2937
ITEX1U,3,CTL,29/07/12,11:10:41,,,,,,0.2937
ITEX1U,3,CTL,29/07/12,12:10:42,,,,,,0.2937
ITEX1U,3,CTL,29/07/12,13:10:43,,,,,,0.2937
ITEX1U,3,CTL,29/07/12,14:10:44,,,,,,0.2937
ITEX1U,3,CTL,29/07/12,15:10:45,,,,,,0.2937
ITEX1U,3,CTL,29/07/12,16:10:46,,,,,,0.2937
ITEX1U,3,CTL,29/07/12,17:10:47,,,,,,0.2937
ITEX1U,3,CTL,29/07/12,18:10:48,,,,,,0.2937
ITEX1U,3,CTL,29/07/12,19:10:49,,,,,,0.2937
ITEX1U,3,CTL,29/07/12,20:10:50,,,,,,0.2937
ITEX1U,3,CTL,29/07/12,21:10:51,,,,,,0.2937
ITEX1U,3,CTL,29/07/12,22:10:52,,,,,,0.2937
ITEX1U,3,CTL,29/07/12,23:10:53,,,,,,0.293
ITEX1U,3,CTL,30/07/12,00:10:54,,,,,,0.2937
ITEX1U,3,CTL,30/07/12,01:10:55,,,,,,0.2937
ITEX1U,3,CTL,30/07/12,02:10:56,,,,,,0.293
ITEX1U,3,CTL,30/07/12,03:10:57,,,,,,0.293
ITEX1U,3,CTL,30/07/12,04:10:58,,,,,,0.293
ITEX1U,3,CTL,30/07/12,05:10:59,,,,,,0.293
ITEX1U,3,CTL,30/07/12,06:11:00,,,,,,0.293
ITEX1U,3,CTL,30/07/12,07:11:01,,,,,,0.293
ITEX1U,3,CTL,30/07/12,08:11:02,,,,,,0.2937
ITEX1U,3,CTL,30/07/12,09:11:03,,,,,,0.2937
ITEX1U,3,CTL,30/07/12,10:11:04,,,,,,0.2944
ITEX1U,3,CTL,30/07/12,11:11:05,,,,,,0.2937
ITEX1U,3,CTL,30/07/12,12:11:06,,,,,,0.2944
ITEX1U,3,CTL,30/07/12,13:11:07,,,,,,0.2944
ITEX1U,3,CTL,30/07/12,14:11:08,,,,,,0.2937
ITEX1U,3,CTL,30/07/12,15:11:09,,,,,,0.2944
ITEX1U,3,CTL,30/07/12,16:11:10,,,,,,0.2944
ITEX1U,3,CTL,30/07/12,17:11:11,,,,,,0.2944
ITEX1U,3,CTL,30/07/12,18:11:12,,,,,,0.2937
ITEX1U,3,CTL,30/07/12,19:11:13,,,,,,0.2937
ITEX1U,3,CTL,30/07/12,20:11:14,,,,,,0.293
ITEX1U,3,CTL,30/07/12,21:11:15,,,,,,0.293
ITEX1U,3,CTL,30/07/12,22:11:16,,,,,,0.293
ITEX1U,3,CTL,30/07/12,23:11:17,,,,,,0.293
ITEX1U,3,CTL,31/07/12,00:11:18,,,,,,0.2937
ITEX1U,3,CTL,31/07/12,01:11:19,,,,,,0.2937
ITEX1U,3,CTL,31/07/12,02:11:20,,,,,,0.293
ITEX1U,3,CTL,31/07/12,03:11:21,,,,,,0.2937
ITEX1U,3,CTL,31/07/12,04:11:22,,,,,,0.2944
ITEX1U,3,CTL,31/07/12,05:11:23,,,,,,0.2944
ITEX1U,3,CTL,31/07/12,06:11:24,,,,,,0.2944
ITEX1U,3,CTL,31/07/12,07:11:25,,,,,,0.2944
ITEX1U,3,CTL,31/07/12,08:11:26,,,,,,0.2944
ITEX1U,3,CTL,31/07/12,09:11:27,,,,,,0.2944
ITEX1U,3,CTL,31/07/12,10:11:28,,,,,,0.2944
ITEX1U,3,CTL,31/07/12,11:11:29,,,,,,0.2944
ITEX1U,3,CTL,31/07/12,12:11:30,,,,,,0.2944
ITEX1U,3,CTL,31/07/12,13:11:31,,,,,,0.2937
ITEX1U,3,CTL,31/07/12,14:11:32,,,,,,0.293
ITEX1U,3,CTL,31/07/12,15:11:33,,,,,,0.2937
ITEX1U,3,CTL,31/07/12,16:11:34,,,,,,0.2937
ITEX1U,3,CTL,31/07/12,17:11:35,,,,,,0.2937
ITEX1U,3,CTL,31/07/12,18:11:36,,,,,,0.2937
ITEX1U,3,CTL,31/07/12,19:11:37,,,,,,0.2937
ITEX1U,3,CTL,31/07/12,20:11:38,,,,,,0.2937
ITEX1U,3,CTL,31/07/12,21:11:39,,,,,,0.293
ITEX1U,3,CTL,31/07/12,22:11:40,,,,,,0.2937
ITEX1U,3,CTL,31/07/12,23:11:41,,,,,,0.2944
ITEX1U,3,CTL,01/08/12,00:11:42,,,,,,0.2944
ITEX1U,3,CTL,01/08/12,01:11:43,,,,,,0.2944
ITEX1U,3,CTL,01/08/12,02:11:44,,,,,,0.2944
ITEX1U,3,CTL,01/08/12,03:11:45,,,,,,0.2944
ITEX1U,3,CTL,01/08/12,04:11:46,,,,,,0.2944
ITEX1U,3,CTL,01/08/12,05:11:47,,,,,,0.2944
ITEX1U,3,CTL,01/08/12,06:11:48,,,,,,0.2944
ITEX1U,3,CTL,01/08/12,07:11:49,,,,,,0.2944
ITEX1U,3,CTL,01/08/12,08:11:50,,,,,,0.2944
ITEX1U,3,CTL,01/08/12,09:11:51,,,,,,0.2944
ITEX1U,3,CTL,01/08/12,10:11:52,,,,,,0.2937
ITEX1U,3,CTL,01/08/12,11:11:53,,,,,,0.2937
ITEX1U,3,CTL,01/08/12,12:11:54,,,,,,0.2937
ITEX1U,3,CTL,01/08/12,13:11:55,,,,,,0.293
ITEX1U,3,CTL,01/08/12,14:11:56,,,,,,0.2937
ITEX1U,3,CTL,01/08/12,15:11:57,,,,,,0.2937
ITEX1U,3,CTL,01/08/12,16:11:58,,,,,,0.2937
ITEX1U,3,CTL,01/08/12,17:11:59,,,,,,0.2937
ITEX1U,3,CTL,01/08/12,18:12:00,,,,,,0.2937
ITEX1U,3,CTL,01/08/12,19:12:01,,,,,,0.293
ITEX1U,3,CTL,01/08/12,20:12:02,,,,,,0.293
ITEX1U,3,CTL,01/08/12,21:12:03,,,,,,0.2923
ITEX1U,3,CTL,01/08/12,22:12:04,,,,,,0.2923
ITEX1U,3,CTL,01/08/12,23:12:05,,,,,,0.2923
ITEX1U,3,CTL,02/08/12,00:12:06,,,,,,0.2923
ITEX1U,3,CTL,02/08/12,01:12:07,,,,,,0.2923
ITEX1U,3,CTL,02/08/12,02:12:08,,,,,,0.2915
ITEX1U,3,CTL,02/08/12,03:12:09,,,,,,0.2915
ITEX1U,3,CTL,02/08/12,04:12:10,,,,,,0.2915
ITEX1U,3,CTL,02/08/12,05:12:11,,,,,,0.2915
ITEX1U,3,CTL,02/08/12,06:12:12,,,,,,0.2915
ITEX1U,3,CTL,02/08/12,07:12:13,,,,,,0.2915
ITEX1U,3,CTL,02/08/12,08:12:14,,,,,,0.2915
ITEX1U,3,CTL,02/08/12,09:12:15,,,,,,0.2915
ITEX1U,3,CTL,02/08/12,10:12:16,,,,,,0.2908
ITEX1U,3,CTL,02/08/12,11:12:17,,,,,,0.2908
ITEX1U,3,CTL,02/08/12,12:12:18,,,,,,0.2908
ITEX1U,3,CTL,02/08/12,13:12:19,,,,,,0.2908
ITEX1U,3,CTL,02/08/12,14:12:20,,,,,,0.2901
ITEX1U,3,CTL,02/08/12,15:12:21,,,,,,0.2901
ITEX1U,3,CTL,02/08/12,16:12:22,,,,,,0.2901
ITEX1U,3,CTL,02/08/12,17:12:23,,,,,,0.2901
ITEX1U,3,CTL,02/08/12,18:12:24,,,,,,0.2901
ITEX1U,3,CTL,02/08/12,19:12:25,,,,,,0.2901
ITEX1U,3,CTL,02/08/12,20:12:26,,,,,,0.2894
ITEX1U,3,CTL,02/08/12,21:12:27,,,,,,0.2894
ITEX1U,3,CTL,02/08/12,22:12:28,,,,,,0.2894
ITEX1U,3,CTL,02/08/12,23:12:29,,,,,,0.2886
ITEX1U,3,CTL,03/08/12,00:12:30,,,,,,0.2886
ITEX1U,3,CTL,03/08/12,01:12:31,,,,,,0.2886
ITEX1U,3,CTL,03/08/12,02:12:32,,,,,,0.2879
ITEX1U,3,CTL,03/08/12,03:12:33,,,,,,0.2879
ITEX1U,3,CTL,03/08/12,04:12:34,,,,,,0.2879
ITEX1U,3,CTL,03/08/12,05:12:35,,,,,,0.2879
ITEX1U,3,CTL,03/08/12,06:12:36,,,,,,0.2879
ITEX1U,3,CTL,03/08/12,07:12:37,,,,,,0.2872
ITEX1U,3,CTL,03/08/12,08:12:38,,,,,,0.2872
ITEX1U,3,CTL,03/08/12,09:12:39,,,,,,0.2872
ITEX1U,3,CTL,03/08/12,10:12:40,,,,,,0.2872
ITEX1U,3,CTL,03/08/12,11:12:41,,,,,,0.2865
ITEX1U,3,CTL,03/08/12,12:12:42,,,,,,0.2865
ITEX1U,3,CTL,03/08/12,13:12:43,,,,,,0.2865
ITEX1U,3,CTL,03/08/12,14:12:44,,,,,,0.2857
ITEX1U,3,CTL,03/08/12,15:12:45,,,,,,0.2857
ITEX1U,3,CTL,03/08/12,16:12:46,,,,,,0.2857
ITEX1U,3,CTL,03/08/12,17:12:47,,,,,,0.285
ITEX1U,3,CTL,03/08/12,18:12:48,,,,,,0.285
ITEX1U,3,CTL,03/08/12,19:12:49,,,,,,0.285
ITEX1U,3,CTL,03/08/12,20:12:50,,,,,,0.2843
ITEX1U,3,CTL,03/08/12,21:12:51,,,,,,0.2843
ITEX1U,3,CTL,03/08/12,22:12:52,,,,,,0.2843
ITEX1U,3,CTL,03/08/12,23:12:53,,,,,,0.2836
ITEX1U,3,CTL,04/08/12,00:12:54,,,,,,0.2828
ITEX1U,3,CTL,04/08/12,01:12:55,,,,,,0.2828
ITEX1U,3,CTL,04/08/12,02:12:56,,,,,,0.2828
ITEX1U,3,CTL,04/08/12,03:12:57,,,,,,0.2828
ITEX1U,3,CTL,04/08/12,04:12:58,,,,,,0.2821
ITEX1U,3,CTL,04/08/12,05:12:59,,,,,,0.2821
ITEX1U,3,CTL,04/08/12,06:13:00,,,,,,0.2821
ITEX1U,3,CTL,04/08/12,07:13:01,,,,,,0.2814
ITEX1U,3,CTL,04/08/12,08:13:02,,,,,,0.2814
ITEX1U,3,CTL,04/08/12,09:13:03,,,,,,0.2814
ITEX1U,3,CTL,04/08/12,10:13:04,,,,,,0.2814
ITEX1U,3,CTL,04/08/12,11:13:05,,,,,,0.2806
ITEX1U,3,CTL,04/08/12,12:13:06,,,,,,0.2806
ITEX1U,3,CTL,04/08/12,13:13:07,,,,,,0.2806
ITEX1U,3,CTL,04/08/12,14:13:08,,,,,,0.2799
ITEX1U,3,CTL,04/08/12,15:13:09,,,,,,0.2799
ITEX1U,3,CTL,04/08/12,16:13:10,,,,,,0.2799
ITEX1U,3,CTL,04/08/12,17:13:11,,,,,,0.2799
ITEX1U,3,CTL,04/08/12,18:13:12,,,,,,0.2792
ITEX1U,3,CTL,04/08/12,19:13:13,,,,,,0.2792
ITEX1U,3,CTL,04/08/12,20:13:14,,,,,,0.2792
ITEX1U,3,CTL,04/08/12,21:13:15,,,,,,0.2792
ITEX1U,3,CTL,04/08/12,22:13:16,,,,,,0.2792
ITEX1U,3,CTL,04/08/12,23:13:17,,,,,,0.2792
ITEX1U,3,CTL,05/08/12,00:13:18,,,,,,0.2792
ITEX1U,3,CTL,05/08/12,01:13:19,,,,,,0.2785
ITEX1U,3,CTL,05/08/12,02:13:20,,,,,,0.2792
ITEX1U,3,CTL,05/08/12,03:13:21,,,,,,0.2785
ITEX1U,3,CTL,05/08/12,04:13:22,,,,,,0.2785
ITEX1U,3,CTL,05/08/12,05:13:23,,,,,,0.2785
ITEX1U,3,CTL,05/08/12,06:13:24,,,,,,0.2785
ITEX1U,3,CTL,05/08/12,07:13:25,,,,,,0.2785
ITEX1U,3,CTL,05/08/12,08:13:26,,,,,,0.2785
ITEX1U,3,CTL,05/08/12,09:13:27,,,,,,0.2777
ITEX1U,3,CTL,05/08/12,10:13:28,,,,,,0.2777
ITEX1U,3,CTL,05/08/12,11:13:29,,,,,,0.2777
ITEX1U,3,CTL,05/08/12,12:13:30,,,,,,0.2777
ITEX1U,3,CTL,05/08/12,13:13:31,,,,,,0.2785
ITEX1U,3,CTL,05/08/12,14:13:32,,,,,,0.2777
ITEX1U,3,CTL,05/08/12,15:13:33,,,,,,0.2777
ITEX1U,3,CTL,05/08/12,16:13:34,,,,,,0.2777
ITEX1U,3,CTL,05/08/12,17:13:35,,,,,,0.2777
ITEX1U,3,CTL,05/08/12,18:13:36,,,,,,0.2777
ITEX1U,3,CTL,05/08/12,19:13:37,,,,,,0.2777
ITEX1U,3,CTL,05/08/12,20:13:38,,,,,,0.2777
ITEX1U,3,CTL,05/08/12,21:13:39,,,,,,0.2777
ITEX1U,3,CTL,05/08/12,22:13:40,,,,,,0.2777
ITEX1U,3,CTL,05/08/12,23:13:41,,,,,,0.2777
ITEX1U,3,CTL,06/08/12,00:13:42,,,,,,0.2777
ITEX1U,3,CTL,06/08/12,01:13:43,,,,,,0.2777
ITEX1U,3,CTL,06/08/12,02:13:44,,,,,,0.2777
ITEX1U,3,CTL,06/08/12,03:13:45,,,,,,0.2777
ITEX1U,3,CTL,06/08/12,04:13:46,,,,,,0.2785
ITEX1U,3,CTL,06/08/12,05:13:47,,,,,,0.2785
ITEX1U,3,CTL,06/08/12,06:13:48,,,,,,0.2792
ITEX1U,3,CTL,06/08/12,07:13:49,,,,,,0.2777
ITEX1U,3,CTL,06/08/12,08:13:50,,,,,,0.277
ITEX1U,3,CTL,06/08/12,09:13:51,,,,,,0.2777
ITEX1U,3,CTL,06/08/12,10:13:52,,,,,,0.2777
ITEX1U,3,CTL,06/08/12,11:13:53,,,,,,0.2777
ITEX1U,3,CTL,06/08/12,12:13:54,,,,,,0.2777
ITEX1U,3,CTL,06/08/12,13:13:55,,,,,,0.2777
ITEX1U,3,CTL,06/08/12,14:13:56,,,,,,0.2777
ITEX1U,3,CTL,06/08/12,15:13:57,,,,,,0.2785
ITEX1U,3,CTL,06/08/12,16:13:58,,,,,,0.2785
ITEX1U,3,CTL,06/08/12,17:13:59,,,,,,0.2785
ITEX1U,3,CTL,06/08/12,18:14:00,,,,,,0.2785
ITEX1U,3,CTL,06/08/12,19:14:01,,,,,,0.2785
ITEX1U,3,CTL,06/08/12,20:14:02,,,,,,0.2785
ITEX1U,3,CTL,06/08/12,21:14:03,,,,,,0.2785
ITEX1U,3,CTL,06/08/12,22:14:04,,,,,,0.2785
ITEX1U,3,CTL,06/08/12,23:14:05,,,,,,0.2785
ITEX1U,3,CTL,07/08/12,00:14:06,,,,,,0.2785
ITEX1U,3,CTL,07/08/12,01:14:07,,,,,,0.2777
ITEX1U,3,CTL,07/08/12,02:14:08,,,,,,0.2777
ITEX1U,3,CTL,07/08/12,03:14:09,,,,,,0.2792
ITEX1U,3,CTL,07/08/12,04:14:10,,,,,,0.2785
ITEX1U,3,CTL,07/08/12,05:14:11,,,,,,0.2785
ITEX1U,3,CTL,07/08/12,06:14:12,,,,,,0.2785
ITEX1U,3,CTL,07/08/12,07:14:13,,,,,,0.2792
ITEX1U,3,CTL,07/08/12,08:14:14,,,,,,0.2785
ITEX1U,3,CTL,07/08/12,09:14:15,,,,,,0.2777
ITEX1U,3,CTL,07/08/12,10:14:16,,,,,,0.2777
ITEX1U,3,CTL,07/08/12,11:14:17,,,,,,0.2777
ITEX1U,3,CTL,07/08/12,12:14:18,,,,,,0.2785
ITEX1U,3,CTL,07/08/12,13:14:19,,,,,,0.2785
ITEX1U,3,CTL,07/08/12,14:14:20,,,,,,0.2785
ITEX1U,3,CTL,07/08/12,15:14:21,,,,,,0.2785
ITEX1U,3,CTL,07/08/12,16:14:22,,,,,,0.2785
ITEX1U,3,CTL,07/08/12,17:14:23,,,,,,0.2785
ITEX1U,3,CTL,07/08/12,18:14:24,,,,,,0.2785
ITEX1U,3,CTL,07/08/12,19:14:25,,,,,,0.2792
ITEX1U,3,CTL,07/08/12,20:14:26,,,,,,0.2792
ITEX1U,3,CTL,07/08/12,21:14:27,,,,,,0.2785
ITEX1U,3,CTL,07/08/12,22:14:28,,,,,,0.2785
ITEX1U,3,CTL,07/08/12,23:14:29,,,,,,0.2785
ITEX1U,3,CTL,08/08/12,00:14:30,,,,,,0.2785
ITEX1U,3,CTL,08/08/12,01:14:31,,,,,,0.2792
ITEX1U,3,CTL,08/08/12,02:14:32,,,,,,0.2792
ITEX1U,3,CTL,08/08/12,03:14:33,,,,,,0.2792
ITEX1U,3,CTL,08/08/12,04:14:34,,,,,,0.2792
ITEX1U,3,CTL,08/08/12,05:14:35,,,,,,0.2792
ITEX1U,3,CTL,08/08/12,06:14:36,,,,,,0.2792
ITEX1U,3,CTL,08/08/12,07:14:37,,,,,,0.2792
ITEX1U,3,CTL,08/08/12,08:14:38,,,,,,0.2792
ITEX1U,3,CTL,08/08/12,09:14:39,,,,,,0.2792
ITEX1U,3,CTL,08/08/12,10:14:40,,,,,,0.2792
ITEX1U,3,CTL,08/08/12,11:14:41,,,,,,0.2792
ITEX1U,3,CTL,08/08/12,12:14:42,,,,,,0.2792
ITEX1U,3,CTL,08/08/12,13:14:43,,,,,,0.2792
ITEX1U,3,CTL,08/08/12,14:14:44,,,,,,0.2785
ITEX1U,3,CTL,08/08/12,15:14:45,,,,,,0.2792
ITEX1U,3,CTL,08/08/12,16:14:46,,,,,,0.2792
ITEX1U,3,CTL,08/08/12,17:14:47,,,,,,0.2792
ITEX1U,3,CTL,08/08/12,18:14:48,,,,,,0.2792
ITEX1U,3,CTL,08/08/12,19:14:49,,,,,,0.2785
ITEX1U,3,CTL,08/08/12,20:14:50,,,,,,0.2785
ITEX1U,3,CTL,08/08/12,21:14:51,,,,,,0.2785
ITEX1U,3,CTL,08/08/12,22:14:52,,,,,,0.2785
ITEX1U,3,CTL,08/08/12,23:14:53,,,,,,0.2785
ITEX1U,3,CTL,09/08/12,00:14:54,,,,,,0.2792
ITEX1U,3,CTL,09/08/12,01:14:55,,,,,,0.2792
ITEX1U,3,CTL,09/08/12,02:14:56,,,,,,0.2792
ITEX1U,3,CTL,09/08/12,03:14:57,,,,,,0.2792
ITEX1U,3,CTL,09/08/12,04:14:58,,,,,,0.2785
ITEX1U,3,CTL,09/08/12,05:14:59,,,,,,0.2792
ITEX1U,3,CTL,09/08/12,06:15:00,,,,,,0.2785
ITEX1U,3,CTL,09/08/12,07:15:01,,,,,,0.2785
ITEX1U,3,CTL,09/08/12,08:15:02,,,,,,0.2785
ITEX1U,3,CTL,09/08/12,09:15:03,,,,,,0.2785
ITEX1U,3,CTL,09/08/12,10:15:04,,,,,,0.2785
ITEX1U,3,CTL,09/08/12,11:15:05,,,,,,0.2785
ITEX1U,3,CTL,09/08/12,12:15:06,,,,,,0.2785
ITEX1U,3,CTL,09/08/12,13:15:07,,,,,,0.2785
ITEX1U,3,CTL,09/08/12,14:15:08,,,,,,0.2792
ITEX1U,3,CTL,09/08/12,15:15:09,,,,,,0.2792
ITEX1U,3,CTL,09/08/12,16:15:10,,,,,,0.2792
ITEX1U,3,CTL,09/08/12,17:15:11,,,,,,0.2785
ITEX1U,3,CTL,09/08/12,18:15:12,,,,,,0.2792
ITEX1U,3,CTL,09/08/12,19:15:13,,,,,,0.2785
ITEX1U,3,CTL,09/08/12,20:15:14,,,,,,0.2792
ITEX1U,3,CTL,09/08/12,21:15:15,,,,,,0.2792
ITEX1U,3,CTL,09/08/12,22:15:16,,,,,,0.2799
ITEX1U,3,CTL,09/08/12,23:15:17,,,,,,0.2799
ITEX1U,3,CTL,10/08/12,00:15:18,,,,,,0.2799
ITEX1U,3,CTL,10/08/12,01:15:19,,,,,,0.2799
ITEX1U,3,CTL,10/08/12,02:15:20,,,,,,0.2799
ITEX1U,3,CTL,10/08/12,03:15:21,,,,,,0.2799
ITEX1U,3,CTL,10/08/12,04:15:22,,,,,,0.2806
ITEX1U,3,CTL,10/08/12,05:15:23,,,,,,0.2806
ITEX1U,3,CTL,10/08/12,06:15:24,,,,,,0.2799
ITEX1U,3,CTL,10/08/12,07:15:25,,,,,,0.2806
ITEX1U,3,CTL,10/08/12,08:15:26,,,,,,0.2806
ITEX1U,3,CTL,10/08/12,09:15:27,,,,,,0.2806
ITEX1U,3,CTL,10/08/12,10:15:28,,,,,,0.2806
ITEX1U,3,CTL,10/08/12,11:15:29,,,,,,0.2814
ITEX1U,3,CTL,10/08/12,12:15:30,,,,,,0.2806
ITEX1U,3,CTL,10/08/12,13:15:31,,,,,,0.2814
ITEX1U,3,CTL,10/08/12,14:15:32,,,,,,0.2814
ITEX1U,3,CTL,10/08/12,15:15:33,,,,,,0.2814
ITEX1U,3,CTL,10/08/12,16:15:34,,,,,,0.2814
ITEX1U,3,CTL,10/08/12,17:15:35,,,,,,0.2814
ITEX1U,3,CTL,10/08/12,18:15:36,,,,,,0.2821
ITEX1U,3,CTL,10/08/12,19:15:37,,,,,,0.2821
ITEX1U,3,CTL,10/08/12,20:15:38,,,,,,0.2821
ITEX1U,3,CTL,10/08/12,21:15:39,,,,,,0.2821
ITEX1U,3,CTL,10/08/12,22:15:40,,,,,,0.2821
ITEX1U,3,CTL,10/08/12,23:15:41,,,,,,0.2821
ITEX1U,3,CTL,11/08/12,00:15:42,,,,,,0.2828
ITEX1U,3,CTL,11/08/12,01:15:43,,,,,,0.2828
ITEX1U,3,CTL,11/08/12,02:15:44,,,,,,0.2828
ITEX1U,3,CTL,11/08/12,03:15:45,,,,,,0.2828
ITEX1U,3,CTL,11/08/12,04:15:46,,,,,,0.2828
ITEX1U,3,CTL,11/08/12,05:15:47,,,,,,0.2828
ITEX1U,3,CTL,11/08/12,06:15:48,,,,,,0.2828
ITEX1U,3,CTL,11/08/12,07:15:49,,,,,,0.2836
ITEX1U,3,CTL,11/08/12,08:15:50,,,,,,0.2836
ITEX1U,3,CTL,11/08/12,09:15:51,,,,,,0.2836
ITEX1U,3,CTL,11/08/12,10:15:52,,,,,,0.2836
ITEX1U,3,CTL,11/08/12,11:15:53,,,,,,0.2836
ITEX1U,3,CTL,11/08/12,12:15:54,,,,,,0.2836
ITEX1U,3,CTL,11/08/12,13:15:55,,,,,,0.2836
ITEX1U,3,CTL,11/08/12,14:15:56,,,,,,0.2836
ITEX1U,3,CTL,11/08/12,15:15:57,,,,,,0.2836
ITEX1U,3,CTL,11/08/12,16:15:58,,,,,,0.2836
ITEX1U,3,CTL,11/08/12,17:15:59,,,,,,0.2843
ITEX1U,3,CTL,11/08/12,18:16:00,,,,,,0.2843
ITEX1U,3,CTL,11/08/12,19:16:01,,,,,,0.2836
ITEX1U,3,CTL,11/08/12,20:16:02,,,,,,0.2843
ITEX1U,3,CTL,11/08/12,21:16:03,,,,,,0.2843
ITEX1U,3,CTL,11/08/12,22:16:04,,,,,,0.2843
ITEX1U,3,CTL,11/08/12,23:16:05,,,,,,0.2843
ITEX1U,3,CTL,12/08/12,00:16:06,,,,,,0.2843
ITEX1U,3,CTL,12/08/12,01:16:07,,,,,,0.2843
ITEX1U,3,CTL,12/08/12,02:16:08,,,,,,0.2843
ITEX1U,3,CTL,12/08/12,03:16:09,,,,,,0.2843
ITEX1U,3,CTL,12/08/12,04:16:10,,,,,,0.2843
ITEX1U,3,CTL,12/08/12,05:16:11,,,,,,0.285
ITEX1U,3,CTL,12/08/12,06:16:12,,,,,,0.2843
ITEX1U,3,CTL,12/08/12,07:16:13,,,,,,0.2843
ITEX1U,3,CTL,12/08/12,08:16:14,,,,,,0.285
ITEX1U,3,CTL,12/08/12,09:16:15,,,,,,0.285
ITEX1U,3,CTL,12/08/12,10:16:16,,,,,,0.285
