Date,"Time, GMT+10:00","Rain, mm (SEN S/N: 668163)","Temp, ÁC (SEN S/N: 684635)",,"Temp, ÁC (SEN S/N: 684637)",,,,,"PAR, uE (SEN S/N: 700672)","Wind Speed, m/s (SEN S/N: 809009)","Gust Speed, m/s (SEN S/N: 809009)"
13/05/08,11:00:00,0,3.38,,537.327,,,,,1183.7,0,0
13/05/08,12:00:00,0,3.485,,537.327,,,,,1316.2,0,0
13/05/08,13:00:00,0,3.827,,537.327,,,,,1321.2,0,0
13/05/08,14:00:00,0,4.324,,537.327,,,,,1211.2,0,0
13/05/08,15:00:00,0,4.844,,537.327,,,,,958.7,0,0
13/05/08,16:00:00,0,5.231,,537.327,,,,,628.7,0,0
13/05/08,17:00:00,0,5.385,,537.327,,,,,148.7,0,0
13/05/08,18:00:00,0,5.411,,537.327,,,,,6.2,0,0
13/05/08,19:00:00,0,5.308,,537.327,,,,,1.2,0,0
13/05/08,20:00:00,0,5.102,,537.327,,,,,1.2,0,0
13/05/08,21:00:00,0,4.895,,537.327,,,,,1.2,0,0
13/05/08,22:00:00,0,4.662,,537.327,,,,,1.2,0,0
13/05/08,23:00:00,0,4.48,,537.327,,,,,1.2,0,0
14/05/08,00:00:00,0,4.298,,537.327,,,,,1.2,0,0
14/05/08,01:00:00,0,4.141,,537.327,,,,,1.2,0,0
14/05/08,02:00:00,0,4.011,,537.327,,,,,1.2,0,0
14/05/08,03:00:00,0,3.906,,537.327,,,,,1.2,0,0
14/05/08,04:00:00,0,3.827,,537.327,,,,,1.2,0,0
14/05/08,05:00:00,0,3.749,,537.327,,,,,1.2,0,0
14/05/08,06:00:00,0,3.67,,537.327,,,,,1.2,0,0
14/05/08,07:00:00,0,3.617,,537.327,,,,,1.2,0,0
14/05/08,08:00:00,0,3.591,,537.327,,,,,151.2,0,0
14/05/08,09:00:00,0,3.538,,537.327,,,,,563.7,0,0
14/05/08,10:00:00,0,3.485,,537.327,,,,,923.7,0,0
14/05/08,11:00:00,0,3.538,,537.327,,,,,1178.7,0,0
14/05/08,12:00:00,0,3.749,,537.327,,,,,928.7,0,0
14/05/08,13:00:00,0,4.089,,537.327,,,,,1158.7,0,0
14/05/08,14:00:00,0,4.48,,537.327,,,,,1111.2,0,0
14/05/08,15:00:00,0,4.921,,537.327,,,,,756.2,0,0
14/05/08,16:00:00,0,5.257,,537.327,,,,,243.7,0,0
14/05/08,17:00:00,0,5.385,,537.327,,,,,103.7,0,0
14/05/08,18:00:00,0,5.334,,537.327,,,,,6.2,0,0
14/05/08,19:00:00,0,5.205,,537.327,,,,,1.2,0,0
14/05/08,20:00:00,0,4.973,,537.327,,,,,1.2,0,0
14/05/08,21:00:00,0,4.766,,537.327,,,,,1.2,0,0
14/05/08,22:00:00,0,4.532,,537.327,,,,,1.2,0,0
14/05/08,23:00:00,0,4.324,,537.327,,,,,1.2,0,0
15/05/08,00:00:00,0,4.141,,537.327,,,,,1.2,0,0
15/05/08,01:00:00,0,3.985,,537.327,,,,,1.2,0,0
15/05/08,02:00:00,0,3.827,,537.327,,,,,1.2,0,0
15/05/08,03:00:00,0,3.696,,537.327,,,,,1.2,0,0
15/05/08,04:00:00,0,3.564,,537.327,,,,,1.2,0,0
15/05/08,05:00:00,0,3.433,,537.327,,,,,1.2,0,0
15/05/08,06:00:00,0,3.327,,537.327,,,,,1.2,0,0
15/05/08,07:00:00,0,3.221,,537.327,,,,,1.2,0,0
15/05/08,08:00:00,0,3.116,,537.327,,,,,153.7,0,0
15/05/08,09:00:00,0,2.956,,537.327,,,,,556.2,0,0
15/05/08,10:00:00,0,2.877,,537.327,,,,,906.2,0,0
15/05/08,11:00:00,0,2.797,,537.327,,,,,1158.7,0,0
15/05/08,12:00:00,0,2.77,,537.327,,,,,1293.7,0,0
15/05/08,13:00:00,0,2.797,,537.327,,,,,1291.2,0,0
15/05/08,14:00:00,0,3.036,,537.327,,,,,1178.7,0,0
15/05/08,15:00:00,0,3.459,,537.327,,,,,946.2,0,0
15/05/08,16:00:00,0,3.827,,537.327,,,,,613.7,0,0
15/05/08,17:00:00,0,4.037,,537.327,,,,,208.7,0,0
15/05/08,18:00:00,0,4.089,,537.327,,,,,3.7,0,0
15/05/08,19:00:00,0,4.037,,537.327,,,,,1.2,0,0
15/05/08,20:00:00,0,3.958,,537.327,,,,,1.2,0,0
15/05/08,21:00:00,0,3.854,,537.327,,,,,1.2,0,0
15/05/08,22:00:00,0,3.775,,537.327,,,,,1.2,0,0
15/05/08,23:00:00,0,3.722,,537.327,,,,,1.2,0,0
16/05/08,00:00:00,0,3.67,,537.327,,,,,1.2,0,0
16/05/08,01:00:00,0,3.617,,537.327,,,,,1.2,0,0
16/05/08,02:00:00,0.51,3.591,,537.327,,,,,1.2,0,0
16/05/08,03:00:00,0,3.617,,537.327,,,,,1.2,0,0
16/05/08,04:00:00,0.25,3.67,,537.327,,,,,1.2,0,0
16/05/08,05:00:00,0.25,3.696,,537.327,,,,,1.2,0,0
16/05/08,06:00:00,0.25,3.749,,537.327,,,,,1.2,0,0
16/05/08,07:00:00,0.25,3.749,,537.327,,,,,1.2,0,0
16/05/08,08:00:00,0,3.775,,537.327,,,,,18.7,0,0
16/05/08,09:00:00,0.25,3.775,,537.327,,,,,88.7,0,0
16/05/08,10:00:00,0,3.801,,537.327,,,,,138.7,0,0
16/05/08,11:00:00,0.25,3.854,,537.327,,,,,196.2,0,0
16/05/08,12:00:00,0,3.932,,537.327,,,,,103.7,0,0
16/05/08,13:00:00,0,4.011,,537.327,,,,,126.2,0,0
16/05/08,14:00:00,0,4.089,,537.327,,,,,128.7,0,0
16/05/08,15:00:00,0,4.141,,537.327,,,,,96.2,0,0
16/05/08,16:00:00,0,4.22,,537.327,,,,,68.7,0,0
16/05/08,17:00:00,0,4.272,,537.327,,,,,16.2,0,0
16/05/08,18:00:00,0,4.298,,537.327,,,,,1.2,0,0
16/05/08,19:00:00,0,4.324,,537.327,,,,,1.2,0,0
16/05/08,20:00:00,0,4.35,,537.327,,,,,1.2,0,0
16/05/08,21:00:00,0,4.35,,537.327,,,,,1.2,0,0
16/05/08,22:00:00,0,4.35,,537.327,,,,,1.2,0,0
16/05/08,23:00:00,1.78,4.35,,537.327,,,,,1.2,0,0
17/05/08,00:00:00,1.78,4.35,,537.327,,,,,1.2,0,0
17/05/08,01:00:00,0,4.376,,537.327,,,,,1.2,0,0
17/05/08,02:00:00,0,4.402,,537.327,,,,,1.2,0,0
17/05/08,03:00:00,0,4.402,,537.327,,,,,1.2,0,0
17/05/08,04:00:00,0,4.376,,537.327,,,,,1.2,0,0
17/05/08,05:00:00,0,4.35,,537.327,,,,,1.2,0,0
17/05/08,06:00:00,3.81,4.298,,537.327,,,,,1.2,0,0
17/05/08,07:00:00,2.79,4.272,,537.327,,,,,1.2,0,0
17/05/08,08:00:00,0.51,4.168,,537.327,,,,,3.7,0,0
17/05/08,09:00:00,1.27,4.037,,537.327,,,,,31.2,0,0
17/05/08,10:00:00,0,3.932,,537.327,,,,,123.7,0,0
17/05/08,11:00:00,0,3.801,,537.327,,,,,376.2,0,0
17/05/08,12:00:00,0,3.722,,537.327,,,,,523.7,0,0
17/05/08,13:00:00,0,3.643,,537.327,,,,,513.7,0,0
17/05/08,14:00:00,0,3.591,,537.327,,,,,501.2,0,0
17/05/08,15:00:00,0,3.538,,537.327,,,,,326.2,0,0
17/05/08,16:00:00,0,3.485,,537.327,,,,,263.7,0,0
17/05/08,17:00:00,0,3.433,,537.327,,,,,68.7,0,0
17/05/08,18:00:00,0,3.38,,537.327,,,,,1.2,0,0
17/05/08,19:00:00,0,3.354,,537.327,,,,,1.2,0,0
17/05/08,20:00:00,0,3.327,,537.327,,,,,1.2,0,0
17/05/08,21:00:00,0,3.301,,537.327,,,,,1.2,0,0
17/05/08,22:00:00,0,3.274,,537.327,,,,,1.2,0,0
17/05/08,23:00:00,0,3.248,,537.327,,,,,1.2,0,0
18/05/08,00:00:00,0,3.221,,537.327,,,,,1.2,0,0
18/05/08,01:00:00,0,3.195,,537.327,,,,,1.2,0,0
18/05/08,02:00:00,0,3.168,,537.327,,,,,1.2,0,0
18/05/08,03:00:00,0,3.142,,537.327,,,,,1.2,0,0
18/05/08,04:00:00,0,3.142,,537.327,,,,,1.2,0,0
18/05/08,05:00:00,0,3.116,,537.327,,,,,1.2,0,0
18/05/08,06:00:00,0,3.089,,537.327,,,,,1.2,0,0
18/05/08,07:00:00,0,3.089,,537.327,,,,,1.2,0,0
18/05/08,08:00:00,0,3.063,,537.327,,,,,46.2,0,0
18/05/08,09:00:00,0,3.036,,537.327,,,,,193.7,0,0
18/05/08,10:00:00,0,3.036,,537.327,,,,,406.2,0,0
18/05/08,11:00:00,1.78,3.036,,537.327,,,,,628.7,0,0
18/05/08,12:00:00,3.3,3.009,,537.327,,,,,878.7,0,0
18/05/08,13:00:00,0,3.009,,537.327,,,,,818.7,0,0
18/05/08,14:00:00,0,2.983,,537.327,,,,,756.2,0,0
18/05/08,15:00:00,0,2.956,,537.327,,,,,651.2,0,0
18/05/08,16:00:00,0,2.93,,537.327,,,,,383.7,0,0
18/05/08,17:00:00,0,2.903,,537.327,,,,,108.7,0,0
18/05/08,18:00:00,0,2.903,,537.327,,,,,3.7,0,0
18/05/08,19:00:00,0,2.877,,537.327,,,,,1.2,0,0
18/05/08,20:00:00,0,2.877,,537.327,,,,,1.2,0,0
18/05/08,21:00:00,0,2.85,,537.327,,,,,1.2,0,0
18/05/08,22:00:00,0,2.823,,537.327,,,,,1.2,0,0
18/05/08,23:00:00,0,2.823,,537.327,,,,,1.2,0,0
19/05/08,00:00:00,0,2.797,,537.327,,,,,1.2,0,0
19/05/08,01:00:00,0,2.797,,537.327,,,,,1.2,0,0
19/05/08,02:00:00,0,2.797,,537.327,,,,,1.2,0,0
19/05/08,03:00:00,0,2.797,,537.327,,,,,1.2,0,0
19/05/08,04:00:00,0,2.77,,537.327,,,,,1.2,0,0
19/05/08,05:00:00,0,2.77,,537.327,,,,,1.2,0,0
19/05/08,06:00:00,0,2.77,,537.327,,,,,1.2,0,0
19/05/08,07:00:00,0,2.744,,537.327,,,,,1.2,0,0
19/05/08,08:00:00,0,2.744,,537.327,,,,,128.7,0,0
19/05/08,09:00:00,0,2.69,,537.327,,,,,541.2,0,0
19/05/08,10:00:00,0,2.664,,537.327,,,,,896.2,0,0
19/05/08,11:00:00,0,2.664,,537.327,,,,,1153.7,0,0
19/05/08,12:00:00,0,2.637,,537.327,,,,,1296.2,0,0
19/05/08,13:00:00,0,2.637,,537.327,,,,,1266.2,0,0
19/05/08,14:00:00,0,2.637,,537.327,,,,,1046.2,0,0
19/05/08,15:00:00,0,2.664,,537.327,,,,,621.2,0,0
19/05/08,16:00:00,0,2.664,,537.327,,,,,361.2,0,0
19/05/08,17:00:00,0,2.664,,537.327,,,,,101.2,0,0
19/05/08,18:00:00,0,2.664,,537.327,,,,,1.2,0,0
19/05/08,19:00:00,0,2.664,,537.327,,,,,1.2,0,0
19/05/08,20:00:00,0,2.664,,537.327,,,,,1.2,0,0
19/05/08,21:00:00,0,2.637,,537.327,,,,,1.2,0,0
19/05/08,22:00:00,0,2.637,,537.327,,,,,1.2,0,0
19/05/08,23:00:00,0,2.637,,537.327,,,,,1.2,0,0
20/05/08,00:00:00,0,2.61,,537.327,,,,,1.2,0,0
20/05/08,01:00:00,0,2.61,,537.327,,,,,1.2,0,0
20/05/08,02:00:00,0,2.584,,537.327,,,,,1.2,0,0
20/05/08,03:00:00,0,2.584,,537.327,,,,,1.2,0,0
20/05/08,04:00:00,0.25,2.584,,537.327,,,,,1.2,0,0
20/05/08,05:00:00,0,2.557,,537.327,,,,,1.2,0,0
20/05/08,06:00:00,0.25,2.557,,537.327,,,,,1.2,0,0
20/05/08,07:00:00,0,2.557,,537.327,,,,,1.2,0,0
20/05/08,08:00:00,0.25,2.53,,537.327,,,,,46.2,0,0
20/05/08,09:00:00,0,2.503,,537.327,,,,,261.2,0,0
20/05/08,10:00:00,0,2.503,,537.327,,,,,546.2,0,0
20/05/08,11:00:00,0,2.477,,537.327,,,,,643.7,0,0
20/05/08,12:00:00,0.25,2.45,,537.327,,,,,606.2,0,0
20/05/08,13:00:00,0,2.396,,537.327,,,,,548.7,0,0
20/05/08,14:00:00,0.25,2.37,,537.327,,,,,461.2,0,0
20/05/08,15:00:00,0.51,2.316,,537.327,,,,,336.2,0,0
20/05/08,16:00:00,0.51,2.289,,537.327,,,,,198.7,0,0
20/05/08,17:00:00,0.76,2.236,,537.327,,,,,58.7,0,0
20/05/08,18:00:00,0.25,2.182,,537.327,,,,,1.2,0,0
20/05/08,19:00:00,0.25,2.155,,537.327,,,,,1.2,0,0
20/05/08,20:00:00,0,2.101,,537.327,,,,,1.2,0,0
20/05/08,21:00:00,0,2.101,,537.327,,,,,1.2,0,0
20/05/08,22:00:00,0,2.074,,537.327,,,,,1.2,0,0
20/05/08,23:00:00,0,2.074,,537.327,,,,,1.2,0,0
21/05/08,00:00:00,0.25,2.074,,537.327,,,,,1.2,0,0
21/05/08,01:00:00,0,2.074,,537.327,,,,,1.2,0,0
21/05/08,02:00:00,0,2.074,,537.327,,,,,1.2,0,0
21/05/08,03:00:00,0,2.047,,537.327,,,,,1.2,0,0
21/05/08,04:00:00,0,2.047,,537.327,,,,,1.2,0,0
21/05/08,05:00:00,0,2.047,,537.327,,,,,1.2,0,0
21/05/08,06:00:00,0,2.047,,537.327,,,,,1.2,0,0
21/05/08,07:00:00,0,2.047,,537.327,,,,,1.2,0,0
21/05/08,08:00:00,0,2.047,,537.327,,,,,68.7,0,0
21/05/08,09:00:00,0,2.047,,537.327,,,,,213.7,0,0
21/05/08,10:00:00,0,2.074,,537.327,,,,,491.2,0,0
21/05/08,11:00:00,0,1.994,,537.327,,,,,1228.7,0,0
21/05/08,12:00:00,0,1.994,,537.327,,,,,1316.2,0,0
21/05/08,13:00:00,0,2.021,,537.327,,,,,1233.7,0,0
21/05/08,14:00:00,0,2.047,,537.327,,,,,761.2,0,0
21/05/08,15:00:00,0,2.101,,537.327,,,,,516.2,0,0
21/05/08,16:00:00,0,2.074,,537.327,,,,,263.7,0,0
21/05/08,17:00:00,0,2.074,,537.327,,,,,71.2,0,0
21/05/08,18:00:00,0,2.074,,537.327,,,,,1.2,0,0
21/05/08,19:00:00,0,2.074,,537.327,,,,,1.2,0,0
21/05/08,20:00:00,0,2.047,,537.327,,,,,1.2,0,0
21/05/08,21:00:00,0,2.047,,537.327,,,,,1.2,0,0
21/05/08,22:00:00,0,2.047,,537.327,,,,,1.2,0,0
21/05/08,23:00:00,0,2.047,,537.327,,,,,1.2,0,0
22/05/08,00:00:00,0,2.047,,537.327,,,,,1.2,0,0
22/05/08,01:00:00,0,2.074,,537.327,,,,,1.2,0,0
22/05/08,02:00:00,0,2.074,,537.327,,,,,1.2,0,0
22/05/08,03:00:00,0,2.074,,537.327,,,,,1.2,0,0
22/05/08,04:00:00,0,2.074,,537.327,,,,,1.2,0,0
22/05/08,05:00:00,0,2.074,,537.327,,,,,1.2,0,0
22/05/08,06:00:00,0,2.074,,537.327,,,,,1.2,0,0
22/05/08,07:00:00,0,2.074,,537.327,,,,,1.2,0,0
22/05/08,08:00:00,0,2.047,,537.327,,,,,113.7,0,0
22/05/08,09:00:00,0,1.967,,537.327,,,,,518.7,0,0
22/05/08,10:00:00,0,1.94,,537.327,,,,,866.2,0,0
22/05/08,11:00:00,0,1.913,,537.327,,,,,1113.7,0,0
22/05/08,12:00:00,0,1.913,,537.327,,,,,1246.2,0,0
22/05/08,13:00:00,0,1.886,,537.327,,,,,1256.2,0,0
22/05/08,14:00:00,0,1.886,,537.327,,,,,1141.2,0,0
22/05/08,15:00:00,0,1.886,,537.327,,,,,916.2,0,0
22/05/08,16:00:00,0,1.913,,537.327,,,,,706.2,0,0
22/05/08,17:00:00,0,1.913,,537.327,,,,,213.7,0,0
22/05/08,18:00:00,0,1.886,,537.327,,,,,3.7,0,0
22/05/08,19:00:00,0,1.859,,537.327,,,,,1.2,0,0
22/05/08,20:00:00,0,1.859,,537.327,,,,,1.2,0,0
22/05/08,21:00:00,0,1.859,,537.327,,,,,1.2,0,0
22/05/08,22:00:00,0,1.859,,537.327,,,,,1.2,0,0
22/05/08,23:00:00,0,1.859,,537.327,,,,,1.2,0,0
23/05/08,00:00:00,0,1.859,,537.327,,,,,1.2,0,0
23/05/08,01:00:00,0,1.832,,537.327,,,,,1.2,0,0
23/05/08,02:00:00,0,1.805,,537.327,,,,,1.2,0,0
23/05/08,03:00:00,0,1.805,,537.327,,,,,1.2,0,0
23/05/08,04:00:00,0,1.778,,537.327,,,,,1.2,0,0
23/05/08,05:00:00,0,1.724,,537.327,,,,,1.2,0,0
23/05/08,06:00:00,0,1.697,,537.327,,,,,1.2,0,0
23/05/08,07:00:00,0,1.67,,537.327,,,,,1.2,0,0
23/05/08,08:00:00,0,1.615,,537.327,,,,,108.7,0,0
23/05/08,09:00:00,0,1.561,,537.327,,,,,511.2,0,0
23/05/08,10:00:00,0,1.48,,537.327,,,,,858.7,0,0
23/05/08,11:00:00,0,1.453,,537.327,,,,,1108.7,0,0
23/05/08,12:00:00,0,1.398,,537.327,,,,,1241.2,0,0
23/05/08,13:00:00,0,1.371,,537.327,,,,,1251.2,0,0
23/05/08,14:00:00,0,1.344,,537.327,,,,,1091.2,0,0
23/05/08,15:00:00,0,1.371,,537.327,,,,,901.2,0,0
23/05/08,16:00:00,0,1.371,,537.327,,,,,553.7,0,0
23/05/08,17:00:00,0,1.371,,537.327,,,,,168.7,0,0
23/05/08,18:00:00,0,1.344,,537.327,,,,,3.7,0,0
23/05/08,19:00:00,0,1.317,,537.327,,,,,1.2,0,0
23/05/08,20:00:00,0,1.317,,537.327,,,,,1.2,0,0
23/05/08,21:00:00,0,1.317,,537.327,,,,,1.2,0,0
23/05/08,22:00:00,0,1.289,,537.327,,,,,1.2,0,0
23/05/08,23:00:00,0,1.289,,537.327,,,,,1.2,0,0
24/05/08,00:00:00,0,1.289,,537.327,,,,,1.2,0,0
24/05/08,01:00:00,0,1.289,,537.327,,,,,1.2,0,0
24/05/08,02:00:00,0,1.235,,537.327,,,,,1.2,0,0
24/05/08,03:00:00,0,1.208,,537.327,,,,,1.2,0,0
24/05/08,04:00:00,0,1.153,,537.327,,,,,1.2,0,0
24/05/08,05:00:00,0,1.126,,537.327,,,,,1.2,0,0
24/05/08,06:00:00,0,1.071,,537.327,,,,,1.2,0,0
24/05/08,07:00:00,0,1.044,,537.327,,,,,1.2,0,0
24/05/08,08:00:00,0,0.989,,537.327,,,,,101.2,0,0
24/05/08,09:00:00,0,0.934,,537.327,,,,,498.7,0,0
24/05/08,10:00:00,0,0.88,,537.327,,,,,838.7,0,0
24/05/08,11:00:00,0,0.825,,537.327,,,,,1096.2,0,0
24/05/08,12:00:00,0,0.797,,537.327,,,,,1226.2,0,0
24/05/08,13:00:00,0,0.77,,537.327,,,,,1223.7,0,0
24/05/08,14:00:00,0,0.77,,537.327,,,,,1041.2,0,0
24/05/08,15:00:00,0,0.797,,537.327,,,,,913.7,0,0
24/05/08,16:00:00,0,0.825,,537.327,,,,,523.7,0,0
24/05/08,17:00:00,0,0.797,,537.327,,,,,138.7,0,0
24/05/08,18:00:00,0,0.797,,537.327,,,,,1.2,0,0
24/05/08,19:00:00,0,0.797,,537.327,,,,,1.2,0,0
24/05/08,20:00:00,0,0.77,,537.327,,,,,1.2,0,0
24/05/08,21:00:00,0,0.797,,537.327,,,,,1.2,0,0
24/05/08,22:00:00,0,0.77,,537.327,,,,,1.2,0,0
24/05/08,23:00:00,0,0.797,,537.327,,,,,1.2,0,0
25/05/08,00:00:00,0,0.797,,537.327,,,,,1.2,0,0
25/05/08,01:00:00,0,0.77,,537.327,,,,,1.2,0,0
25/05/08,02:00:00,0,0.77,,537.327,,,,,1.2,0,0
25/05/08,03:00:00,0,0.77,,537.327,,,,,1.2,0,0
25/05/08,04:00:00,0,0.77,,537.327,,,,,1.2,0,0
25/05/08,05:00:00,0,0.77,,537.327,,,,,1.2,0,0
25/05/08,06:00:00,0,0.797,,537.327,,,,,1.2,0,0
25/05/08,07:00:00,0,0.77,,537.327,,,,,1.2,0,0
25/05/08,08:00:00,0,0.77,,537.327,,,,,38.7,0,0
25/05/08,09:00:00,0,0.77,,537.327,,,,,158.7,0,0
25/05/08,10:00:00,0,0.77,,537.327,,,,,386.2,0,0
25/05/08,11:00:00,0,0.797,,537.327,,,,,848.7,0,0
25/05/08,12:00:00,0,0.77,,537.327,,,,,1043.7,0,0
25/05/08,13:00:00,0,0.77,,537.327,,,,,1026.2,0,0
25/05/08,14:00:00,0,0.77,,537.327,,,,,878.7,0,0
25/05/08,15:00:00,0,0.797,,537.327,,,,,486.2,0,0
25/05/08,16:00:00,0,0.797,,537.327,,,,,223.7,0,0
25/05/08,17:00:00,0,0.797,,537.327,,,,,51.2,0,0
25/05/08,18:00:00,0,0.797,,537.327,,,,,1.2,0,0
25/05/08,19:00:00,0.25,0.77,,537.327,,,,,1.2,0,0
25/05/08,20:00:00,0.25,0.77,,537.327,,,,,1.2,0,0
25/05/08,21:00:00,0.51,0.77,,537.327,,,,,1.2,0,0
25/05/08,22:00:00,0,0.77,,537.327,,,,,1.2,0,0
25/05/08,23:00:00,0,0.77,,537.327,,,,,1.2,0,0
26/05/08,00:00:00,0,0.77,,537.327,,,,,1.2,0,0
26/05/08,01:00:00,0,0.797,,537.327,,,,,1.2,0,0
26/05/08,02:00:00,0,0.797,,537.327,,,,,1.2,0,0
26/05/08,03:00:00,0,0.825,,537.327,,,,,1.2,0,0
26/05/08,04:00:00,0,0.825,,537.327,,,,,1.2,0,0
26/05/08,05:00:00,0,0.825,,537.327,,,,,1.2,0,0
26/05/08,06:00:00,0,0.825,,537.327,,,,,1.2,0,0
26/05/08,07:00:00,0,0.825,,537.327,,,,,1.2,0,0
26/05/08,08:00:00,0,0.852,,537.327,,,,,36.2,0,0
26/05/08,09:00:00,0,0.88,,537.327,,,,,306.2,0,0
26/05/08,10:00:00,0,0.825,,537.327,,,,,721.2,0,0
26/05/08,11:00:00,0,0.825,,537.327,,,,,1083.7,0,0
26/05/08,12:00:00,0,0.825,,537.327,,,,,1211.2,0,0
26/05/08,13:00:00,0,0.852,,537.327,,,,,946.2,0,0
26/05/08,14:00:00,0,0.907,,537.327,,,,,723.7,0,0
26/05/08,15:00:00,0,1.071,,537.327,,,,,311.2,0,0
26/05/08,16:00:00,0,1.262,,537.327,,,,,376.2,0,0
26/05/08,17:00:00,0,1.398,,537.327,,,,,133.7,0,0
26/05/08,18:00:00,0,1.48,,537.327,,,,,1.2,0,0
26/05/08,19:00:00,0,1.507,,537.327,,,,,1.2,0,0
26/05/08,20:00:00,0,1.507,,537.327,,,,,1.2,0,0
26/05/08,21:00:00,0,1.507,,537.327,,,,,1.2,0,0
26/05/08,22:00:00,0,1.534,,537.327,,,,,1.2,0,0
26/05/08,23:00:00,0,1.588,,537.327,,,,,1.2,0,0
27/05/08,00:00:00,0,1.643,,537.327,,,,,1.2,0,0
27/05/08,01:00:00,0,1.697,,537.327,,,,,1.2,0,0
27/05/08,02:00:00,0,1.778,,537.327,,,,,1.2,0,0
27/05/08,03:00:00,0,1.886,,537.327,,,,,1.2,0,0
27/05/08,04:00:00,0,2.021,,537.327,,,,,1.2,0,0
27/05/08,05:00:00,0,2.101,,537.327,,,,,1.2,0,0
27/05/08,06:00:00,0,2.182,,537.327,,,,,1.2,0,0
27/05/08,07:00:00,0,2.182,,537.327,,,,,1.2,0,0
27/05/08,08:00:00,0,2.209,,537.327,,,,,46.2,0,0
27/05/08,09:00:00,0,2.236,,537.327,,,,,176.2,0,0
27/05/08,10:00:00,0,2.262,,537.327,,,,,926.2,0,0
27/05/08,11:00:00,0,2.343,,537.327,,,,,1286.2,0,0
27/05/08,12:00:00,0,2.717,,537.327,,,,,1321.2,0,0
27/05/08,13:00:00,0,3.221,,537.327,,,,,1146.2,0,0
27/05/08,14:00:00,0,3.827,,537.327,,,,,848.7,0,0
27/05/08,15:00:00,0,4.298,,537.327,,,,,468.7,0,0
27/05/08,16:00:00,0,4.558,,537.327,,,,,246.2,0,0
27/05/08,17:00:00,0,4.61,,537.327,,,,,86.2,0,0
27/05/08,18:00:00,0,4.506,,537.327,,,,,1.2,0,0
27/05/08,19:00:00,0,4.324,,537.327,,,,,1.2,0,0
27/05/08,20:00:00,0,4.168,,537.327,,,,,1.2,0,0
27/05/08,21:00:00,0,3.985,,537.327,,,,,1.2,0,0
27/05/08,22:00:00,0,3.827,,537.327,,,,,1.2,0,0
27/05/08,23:00:00,0,3.696,,537.327,,,,,1.2,0,0
28/05/08,00:00:00,0,3.538,,537.327,,,,,1.2,0,0
28/05/08,01:00:00,0,3.38,,537.327,,,,,1.2,0,0
28/05/08,02:00:00,0,3.221,,537.327,,,,,1.2,0,0
28/05/08,03:00:00,0,3.089,,537.327,,,,,1.2,0,0
28/05/08,04:00:00,0,2.956,,537.327,,,,,1.2,0,0
28/05/08,05:00:00,0,2.85,,537.327,,,,,1.2,0,0
28/05/08,06:00:00,0,2.744,,537.327,,,,,1.2,0,0
28/05/08,07:00:00,0,2.637,,537.327,,,,,1.2,0,0
28/05/08,08:00:00,0,2.557,,537.327,,,,,96.2,0,0
28/05/08,09:00:00,0,2.45,,537.327,,,,,496.2,0,0
28/05/08,10:00:00,0,2.343,,537.327,,,,,846.2,0,0
28/05/08,11:00:00,0,2.262,,537.327,,,,,1083.7,0,0
28/05/08,12:00:00,0,2.262,,537.327,,,,,1191.2,0,0
28/05/08,13:00:00,0,2.423,,537.327,,,,,1156.2,0,0
28/05/08,14:00:00,0,2.877,,537.327,,,,,408.7,0,0
28/05/08,15:00:00,0,3.354,,537.327,,,,,456.2,0,0
28/05/08,16:00:00,0,3.591,,537.327,,,,,551.2,0,0
28/05/08,17:00:00,0,3.722,,537.327,,,,,121.2,0,0
28/05/08,18:00:00,0,3.775,,537.327,,,,,1.2,0,0
28/05/08,19:00:00,0,3.801,,537.327,,,,,1.2,0,0
28/05/08,20:00:00,0,3.696,,537.327,,,,,1.2,0,0
28/05/08,21:00:00,0,3.538,,537.327,,,,,1.2,0,0
28/05/08,22:00:00,0,3.38,,537.327,,,,,1.2,0,0
28/05/08,23:00:00,0,3.221,,537.327,,,,,1.2,0,0
29/05/08,00:00:00,0,3.089,,537.327,,,,,1.2,0,0
29/05/08,01:00:00,0,2.956,,537.327,,,,,1.2,0,0
29/05/08,02:00:00,0,2.823,,537.327,,,,,1.2,0,0
29/05/08,03:00:00,0,2.717,,537.327,,,,,1.2,0,0
29/05/08,04:00:00,0,2.61,,537.327,,,,,1.2,0,0
29/05/08,05:00:00,0,2.53,,537.327,,,,,1.2,0,0
29/05/08,06:00:00,0,2.45,,537.327,,,,,1.2,0,0
29/05/08,07:00:00,0,2.343,,537.327,,,,,1.2,0,0
29/05/08,08:00:00,0,2.289,,537.327,,,,,83.7,0,0
29/05/08,09:00:00,0,2.155,,537.327,,,,,466.2,0,0
29/05/08,10:00:00,0,2.074,,537.327,,,,,806.2,0,0
29/05/08,11:00:00,0,1.994,,537.327,,,,,1061.2,0,0
29/05/08,12:00:00,0,1.94,,537.327,,,,,1186.2,0,0
29/05/08,13:00:00,0,1.94,,537.327,,,,,1208.7,0,0
29/05/08,14:00:00,0,2.074,,537.327,,,,,1051.2,0,0
29/05/08,15:00:00,0,2.396,,537.327,,,,,828.7,0,0
29/05/08,16:00:00,0,2.85,,537.327,,,,,521.2,0,0
29/05/08,17:00:00,0,3.116,,537.327,,,,,148.7,0,0
29/05/08,18:00:00,0,3.221,,537.327,,,,,1.2,0,0
