Site,Plot,Treatment,Date,"Time, GMT+11:00","Temp, ÁC( Ambient)","RH, %()","DewPt, ÁC()","Temp, ÁC( 3cmBG)","Water Content, m^3/m^3( 5cmBG)","Water Content, m^3/m^3( 10cmBG)"
ITEX2.0,5,CTL,07/02/11,14:35:33,21.246,48.5,10,28.048,0.139,0.1891
ITEX2.0,5,CTL,07/02/11,15:35:34,21.008,45.3,8.7,28.667,0.139,0.1899
ITEX2.0,5,CTL,07/02/11,16:35:35,20.484,54,10.9,29.64,0.139,0.1906
ITEX2.0,5,CTL,07/02/11,17:35:36,19.365,58,10.9,27.949,0.1376,0.1906
ITEX2.0,5,CTL,07/02/11,18:35:37,15.867,63.8,9,22.585,0.1347,0.1891
ITEX2.0,5,CTL,07/02/11,19:35:38,11.078,73.2,6.5,18.343,0.1318,0.1877
ITEX2.0,5,CTL,07/02/11,20:35:39,5.514,87.8,3.7,13.69,0.1281,0.1862
ITEX2.0,5,CTL,07/02/11,21:35:40,4.636,95.5,4,10.858,0.1259,0.1855
ITEX2.0,5,CTL,07/02/11,22:35:41,4.168,97.5,3.8,9.336,0.1238,0.1848
ITEX2.0,5,CTL,07/02/11,23:35:42,0.384,97.5,0,7.97,0.123,0.1833
ITEX2.0,5,CTL,08/02/11,00:35:43,-0.423,98.2,-0.6,6.914,0.1216,0.1833
ITEX2.0,5,CTL,08/02/11,01:35:44,-1.469,98.1,-1.7,6.077,0.1209,0.1826
ITEX2.0,5,CTL,08/02/11,02:35:45,-1.384,98.9,-1.5,5.36,0.1209,0.1826
ITEX2.0,5,CTL,08/02/11,03:35:46,-0.227,98.6,-0.4,4.947,0.1209,0.1819
ITEX2.0,5,CTL,08/02/11,04:35:47,-1.043,97.1,-1.4,4.662,0.1209,0.1819
ITEX2.0,5,CTL,08/02/11,05:35:48,-1.184,97.4,-1.5,4.35,0.1209,0.1811
ITEX2.0,5,CTL,08/02/11,06:35:49,-2.188,98.2,-2.4,3.958,0.1201,0.1811
ITEX2.0,5,CTL,08/02/11,07:35:50,5.488,98.7,5.3,4.115,0.1209,0.1811
ITEX2.0,5,CTL,08/02/11,08:35:51,14.29,74,9.7,6.611,0.1223,0.1819
ITEX2.0,5,CTL,08/02/11,09:35:52,17.058,56.7,8.4,9.361,0.1259,0.1826
ITEX2.0,5,CTL,08/02/11,10:35:53,17.153,42.4,4.3,10.614,0.1288,0.1833
ITEX2.0,5,CTL,08/02/11,11:35:54,19.888,43.1,7,14.409,0.131,0.1833
ITEX2.0,5,CTL,08/02/11,12:35:55,20.96,45.7,8.8,19.984,0.1339,0.184
ITEX2.0,5,CTL,08/02/11,13:35:56,21.724,47.1,10,28.097,0.1332,0.184
ITEX2.0,5,CTL,08/02/11,14:35:57,21.366,55.2,12,31.459,0.1347,0.184
ITEX2.0,5,CTL,08/02/11,15:35:58,20.198,63,12.9,32.458,0.1347,0.1833
ITEX2.0,5,CTL,08/02/11,16:35:59,19.627,64.7,12.8,31.868,0.1332,0.1833
ITEX2.0,5,CTL,08/02/11,17:36:00,17.486,65.5,11,29.615,0.131,0.1826
ITEX2.0,5,CTL,08/02/11,18:36:01,14.864,72.3,9.9,22.681,0.1281,0.1811
ITEX2.0,5,CTL,08/02/11,19:36:02,9.977,79.7,6.6,19.08,0.1238,0.1797
ITEX2.0,5,CTL,08/02/11,20:36:03,5.462,92.2,4.3,14.673,0.1209,0.1782
ITEX2.0,5,CTL,08/02/11,21:36:04,6.636,97.8,6.3,12.63,0.1194,0.179
ITEX2.0,5,CTL,08/02/11,22:36:05,5.821,99.1,5.7,12.292,0.1187,0.179
ITEX2.0,5,CTL,08/02/11,23:36:06,1.913,99.2,1.8,11.2,0.118,0.1782
ITEX2.0,5,CTL,09/02/11,00:36:07,0.907,96.2,0.4,8.841,0.1165,0.1775
ITEX2.0,5,CTL,09/02/11,01:36:08,3.195,84.3,0.8,7.67,0.1165,0.1768
ITEX2.0,5,CTL,09/02/11,02:36:09,-1.184,84.2,-3.5,6.965,0.1158,0.1768
ITEX2.0,5,CTL,09/02/11,03:36:10,-1.784,94.8,-2.5,6.281,0.1158,0.1768
ITEX2.0,5,CTL,09/02/11,04:36:11,5.693,98.6,5.5,6.204,0.1158,0.1768
ITEX2.0,5,CTL,09/02/11,05:36:12,7.393,98.7,7.2,7.419,0.1165,0.1782
ITEX2.0,5,CTL,09/02/11,06:36:13,7.293,99.4,7.2,7.569,0.1165,0.1782
ITEX2.0,5,CTL,09/02/11,07:36:14,10.467,100,10.5,8.643,0.1172,0.179
ITEX2.0,5,CTL,09/02/11,08:36:15,13.81,95.7,13.2,11.613,0.118,0.179
ITEX2.0,5,CTL,09/02/11,09:36:16,15.27,85.2,12.8,13.161,0.1201,0.179
ITEX2.0,5,CTL,09/02/11,10:36:17,17.819,78.4,14,14.625,0.1216,0.1782
ITEX2.0,5,CTL,09/02/11,11:36:18,19.508,72.5,14.5,18.794,0.123,0.1782
ITEX2.0,5,CTL,09/02/11,12:36:19,22.154,64.5,15.2,24.171,0.1267,0.1782
ITEX2.0,5,CTL,09/02/11,13:36:20,18.818,60.8,11.1,28.493,0.1259,0.1775
ITEX2.0,5,CTL,09/02/11,14:36:21,18.485,67.5,12.4,24.653,0.1238,0.1761
ITEX2.0,5,CTL,09/02/11,15:36:22,20.007,70.5,14.5,23.641,0.123,0.1753
ITEX2.0,5,CTL,09/02/11,16:36:23,20.889,68.7,14.9,27.456,0.1245,0.1753
ITEX2.0,5,CTL,09/02/11,17:36:24,18.58,67.4,12.4,28.048,0.1238,0.1746
ITEX2.0,5,CTL,09/02/11,18:36:25,14.936,77.3,11,22.298,0.1201,0.1724
ITEX2.0,5,CTL,09/02/11,19:36:26,13.257,85.7,10.9,18.485,0.1172,0.1724
ITEX2.0,5,CTL,09/02/11,20:36:27,12.001,91,10.6,16.32,0.115,0.1724
ITEX2.0,5,CTL,09/02/11,21:36:28,9.287,93.2,8.3,14.768,0.1136,0.1717
ITEX2.0,5,CTL,09/02/11,22:36:29,8.295,97,7.9,13.016,0.1121,0.1724
ITEX2.0,5,CTL,09/02/11,23:36:30,8.965,98.8,8.8,11.686,0.1121,0.1724
ITEX2.0,5,CTL,10/02/11,00:36:31,9.829,98.8,9.7,11.662,0.1121,0.1732
ITEX2.0,5,CTL,10/02/11,01:36:32,9.928,96.3,9.4,11.516,0.1121,0.1724
ITEX2.0,5,CTL,10/02/11,02:36:33,9.928,96.4,9.4,11.248,0.1114,0.1732
ITEX2.0,5,CTL,10/02/11,03:36:34,10.026,96.8,9.6,10.956,0.1114,0.1732
ITEX2.0,5,CTL,10/02/11,04:36:35,9.829,96.9,9.4,10.81,0.1114,0.1732
ITEX2.0,5,CTL,10/02/11,05:36:36,10.149,96.5,9.6,10.663,0.1114,0.1739
ITEX2.0,5,CTL,10/02/11,06:36:37,9.632,96.8,9.2,10.075,0.1114,0.1732
ITEX2.0,5,CTL,10/02/11,07:36:38,10.051,94.9,9.3,10.149,0.1114,0.1739
ITEX2.0,5,CTL,10/02/11,08:36:39,14.002,90.6,12.5,11.078,0.1121,0.1739
ITEX2.0,5,CTL,10/02/11,09:36:40,16.32,85.8,14,13.137,0.1129,0.1732
ITEX2.0,5,CTL,10/02/11,10:36:41,15.581,80.7,12.3,15.581,0.1143,0.1717
ITEX2.0,5,CTL,10/02/11,11:36:42,16.058,81.8,13,17.796,0.1143,0.1717
ITEX2.0,5,CTL,10/02/11,12:36:43,14.026,87.6,12,17.177,0.1136,0.171
ITEX2.0,5,CTL,10/02/11,13:36:44,16.201,88.4,14.3,18.58,0.1143,0.171
ITEX2.0,5,CTL,10/02/11,14:36:45,14.385,87.7,12.4,20.341,0.1158,0.1702
ITEX2.0,5,CTL,10/02/11,15:36:46,15.223,93,14.1,18.057,0.1143,0.1717
ITEX2.0,5,CTL,10/02/11,16:36:47,14.29,95.4,13.6,17.344,0.1136,0.1702
ITEX2.0,5,CTL,10/02/11,17:36:48,14.242,97.1,13.8,16.796,0.1136,0.171
ITEX2.0,5,CTL,10/02/11,18:36:49,13.714,97.7,13.4,16.034,0.1121,0.171
ITEX2.0,5,CTL,10/02/11,19:36:50,13.714,99,13.6,15.199,0.1114,0.171
ITEX2.0,5,CTL,10/02/11,20:36:51,13.858,99.2,13.8,14.792,0.1114,0.171
ITEX2.0,5,CTL,10/02/11,21:36:52,13.93,99.4,13.9,14.625,0.1114,0.1717
ITEX2.0,5,CTL,10/02/11,22:36:53,13.762,100,13.8,14.361,0.1114,0.1797
ITEX2.0,5,CTL,10/02/11,23:36:54,13.642,100,13.7,14.17,0.1114,0.1782
ITEX2.0,5,CTL,11/02/11,00:36:55,13.81,100,13.8,14.122,0.1121,0.1804
ITEX2.0,5,CTL,11/02/11,01:36:56,13.834,100,13.9,14.17,0.1158,0.1833
ITEX2.0,5,CTL,11/02/11,02:36:57,13.473,100,13.5,14.05,0.1318,0.1855
ITEX2.0,5,CTL,11/02/11,03:36:58,13.137,100,13.2,13.786,0.1376,0.2189
ITEX2.0,5,CTL,11/02/11,04:36:59,12.968,100,13,13.594,0.1456,0.2523
ITEX2.0,5,CTL,11/02/11,05:37:00,13.04,100,13.1,13.497,0.1405,0.2313
ITEX2.0,5,CTL,11/02/11,06:37:01,12.992,100,13,13.377,0.1702,0.269
ITEX2.0,5,CTL,11/02/11,07:37:02,13.137,100,13.2,13.377,0.1717,0.2472
ITEX2.0,5,CTL,11/02/11,08:37:03,13.858,100,13.9,13.642,0.1739,0.2429
ITEX2.0,5,CTL,11/02/11,09:37:04,14.553,100,14.6,14.433,0.171,0.2334
ITEX2.0,5,CTL,11/02/11,10:37:05,14.601,100,14.6,15.103,0.2022,0.2698
ITEX2.0,5,CTL,11/02/11,11:37:06,14.912,100,14.9,15.819,0.187,0.2363
ITEX2.0,5,CTL,11/02/11,12:37:07,14.912,100,14.9,16.701,0.1899,0.232
ITEX2.0,5,CTL,11/02/11,13:37:08,15.127,100,15.1,16.249,0.2218,0.2741
ITEX2.0,5,CTL,11/02/11,14:37:09,14.505,100,14.5,15.939,0.1986,0.2443
ITEX2.0,5,CTL,11/02/11,15:37:10,14.888,100,14.9,16.963,0.1761,0.2218
ITEX2.0,5,CTL,11/02/11,16:37:11,15.294,100,15.3,16.654,0.2269,0.2574
ITEX2.0,5,CTL,11/02/11,17:37:12,16.106,100,16.1,17.962,0.179,0.224
ITEX2.0,5,CTL,11/02/11,18:37:13,14.625,100,14.6,17.106,0.1688,0.2167
ITEX2.0,5,CTL,11/02/11,19:37:14,14.098,100,14.1,15.939,0.1644,0.2131
ITEX2.0,5,CTL,11/02/11,20:37:15,12.678,99.8,12.7,14.17,0.1623,0.2116
ITEX2.0,5,CTL,11/02/11,21:37:16,12.485,100,12.5,12.992,0.1615,0.2095
ITEX2.0,5,CTL,11/02/11,22:37:17,12.268,100,12.3,12.413,0.1608,0.2087
ITEX2.0,5,CTL,11/02/11,23:37:18,12.364,100,12.4,12.243,0.1601,0.2073
ITEX2.0,5,CTL,12/02/11,00:37:19,10.761,100,10.8,12.074,0.1601,0.2066
ITEX2.0,5,CTL,12/02/11,01:37:20,6.763,100,6.8,10.907,0.1594,0.2058
ITEX2.0,5,CTL,12/02/11,02:37:21,10.345,100,10.4,10.932,0.1586,0.2058
ITEX2.0,5,CTL,12/02/11,03:37:22,11.589,100,11.6,11.807,0.1586,0.2051
ITEX2.0,5,CTL,12/02/11,04:37:23,10.638,100,10.7,12.098,0.1579,0.2051
ITEX2.0,5,CTL,12/02/11,05:37:24,9.509,100,9.5,11.662,0.1572,0.2051
ITEX2.0,5,CTL,12/02/11,06:37:25,8.593,100,8.6,11.102,0.1564,0.2044
ITEX2.0,5,CTL,12/02/11,07:37:26,8.693,100,8.7,10.883,0.1579,0.2044
ITEX2.0,5,CTL,12/02/11,08:37:27,9.731,100,9.7,11.904,0.1594,0.2044
ITEX2.0,5,CTL,12/02/11,09:37:28,11.029,100,11,14.601,0.1615,0.2051
ITEX2.0,5,CTL,12/02/11,10:37:29,12.582,100,12.6,16.701,0.1615,0.2051
ITEX2.0,5,CTL,12/02/11,11:37:30,18.2,98.5,18,19.103,0.1637,0.2051
ITEX2.0,5,CTL,12/02/11,12:37:31,19.46,85.3,16.9,23.256,0.1652,0.2051
ITEX2.0,5,CTL,12/02/11,13:37:32,20.341,79.4,16.7,25.04,0.1637,0.2044
ITEX2.0,5,CTL,12/02/11,14:37:33,18.628,74.3,14,26.646,0.163,0.2029
ITEX2.0,5,CTL,12/02/11,15:37:34,19.294,76,15,23.304,0.1608,0.2015
ITEX2.0,5,CTL,12/02/11,16:37:35,17.368,79.2,13.7,21.867,0.1594,0.2
ITEX2.0,5,CTL,12/02/11,17:37:36,15.843,81.4,12.7,20.222,0.1579,0.1993
ITEX2.0,5,CTL,12/02/11,18:37:37,14.385,87.2,12.3,18.224,0.1557,0.1978
ITEX2.0,5,CTL,12/02/11,19:37:38,13.064,92.2,11.8,15.867,0.1543,0.1971
ITEX2.0,5,CTL,12/02/11,20:37:39,10.247,95.6,9.6,13.978,0.1528,0.1964
ITEX2.0,5,CTL,12/02/11,21:37:40,10.59,97.2,10.2,12.582,0.1514,0.1957
ITEX2.0,5,CTL,12/02/11,22:37:41,8.99,97.7,8.7,11.467,0.1506,0.1957
ITEX2.0,5,CTL,12/02/11,23:37:42,9.805,99.5,9.7,11.005,0.1499,0.1949
ITEX2.0,5,CTL,13/02/11,00:37:43,9.509,99.9,9.5,10.687,0.1499,0.1949
ITEX2.0,5,CTL,13/02/11,01:37:44,9.657,100,9.7,9.977,0.1492,0.1942
ITEX2.0,5,CTL,13/02/11,02:37:45,9.163,100,9.2,9.608,0.1485,0.1942
ITEX2.0,5,CTL,13/02/11,03:37:46,3.036,99.6,3,8.668,0.1477,0.1935
ITEX2.0,5,CTL,13/02/11,04:37:47,2.877,100,2.9,6.914,0.1463,0.1935
ITEX2.0,5,CTL,13/02/11,05:37:48,-0.591,100,-0.5,5.924,0.1456,0.1928
ITEX2.0,5,CTL,13/02/11,06:37:49,-1.071,100,-1,4.792,0.1448,0.1928
ITEX2.0,5,CTL,13/02/11,07:37:50,6.535,100,6.5,4.532,0.1434,0.192
ITEX2.0,5,CTL,13/02/11,08:37:51,12.195,79,8.7,6.179,0.1441,0.1913
ITEX2.0,5,CTL,13/02/11,09:37:52,15.843,53.3,6.4,8.27,0.147,0.1913
ITEX2.0,5,CTL,13/02/11,10:37:53,18.509,46.9,7,10.883,0.1506,0.1913
ITEX2.0,5,CTL,13/02/11,11:37:54,20.388,53.2,10.6,14.553,0.1543,0.1913
ITEX2.0,5,CTL,13/02/11,12:37:55,20.484,66.2,14,20.126,0.1586,0.1928
ITEX2.0,5,CTL,13/02/11,13:37:56,21.891,63.8,14.7,27.284,0.163,0.1935
ITEX2.0,5,CTL,13/02/11,14:37:57,22.513,49.3,11.4,29.565,0.1644,0.1949
ITEX2.0,5,CTL,13/02/11,15:37:58,21.485,50,10.6,30.545,0.163,0.1949
ITEX2.0,5,CTL,13/02/11,16:37:59,21.127,45.9,9,30.52,0.1623,0.1949
ITEX2.0,5,CTL,13/02/11,17:38:00,18.533,34.1,2.4,27.481,0.1601,0.1949
ITEX2.0,5,CTL,13/02/11,18:38:01,15.986,48.2,5.1,20.913,0.1572,0.1935
ITEX2.0,5,CTL,13/02/11,19:38:02,9.903,79.4,6.5,17.701,0.1528,0.1928
ITEX2.0,5,CTL,13/02/11,20:38:03,6.408,94.1,5.5,13.305,0.1492,0.1913
ITEX2.0,5,CTL,13/02/11,21:38:04,4.272,96.8,3.8,11.37,0.1477,0.1906
ITEX2.0,5,CTL,13/02/11,22:38:05,4.141,93.1,3.1,9.632,0.1456,0.1899
ITEX2.0,5,CTL,13/02/11,23:38:06,4.818,62.9,-1.6,8.12,0.1448,0.1891
ITEX2.0,5,CTL,14/02/11,00:38:07,4.766,54,-3.7,7.217,0.1434,0.1884
ITEX2.0,5,CTL,14/02/11,01:38:08,3.538,55,-4.6,6.535,0.1426,0.1877
ITEX2.0,5,CTL,14/02/11,02:38:09,4.194,44.2,-6.9,5.847,0.1419,0.187
ITEX2.0,5,CTL,14/02/11,03:38:10,-0.367,57,-7.8,5.411,0.1412,0.1862
ITEX2.0,5,CTL,14/02/11,04:38:11,-0.675,88.4,-2.3,5.076,0.1412,0.1862
ITEX2.0,5,CTL,14/02/11,05:38:12,-1.498,93.7,-2.3,4.792,0.1405,0.1855
ITEX2.0,5,CTL,14/02/11,06:38:13,-1.555,95.6,-2.1,4.506,0.1397,0.1855
ITEX2.0,5,CTL,14/02/11,07:38:14,7.015,96.3,6.5,4.636,0.1397,0.1855
ITEX2.0,5,CTL,14/02/11,08:38:15,16.963,56.4,8.2,6.687,0.1405,0.1862
ITEX2.0,5,CTL,14/02/11,09:38:16,19.555,47.6,8.1,9.534,0.1441,0.187
ITEX2.0,5,CTL,14/02/11,10:38:17,20.913,46.5,9,12.63,0.147,0.187
ITEX2.0,5,CTL,14/02/11,11:38:18,22.393,46.7,10.5,15.629,0.1499,0.1877
ITEX2.0,5,CTL,14/02/11,12:38:19,21.676,49.3,10.6,20.531,0.1521,0.1884
ITEX2.0,5,CTL,14/02/11,13:38:20,22.489,56.2,13.3,29.365,0.1543,0.1884
ITEX2.0,5,CTL,14/02/11,14:38:21,22.274,55.9,13.1,32.381,0.155,0.1884
ITEX2.0,5,CTL,14/02/11,15:38:22,21.772,54.4,12.2,33.209,0.1535,0.1877
ITEX2.0,5,CTL,14/02/11,16:38:23,20.984,52.8,11,32.768,0.1521,0.1877
ITEX2.0,5,CTL,14/02/11,17:38:24,20.103,55.4,10.9,30.192,0.1492,0.1862
ITEX2.0,5,CTL,14/02/11,18:38:25,17.819,63.1,10.7,23.424,0.1456,0.1848
ITEX2.0,5,CTL,14/02/11,19:38:26,12.558,74.4,8.1,19.722,0.1419,0.1833
ITEX2.0,5,CTL,14/02/11,20:38:27,8.941,90.7,7.5,15.557,0.139,0.1826
ITEX2.0,5,CTL,14/02/11,21:38:28,4.74,95.9,4.1,13.209,0.1368,0.1819
ITEX2.0,5,CTL,14/02/11,22:38:29,3.801,98.1,3.5,11.127,0.1354,0.1819
ITEX2.0,5,CTL,14/02/11,23:38:30,6.94,99.6,6.9,10.687,0.1347,0.1826
ITEX2.0,5,CTL,15/02/11,00:38:31,1.371,98,1.1,9.632,0.1339,0.1819
ITEX2.0,5,CTL,15/02/11,01:38:32,0.687,99.2,0.6,8.419,0.1332,0.1819
ITEX2.0,5,CTL,15/02/11,02:38:33,-0.115,99.8,-0.1,7.619,0.1332,0.1811
ITEX2.0,5,CTL,15/02/11,03:38:34,-0.115,100,-0.1,6.965,0.1325,0.1811
ITEX2.0,5,CTL,15/02/11,04:38:35,0.356,100,0.4,6.509,0.1325,0.1819
ITEX2.0,5,CTL,15/02/11,05:38:36,-0.087,100,-0.1,6.102,0.1318,0.1811
ITEX2.0,5,CTL,15/02/11,06:38:37,2.289,100,2.3,5.975,0.1318,0.1819
ITEX2.0,5,CTL,15/02/11,07:38:38,8.519,100,8.5,6.535,0.1318,0.1819
ITEX2.0,5,CTL,15/02/11,08:38:39,13.666,94,12.7,8.99,0.1325,0.1819
ITEX2.0,5,CTL,15/02/11,09:38:40,17.701,71.9,12.6,11.37,0.1347,0.1811
ITEX2.0,5,CTL,15/02/11,10:38:41,21.485,47.7,9.9,14.074,0.1368,0.1811
ITEX2.0,5,CTL,15/02/11,11:38:42,23.232,41.7,9.5,16.963,0.1383,0.1811
ITEX2.0,5,CTL,15/02/11,12:38:43,19.579,59.9,11.6,19.651,0.1376,0.1804
ITEX2.0,5,CTL,15/02/11,13:38:44,18.485,65.5,11.9,22.058,0.1376,0.1804
ITEX2.0,5,CTL,15/02/11,14:38:45,17.415,71.6,12.2,22.537,0.1376,0.1804
ITEX2.0,5,CTL,15/02/11,15:38:46,21.27,74.1,16.5,23.809,0.1376,0.1819
ITEX2.0,5,CTL,15/02/11,16:38:47,16.249,71.6,11.1,27.161,0.1376,0.1811
ITEX2.0,5,CTL,15/02/11,17:38:48,17.748,70.7,12.4,25.501,0.1368,0.1811
ITEX2.0,5,CTL,15/02/11,18:38:49,15.366,63.2,8.4,21.199,0.1347,0.1811
ITEX2.0,5,CTL,15/02/11,19:38:50,12.871,74.4,8.4,17.891,0.1318,0.1804
ITEX2.0,5,CTL,15/02/11,20:38:51,8.841,86.3,6.7,15.031,0.1288,0.1797
ITEX2.0,5,CTL,15/02/11,21:38:52,6.585,93.5,5.6,12.485,0.1274,0.1782
ITEX2.0,5,CTL,15/02/11,22:38:53,10.418,97.8,10.1,12.316,0.1274,0.1797
ITEX2.0,5,CTL,15/02/11,23:38:54,9.977,97.7,9.6,12.171,0.1267,0.1797
ITEX2.0,5,CTL,16/02/11,00:38:55,9.879,98,9.6,11.71,0.1267,0.1797
ITEX2.0,5,CTL,16/02/11,01:38:56,9.829,98.7,9.6,11.248,0.1259,0.1804
ITEX2.0,5,CTL,16/02/11,02:38:57,9.805,99.5,9.7,11.005,0.1259,0.1804
ITEX2.0,5,CTL,16/02/11,03:38:58,10.59,99.9,10.6,11.151,0.1259,0.1804
ITEX2.0,5,CTL,16/02/11,04:38:59,9.952,100,10,11.443,0.1259,0.1804
ITEX2.0,5,CTL,16/02/11,05:39:00,9.928,100,9.9,10.858,0.1259,0.1804
ITEX2.0,5,CTL,16/02/11,06:39:01,9.756,100,9.8,11.321,0.1259,0.1811
ITEX2.0,5,CTL,16/02/11,07:39:02,10.638,100,10.7,11.613,0.1252,0.1811
ITEX2.0,5,CTL,16/02/11,08:39:03,12.05,98.4,11.8,12.703,0.1259,0.184
ITEX2.0,5,CTL,16/02/11,09:39:04,13.546,96.8,13.1,14.697,0.1267,0.1833
ITEX2.0,5,CTL,16/02/11,10:39:05,14.577,93.2,13.5,16.725,0.1288,0.1833
ITEX2.0,5,CTL,16/02/11,11:39:06,14.96,91.7,13.6,17.605,0.1296,0.1826
ITEX2.0,5,CTL,16/02/11,12:39:07,12.896,93.6,11.9,16.296,0.1288,0.1833
ITEX2.0,5,CTL,16/02/11,13:39:08,14.792,94.9,14,17.534,0.1303,0.1848
ITEX2.0,5,CTL,16/02/11,14:39:09,14.409,89.4,12.7,19.056,0.1303,0.1833
ITEX2.0,5,CTL,16/02/11,15:39:10,13.04,92,11.8,17.177,0.1296,0.184
ITEX2.0,5,CTL,16/02/11,16:39:11,14.553,93.2,13.5,17.13,0.1296,0.1833
ITEX2.0,5,CTL,16/02/11,17:39:12,14.266,90.8,12.8,17.368,0.1296,0.1826
ITEX2.0,5,CTL,16/02/11,18:39:13,13.449,89.2,11.7,16.796,0.1296,0.1819
ITEX2.0,5,CTL,16/02/11,19:39:14,11.71,91.2,10.3,15.151,0.1281,0.1826
ITEX2.0,5,CTL,16/02/11,20:39:15,8.593,95.4,7.9,12.871,0.1267,0.1819
ITEX2.0,5,CTL,16/02/11,21:39:16,7.77,98.4,7.5,11.589,0.1259,0.1811
ITEX2.0,5,CTL,16/02/11,22:39:17,5.719,99.2,5.6,10.222,0.1252,0.1811
ITEX2.0,5,CTL,16/02/11,23:39:18,10.467,99.8,10.4,10.149,0.1252,0.1819
ITEX2.0,5,CTL,17/02/11,00:39:19,10.687,100,10.7,11.516,0.1252,0.1833
ITEX2.0,5,CTL,17/02/11,01:39:20,10.736,100,10.7,11.71,0.1201,0.1797
ITEX2.0,5,CTL,17/02/11,02:39:21,11.078,100,11.1,11.807,0.1223,0.184
ITEX2.0,5,CTL,17/02/11,03:39:22,11.224,100,11.2,11.929,0.1252,0.1877
ITEX2.0,5,CTL,17/02/11,04:39:23,11.127,100,11.1,11.904,0.1267,0.1891
ITEX2.0,5,CTL,17/02/11,05:39:24,11.516,100,11.5,11.88,0.1259,0.1899
ITEX2.0,5,CTL,17/02/11,06:39:25,11.613,100,11.6,12.074,0.1259,0.1906
ITEX2.0,5,CTL,17/02/11,07:39:26,12.05,100,12.1,12.268,0.1441,0.192
ITEX2.0,5,CTL,17/02/11,08:39:27,13.088,100,13.1,13.281,0.1456,0.1942
ITEX2.0,5,CTL,17/02/11,09:39:28,13.137,100,13.2,14.457,0.147,0.1949
ITEX2.0,5,CTL,17/02/11,10:39:29,13.834,100,13.9,15.772,0.1485,0.1949
ITEX2.0,5,CTL,17/02/11,11:39:30,17.082,99.8,17.1,19.08,0.1514,0.1949
ITEX2.0,5,CTL,17/02/11,12:39:31,17.225,93.1,16.1,21.748,0.1521,0.1964
ITEX2.0,5,CTL,17/02/11,13:39:32,13.69,95.5,13,18.771,0.1485,0.1964
ITEX2.0,5,CTL,17/02/11,14:39:33,15.748,99.9,15.8,17.748,0.192,0.2443
ITEX2.0,5,CTL,17/02/11,15:39:34,13.786,100,13.8,17.225,0.2138,0.2574
ITEX2.0,5,CTL,17/02/11,16:39:35,14.098,100,14.1,17.558,0.1877,0.2305
ITEX2.0,5,CTL,17/02/11,17:39:36,14.984,99.8,15,18.2,0.1761,0.2211
ITEX2.0,5,CTL,17/02/11,18:39:37,13.353,99.9,13.4,16.915,0.1717,0.2167
ITEX2.0,5,CTL,17/02/11,19:39:38,11.492,100,11.5,15.079,0.1688,0.2138
ITEX2.0,5,CTL,17/02/11,20:39:39,10.785,100,10.8,13.281,0.1666,0.2109
ITEX2.0,5,CTL,17/02/11,21:39:40,10.492,100,10.5,12.558,0.1681,0.2095
ITEX2.0,5,CTL,17/02/11,22:39:41,10.394,100,10.4,12.171,0.1666,0.208
ITEX2.0,5,CTL,17/02/11,23:39:42,10.296,100,10.3,11.953,0.1666,0.2073
ITEX2.0,5,CTL,18/02/11,00:39:43,10.296,100,10.3,11.88,0.1659,0.2058
ITEX2.0,5,CTL,18/02/11,01:39:44,10.1,100,10.1,11.71,0.1652,0.2051
ITEX2.0,5,CTL,18/02/11,02:39:45,9.977,100,10,11.516,0.1644,0.2044
ITEX2.0,5,CTL,18/02/11,03:39:46,9.731,100,9.7,11.346,0.1644,0.2037
ITEX2.0,5,CTL,18/02/11,04:39:47,9.829,100,9.8,11.224,0.1644,0.2029
ITEX2.0,5,CTL,18/02/11,05:39:48,9.756,100,9.8,11.175,0.1637,0.2022
ITEX2.0,5,CTL,18/02/11,06:39:49,9.829,100,9.8,11.127,0.1637,0.2015
ITEX2.0,5,CTL,18/02/11,07:39:50,10.124,100,10.1,11.346,0.163,0.2008
ITEX2.0,5,CTL,18/02/11,08:39:51,11.151,100,11.2,12.389,0.1637,0.2008
ITEX2.0,5,CTL,18/02/11,09:39:52,12.896,100,12.9,14.242,0.1652,0.2008
ITEX2.0,5,CTL,18/02/11,10:39:53,13.233,100,13.2,16.654,0.1666,0.2
ITEX2.0,5,CTL,18/02/11,11:39:54,13.834,100,13.9,18.604,0.1681,0.2008
ITEX2.0,5,CTL,18/02/11,12:39:55,17.677,98.4,17.4,21.485,0.1688,0.2
ITEX2.0,5,CTL,18/02/11,13:39:56,18.652,89.1,16.8,23.954,0.171,0.1993
ITEX2.0,5,CTL,18/02/11,14:39:57,19.008,78.3,15.2,23.905,0.1695,0.1986
ITEX2.0,5,CTL,18/02/11,15:39:58,17.582,75.3,13.2,22.896,0.1681,0.1971
ITEX2.0,5,CTL,18/02/11,16:39:59,21.103,71,15.7,22.729,0.1681,0.1949
ITEX2.0,5,CTL,18/02/11,17:40:00,16.344,73.2,11.6,21.27,0.1652,0.1935
ITEX2.0,5,CTL,18/02/11,18:40:01,15.342,80.9,12.1,17.629,0.1623,0.1928
ITEX2.0,5,CTL,18/02/11,19:40:02,13.93,84.2,11.3,15.843,0.1601,0.1913
ITEX2.0,5,CTL,18/02/11,20:40:03,13.69,85.5,11.3,14.361,0.1586,0.1913
ITEX2.0,5,CTL,18/02/11,21:40:04,12.558,93.5,11.6,13.882,0.1535,0.1964
