Site,Plot,Treatment,Date,"Time, GMT+11:00","Temp, ÁC(SEN S/N: 9818212,  Ambient)","RH, %(SEN S/N: 9818212)","DewPt, ÁC(SEN S/N: 9818212)",3cm,"Water Content, m^3/m^3(SEN S/N: 9827492,  5cmBG)","Water Content, m^3/m^3(SEN S/N: 9827496,  10cmBG)"
ITEX1U,1,OTC,07/02/11,20:35:39,6.585,85.3,4.3,,0.2073,0.1673
ITEX1U,1,OTC,07/02/11,21:35:40,5.693,94.3,4.9,,0.2073,0.1673
ITEX1U,1,OTC,07/02/11,22:35:41,4.037,96.4,3.5,,0.2066,0.1659
ITEX1U,1,OTC,07/02/11,23:35:42,2.983,96.1,2.4,,0.2058,0.1652
ITEX1U,1,OTC,08/02/11,00:35:43,2.262,95.8,1.7,,0.2058,0.1652
ITEX1U,1,OTC,08/02/11,01:35:44,1.805,95.6,1.2,,0.2051,0.1652
ITEX1U,1,OTC,08/02/11,02:35:45,1.425,95.5,0.8,,0.2051,0.1644
ITEX1U,1,OTC,08/02/11,03:35:46,1.913,93.1,0.9,,0.2044,0.1644
ITEX1U,1,OTC,08/02/11,04:35:47,1.534,91,0.2,,0.2044,0.1644
ITEX1U,1,OTC,08/02/11,05:35:48,1.751,89.1,0.1,,0.2044,0.1644
ITEX1U,1,OTC,08/02/11,06:35:49,1.099,91.1,-0.1,,0.2044,0.1637
ITEX1U,1,OTC,08/02/11,07:35:50,7.92,92.8,6.8,,0.2037,0.1644
ITEX1U,1,OTC,08/02/11,08:35:51,14.721,70.9,9.5,,0.2037,0.1644
ITEX1U,1,OTC,08/02/11,09:35:52,18.913,62.2,11.5,,0.2029,0.1652
ITEX1U,1,OTC,08/02/11,10:35:53,21.461,51.7,11.1,,0.2037,0.1666
ITEX1U,1,OTC,08/02/11,11:35:54,22.465,52.3,12.2,,0.2029,0.1666
ITEX1U,1,OTC,08/02/11,12:35:55,23.617,53.8,13.7,,0.2029,0.1681
ITEX1U,1,OTC,08/02/11,13:35:56,26.818,50.7,15.8,,0.2029,0.1681
ITEX1U,1,OTC,08/02/11,14:35:57,29.865,49.8,18.3,,0.2015,0.1666
ITEX1U,1,OTC,08/02/11,15:35:58,30.318,49.2,18.5,,0.2008,0.1644
ITEX1U,1,OTC,08/02/11,16:35:59,29.14,48.1,17.1,,0.1993,0.163
ITEX1U,1,OTC,08/02/11,17:36:00,26.769,46.7,14.4,,0.1986,0.1608
ITEX1U,1,OTC,08/02/11,18:36:01,18.176,55.1,9,,0.1971,0.1586
ITEX1U,1,OTC,08/02/11,19:36:02,12.413,73.1,7.7,,0.1978,0.1572
ITEX1U,1,OTC,08/02/11,20:36:03,7.268,87,5.3,,0.1971,0.155
ITEX1U,1,OTC,08/02/11,21:36:04,7.368,95.2,6.7,,0.1964,0.155
ITEX1U,1,OTC,08/02/11,22:36:05,7.745,96.3,7.2,,0.1964,0.1543
ITEX1U,1,OTC,08/02/11,23:36:06,4.61,93.9,3.7,,0.1964,0.1535
ITEX1U,1,OTC,09/02/11,00:36:07,3.089,95.4,2.4,,0.1964,0.1521
ITEX1U,1,OTC,09/02/11,01:36:08,3.617,95.1,2.9,,0.1957,0.1521
ITEX1U,1,OTC,09/02/11,02:36:09,1.371,90.8,0,,0.1957,0.1521
ITEX1U,1,OTC,09/02/11,03:36:10,1.588,93.1,0.6,,0.1949,0.1514
ITEX1U,1,OTC,09/02/11,04:36:11,7.041,97.4,6.7,,0.1949,0.1514
ITEX1U,1,OTC,09/02/11,05:36:12,7.945,97.7,7.6,,0.1949,0.1514
ITEX1U,1,OTC,09/02/11,06:36:13,7.268,99,7.1,,0.1949,0.1514
ITEX1U,1,OTC,09/02/11,07:36:14,10.418,99.9,10.4,,0.1949,0.1521
ITEX1U,1,OTC,09/02/11,08:36:15,14.146,95,13.4,,0.1949,0.1521
ITEX1U,1,OTC,09/02/11,09:36:16,15.485,84,12.8,,0.1942,0.1528
ITEX1U,1,OTC,09/02/11,10:36:17,17.558,78.2,13.7,,0.1935,0.1535
ITEX1U,1,OTC,09/02/11,11:36:18,18.866,73.9,14.1,,0.1935,0.1535
ITEX1U,1,OTC,09/02/11,12:36:19,24.05,67.7,17.7,,0.1942,0.155
ITEX1U,1,OTC,09/02/11,13:36:20,22.585,59.9,14.4,,0.1949,0.155
ITEX1U,1,OTC,09/02/11,14:36:21,18.58,66.5,12.2,,0.1935,0.1535
ITEX1U,1,OTC,09/02/11,15:36:22,19.722,72.1,14.6,,0.192,0.1521
ITEX1U,1,OTC,09/02/11,16:36:23,22.345,66.5,15.8,,0.192,0.1521
ITEX1U,1,OTC,09/02/11,17:36:24,20.103,64.3,13.2,,0.192,0.1506
ITEX1U,1,OTC,09/02/11,18:36:25,15.055,76,10.9,,0.192,0.1492
ITEX1U,1,OTC,09/02/11,19:36:26,13.497,85.9,11.2,,0.1913,0.1477
ITEX1U,1,OTC,09/02/11,20:36:27,12.074,91.6,10.8,,0.1913,0.147
ITEX1U,1,OTC,09/02/11,21:36:28,10.345,93.6,9.4,,0.1913,0.1463
ITEX1U,1,OTC,09/02/11,22:36:29,8.593,96.2,8,,0.1906,0.1456
ITEX1U,1,OTC,09/02/11,23:36:30,9.977,98.8,9.8,,0.1906,0.1456
ITEX1U,1,OTC,10/02/11,00:36:31,10.247,98.5,10,,0.1906,0.1456
ITEX1U,1,OTC,10/02/11,01:36:32,10.32,95.9,9.7,,0.1899,0.1456
ITEX1U,1,OTC,10/02/11,02:36:33,10.1,96,9.5,,0.1899,0.1456
ITEX1U,1,OTC,10/02/11,03:36:34,9.854,97,9.4,,0.1899,0.1448
ITEX1U,1,OTC,10/02/11,04:36:35,9.657,97.5,9.3,,0.1899,0.1448
ITEX1U,1,OTC,10/02/11,05:36:36,10.296,97.3,9.9,,0.1899,0.1448
ITEX1U,1,OTC,10/02/11,06:36:37,9.558,96.9,9.1,,0.1899,0.1448
ITEX1U,1,OTC,10/02/11,07:36:38,10.271,95.1,9.5,,0.1899,0.1448
ITEX1U,1,OTC,10/02/11,08:36:39,14.002,90.3,12.5,,0.1906,0.1448
ITEX1U,1,OTC,10/02/11,09:36:40,16.63,85.2,14.2,,0.1891,0.1448
ITEX1U,1,OTC,10/02/11,10:36:41,15.557,80.2,12.2,,0.1899,0.1448
ITEX1U,1,OTC,10/02/11,11:36:42,15.986,81.4,12.8,,0.1899,0.1448
ITEX1U,1,OTC,10/02/11,12:36:43,14.098,88.1,12.2,,0.1891,0.1448
ITEX1U,1,OTC,10/02/11,13:36:44,15.724,88.7,13.9,,0.1899,0.1448
ITEX1U,1,OTC,10/02/11,14:36:45,14.457,87.6,12.4,,0.1891,0.1441
ITEX1U,1,OTC,10/02/11,15:36:46,15.605,93.4,14.6,,0.1891,0.1441
ITEX1U,1,OTC,10/02/11,16:36:47,14.577,95.3,13.9,,0.1891,0.1441
ITEX1U,1,OTC,10/02/11,17:36:48,14.481,97.1,14,,0.1891,0.1434
ITEX1U,1,OTC,10/02/11,18:36:49,13.786,98.1,13.5,,0.1884,0.1434
ITEX1U,1,OTC,10/02/11,19:36:50,13.762,99.3,13.7,,0.1884,0.1434
ITEX1U,1,OTC,10/02/11,20:36:51,13.882,99.6,13.8,,0.1884,0.1426
ITEX1U,1,OTC,10/02/11,21:36:52,13.954,99.8,13.9,,0.1884,0.1426
ITEX1U,1,OTC,10/02/11,22:36:53,13.786,100,13.8,,0.1884,0.1448
ITEX1U,1,OTC,10/02/11,23:36:54,13.762,100,13.8,,0.1884,0.1448
ITEX1U,1,OTC,11/02/11,00:36:55,13.858,100,13.9,,0.1891,0.1456
ITEX1U,1,OTC,11/02/11,01:36:56,13.906,100,13.9,,0.1884,0.1456
ITEX1U,1,OTC,11/02/11,02:36:57,13.546,100,13.6,,0.1891,0.1463
ITEX1U,1,OTC,11/02/11,03:36:58,13.185,100,13.2,,0.1891,0.1477
ITEX1U,1,OTC,11/02/11,04:36:59,13.04,100,13.1,,0.1899,0.1492
ITEX1U,1,OTC,11/02/11,05:37:00,13.064,100,13.1,,0.2211,0.171
ITEX1U,1,OTC,11/02/11,06:37:01,13.04,100,13.1,,0.3068,0.1855
ITEX1U,1,OTC,11/02/11,07:37:02,13.233,100,13.2,,0.2966,0.1906
ITEX1U,1,OTC,11/02/11,08:37:03,13.954,100,14,,0.2974,0.1964
ITEX1U,1,OTC,11/02/11,09:37:04,14.792,100,14.8,,0.2814,0.1971
ITEX1U,1,OTC,11/02/11,10:37:05,14.745,100,14.8,,0.317,0.2087
ITEX1U,1,OTC,11/02/11,11:37:06,15.055,100,15.1,,0.2785,0.2044
ITEX1U,1,OTC,11/02/11,12:37:07,15.008,100,15,,0.2654,0.2037
ITEX1U,1,OTC,11/02/11,13:37:08,15.39,100,15.4,,0.3395,0.2204
ITEX1U,1,OTC,11/02/11,14:37:09,14.721,100,14.7,,0.2995,0.2153
ITEX1U,1,OTC,11/02/11,15:37:10,15.079,100,15.1,,0.261,0.2058
ITEX1U,1,OTC,11/02/11,16:37:11,15.39,100,15.4,,0.2857,0.2196
ITEX1U,1,OTC,11/02/11,17:37:12,16.129,100,16.1,,0.2625,0.2087
ITEX1U,1,OTC,11/02/11,18:37:13,14.84,100,14.9,,0.2509,0.2029
ITEX1U,1,OTC,11/02/11,19:37:14,14.074,100,14.1,,0.2458,0.2
ITEX1U,1,OTC,11/02/11,20:37:15,12.558,100,12.6,,0.2407,0.1978
ITEX1U,1,OTC,11/02/11,21:37:16,12.485,100,12.5,,0.2378,0.1957
ITEX1U,1,OTC,11/02/11,22:37:17,12.316,100,12.3,,0.2356,0.1949
ITEX1U,1,OTC,11/02/11,23:37:18,12.461,100,12.5,,0.2342,0.1935
ITEX1U,1,OTC,12/02/11,00:37:19,11.637,100,11.7,,0.2327,0.1928
ITEX1U,1,OTC,12/02/11,01:37:20,8.145,100,8.2,,0.2313,0.192
ITEX1U,1,OTC,12/02/11,02:37:21,10.198,100,10.2,,0.2298,0.1913
ITEX1U,1,OTC,12/02/11,03:37:22,12.098,100,12.1,,0.2284,0.1906
ITEX1U,1,OTC,12/02/11,04:37:23,11.54,100,11.6,,0.2276,0.1906
ITEX1U,1,OTC,12/02/11,05:37:24,10.492,100,10.5,,0.2269,0.1899
ITEX1U,1,OTC,12/02/11,06:37:25,9.608,100,9.6,,0.2262,0.1899
ITEX1U,1,OTC,12/02/11,07:37:26,10.394,100,10.4,,0.2254,0.1891
ITEX1U,1,OTC,12/02/11,08:37:27,12.896,100,12.9,,0.2254,0.1891
ITEX1U,1,OTC,12/02/11,09:37:28,15.557,99.3,15.5,,0.2247,0.1899
ITEX1U,1,OTC,12/02/11,10:37:29,17.486,99.2,17.4,,0.224,0.1899
ITEX1U,1,OTC,12/02/11,11:37:30,17.867,96.4,17.3,,0.224,0.1906
ITEX1U,1,OTC,12/02/11,12:37:31,17.891,90.7,16.4,,0.224,0.1906
ITEX1U,1,OTC,12/02/11,13:37:32,20.007,82.3,16.9,,0.2233,0.1884
ITEX1U,1,OTC,12/02/11,14:37:33,18.485,73.3,13.6,,0.2218,0.187
ITEX1U,1,OTC,12/02/11,15:37:34,19.603,74.7,15,,0.2196,0.1855
ITEX1U,1,OTC,12/02/11,16:37:35,18.247,77.5,14.3,,0.2182,0.184
ITEX1U,1,OTC,12/02/11,17:37:36,16.225,79.6,12.7,,0.2189,0.1826
ITEX1U,1,OTC,12/02/11,18:37:37,14.673,86.6,12.5,,0.2182,0.1819
ITEX1U,1,OTC,12/02/11,19:37:38,13.209,92,12,,0.2175,0.1811
ITEX1U,1,OTC,12/02/11,20:37:39,11.2,95.6,10.5,,0.2167,0.1804
ITEX1U,1,OTC,12/02/11,21:37:40,10.761,97.3,10.4,,0.2167,0.1797
ITEX1U,1,OTC,12/02/11,22:37:41,10.32,98.1,10,,0.216,0.1797
ITEX1U,1,OTC,12/02/11,23:37:42,10.247,99.3,10.2,,0.2153,0.1797
ITEX1U,1,OTC,13/02/11,00:37:43,10.198,99.9,10.2,,0.2153,0.179
ITEX1U,1,OTC,13/02/11,01:37:44,9.657,100,9.7,,0.2153,0.179
ITEX1U,1,OTC,13/02/11,02:37:45,9.262,99.9,9.3,,0.2146,0.179
ITEX1U,1,OTC,13/02/11,03:37:46,5.872,98.6,5.7,,0.2146,0.1782
ITEX1U,1,OTC,13/02/11,04:37:47,4.298,99.5,4.2,,0.2138,0.1775
ITEX1U,1,OTC,13/02/11,05:37:48,2.93,99.7,2.9,,0.2138,0.1768
ITEX1U,1,OTC,13/02/11,06:37:49,1.588,99.2,1.5,,0.2131,0.1768
ITEX1U,1,OTC,13/02/11,07:37:50,8.245,100,8.3,,0.2124,0.1761
ITEX1U,1,OTC,13/02/11,08:37:51,13.04,94.7,12.2,,0.2124,0.1768
ITEX1U,1,OTC,13/02/11,09:37:52,18.366,69.1,12.6,,0.2109,0.1775
ITEX1U,1,OTC,13/02/11,10:37:53,21.581,59.6,13.4,,0.2124,0.1782
ITEX1U,1,OTC,13/02/11,11:37:54,23.857,61.5,16,,0.2102,0.179
ITEX1U,1,OTC,13/02/11,12:37:55,24.026,64.4,16.9,,0.2102,0.1797
ITEX1U,1,OTC,13/02/11,13:37:56,27.038,59.6,18.5,,0.2102,0.179
ITEX1U,1,OTC,13/02/11,14:37:57,28.667,49.7,17.1,,0.2095,0.1775
ITEX1U,1,OTC,13/02/11,15:37:58,29.414,46.6,16.8,,0.208,0.1753
ITEX1U,1,OTC,13/02/11,16:37:59,27.554,42.5,13.7,,0.2066,0.1732
ITEX1U,1,OTC,13/02/11,17:38:00,23.593,34.9,7.2,,0.2058,0.1702
ITEX1U,1,OTC,13/02/11,18:38:01,18.295,45.9,6.5,,0.2051,0.1688
ITEX1U,1,OTC,13/02/11,19:38:02,10.932,75.5,6.8,,0.2051,0.1673
ITEX1U,1,OTC,13/02/11,20:38:03,7.293,91.7,6,,0.2044,0.1659
ITEX1U,1,OTC,13/02/11,21:38:04,6.255,94.3,5.4,,0.2044,0.1652
ITEX1U,1,OTC,13/02/11,22:38:05,4.792,93.6,3.9,,0.2037,0.1644
ITEX1U,1,OTC,13/02/11,23:38:06,4.037,86.2,1.9,,0.2037,0.1637
ITEX1U,1,OTC,14/02/11,00:38:07,4.48,80,1.3,,0.2037,0.1637
ITEX1U,1,OTC,14/02/11,01:38:08,3.036,87.5,1.2,,0.2029,0.163
ITEX1U,1,OTC,14/02/11,02:38:09,1.507,85.8,-0.6,,0.2029,0.1623
ITEX1U,1,OTC,14/02/11,03:38:10,1.317,82.5,-1.3,,0.2022,0.1623
ITEX1U,1,OTC,14/02/11,04:38:11,1.805,90.6,0.4,,0.2022,0.1623
ITEX1U,1,OTC,14/02/11,05:38:12,1.507,95.1,0.8,,0.2015,0.1623
ITEX1U,1,OTC,14/02/11,06:38:13,1.235,96.2,0.7,,0.2015,0.1615
ITEX1U,1,OTC,14/02/11,07:38:14,7.72,98.5,7.5,,0.2015,0.1623
ITEX1U,1,OTC,14/02/11,08:38:15,16.534,73.4,11.8,,0.2008,0.163
ITEX1U,1,OTC,14/02/11,09:38:16,20.865,62.7,13.5,,0.2015,0.1637
ITEX1U,1,OTC,14/02/11,10:38:17,22.968,58.3,14.4,,0.2015,0.1644
ITEX1U,1,OTC,14/02/11,11:38:18,24.098,54.7,14.4,,0.2,0.1652
ITEX1U,1,OTC,14/02/11,12:38:19,24.026,55,14.4,,0.2,0.1666
ITEX1U,1,OTC,14/02/11,13:38:20,28.667,54.5,18.6,,0.2,0.1659
ITEX1U,1,OTC,14/02/11,14:38:21,30.117,49,18.2,,0.1993,0.1644
ITEX1U,1,OTC,14/02/11,15:38:22,30.343,45.2,17.2,,0.1986,0.1623
ITEX1U,1,OTC,14/02/11,16:38:23,30.52,42.6,16.4,,0.1971,0.1608
ITEX1U,1,OTC,14/02/11,17:38:24,28.468,42.6,14.5,,0.1964,0.1586
ITEX1U,1,OTC,14/02/11,18:38:25,19.46,52.8,9.6,,0.1957,0.1572
ITEX1U,1,OTC,14/02/11,19:38:26,13.522,73.5,8.9,,0.1964,0.155
ITEX1U,1,OTC,14/02/11,20:38:27,9.682,88.9,8,,0.1957,0.1535
ITEX1U,1,OTC,14/02/11,21:38:28,6.737,93.5,5.8,,0.1949,0.1528
ITEX1U,1,OTC,14/02/11,22:38:29,4.973,95.3,4.3,,0.1949,0.1514
ITEX1U,1,OTC,14/02/11,23:38:30,6.864,98.8,6.7,,0.1942,0.1514
ITEX1U,1,OTC,15/02/11,00:38:31,4.921,97.6,4.6,,0.1942,0.1506
ITEX1U,1,OTC,15/02/11,01:38:32,3.958,97.3,3.6,,0.1949,0.1506
ITEX1U,1,OTC,15/02/11,02:38:33,3.406,97.3,3,,0.1942,0.1499
ITEX1U,1,OTC,15/02/11,03:38:34,3.089,98.1,2.8,,0.1935,0.1499
ITEX1U,1,OTC,15/02/11,04:38:35,3.063,98.3,2.8,,0.1942,0.1492
ITEX1U,1,OTC,15/02/11,05:38:36,3.274,97.9,3,,0.1935,0.1492
ITEX1U,1,OTC,15/02/11,06:38:37,3.564,99.5,3.5,,0.1935,0.1492
ITEX1U,1,OTC,15/02/11,07:38:38,9.903,99.8,9.9,,0.1928,0.1492
ITEX1U,1,OTC,15/02/11,08:38:39,16.463,97.8,16.1,,0.1928,0.1499
ITEX1U,1,OTC,15/02/11,09:38:40,19.936,80.6,16.5,,0.1928,0.1514
ITEX1U,1,OTC,15/02/11,10:38:41,22.633,61.3,14.8,,0.1935,0.1521
ITEX1U,1,OTC,15/02/11,11:38:42,21.032,51.5,10.7,,0.1928,0.1528
ITEX1U,1,OTC,15/02/11,12:38:43,22.657,67.5,16.4,,0.1928,0.1528
ITEX1U,1,OTC,15/02/11,13:38:44,22.034,66.9,15.6,,0.1928,0.1521
ITEX1U,1,OTC,15/02/11,14:38:45,21.318,66.1,14.8,,0.1935,0.1521
ITEX1U,1,OTC,15/02/11,15:38:46,26.916,65.4,19.9,,0.192,0.1521
ITEX1U,1,OTC,15/02/11,16:38:47,22.345,54.6,12.8,,0.192,0.1514
ITEX1U,1,OTC,15/02/11,17:38:48,23.352,57.7,14.6,,0.1913,0.1506
ITEX1U,1,OTC,15/02/11,18:38:49,17.13,60.5,9.4,,0.1899,0.1492
ITEX1U,1,OTC,15/02/11,19:38:50,13.449,77.3,9.6,,0.1913,0.1477
ITEX1U,1,OTC,15/02/11,20:38:51,9.238,86.3,7.1,,0.1906,0.147
ITEX1U,1,OTC,15/02/11,21:38:52,9.262,93.6,8.3,,0.1906,0.1456
ITEX1U,1,OTC,15/02/11,22:38:53,10.663,97.8,10.3,,0.1899,0.1456
ITEX1U,1,OTC,15/02/11,23:38:54,10.541,97.5,10.2,,0.1899,0.1456
ITEX1U,1,OTC,16/02/11,00:38:55,10.001,97.8,9.7,,0.1899,0.1448
ITEX1U,1,OTC,16/02/11,01:38:56,10.247,98.8,10.1,,0.1899,0.1448
ITEX1U,1,OTC,16/02/11,02:38:57,10.149,99.4,10.1,,0.1899,0.1448
ITEX1U,1,OTC,16/02/11,03:38:58,10.736,100,10.7,,0.1899,0.1448
ITEX1U,1,OTC,16/02/11,04:38:59,10.369,99.8,10.4,,0.1899,0.1448
ITEX1U,1,OTC,16/02/11,05:39:00,10.075,99.7,10,,0.1899,0.1448
ITEX1U,1,OTC,16/02/11,06:39:01,10.394,99.9,10.4,,0.1899,0.1448
ITEX1U,1,OTC,16/02/11,07:39:02,11.467,99.8,11.5,,0.1899,0.1448
ITEX1U,1,OTC,16/02/11,08:39:03,13.185,99.1,13.1,,0.1899,0.1448
ITEX1U,1,OTC,16/02/11,09:39:04,16.082,94,15.1,,0.1899,0.1456
ITEX1U,1,OTC,16/02/11,10:39:05,18.509,86.4,16.2,,0.1899,0.1463
ITEX1U,1,OTC,16/02/11,11:39:06,19.008,81.6,15.8,,0.1891,0.147
ITEX1U,1,OTC,16/02/11,12:39:07,15.127,84.9,12.6,,0.1906,0.1463
ITEX1U,1,OTC,16/02/11,13:39:08,19.746,86.5,17.5,,0.1899,0.147
ITEX1U,1,OTC,16/02/11,14:39:09,16.415,78.3,12.6,,0.1913,0.147
ITEX1U,1,OTC,16/02/11,15:39:10,14.098,87.2,12,,0.1906,0.147
ITEX1U,1,OTC,16/02/11,16:39:11,16.177,89.4,14.5,,0.1906,0.1463
ITEX1U,1,OTC,16/02/11,17:39:12,16.582,86.3,14.3,,0.1906,0.1463
ITEX1U,1,OTC,16/02/11,18:39:13,15.079,85,12.6,,0.1906,0.147
ITEX1U,1,OTC,16/02/11,19:39:14,12.654,89.4,11,,0.1906,0.1463
ITEX1U,1,OTC,16/02/11,20:39:15,9.485,93.1,8.4,,0.1899,0.1456
ITEX1U,1,OTC,16/02/11,21:39:16,8.767,96.6,8.3,,0.1899,0.1448
ITEX1U,1,OTC,16/02/11,22:39:17,7.645,97.7,7.3,,0.1899,0.1441
ITEX1U,1,OTC,16/02/11,23:39:18,10.565,99.7,10.5,,0.1891,0.1448
ITEX1U,1,OTC,17/02/11,00:39:19,10.834,100,10.8,,0.1899,0.1448
ITEX1U,1,OTC,17/02/11,01:39:20,10.858,100,10.9,,0.1899,0.1448
ITEX1U,1,OTC,17/02/11,02:39:21,11.151,100,11.2,,0.1899,0.1448
ITEX1U,1,OTC,17/02/11,03:39:22,11.321,100,11.3,,0.1899,0.1448
ITEX1U,1,OTC,17/02/11,04:39:23,11.2,100,11.2,,0.1899,0.1448
ITEX1U,1,OTC,17/02/11,05:39:24,11.565,100,11.6,,0.1891,0.1456
ITEX1U,1,OTC,17/02/11,06:39:25,11.686,100,11.7,,0.1891,0.1456
ITEX1U,1,OTC,17/02/11,07:39:26,12.122,100,12.1,,0.1891,0.1477
ITEX1U,1,OTC,17/02/11,08:39:27,13.353,100,13.4,,0.1891,0.1477
ITEX1U,1,OTC,17/02/11,09:39:28,13.57,100,13.6,,0.1899,0.1485
ITEX1U,1,OTC,17/02/11,10:39:29,17.153,100,17.2,,0.1899,0.1485
ITEX1U,1,OTC,17/02/11,11:39:30,17.843,98,17.5,,0.1891,0.1499
ITEX1U,1,OTC,17/02/11,12:39:31,17.368,91.1,15.9,,0.1891,0.1506
ITEX1U,1,OTC,17/02/11,13:39:32,16.344,91.8,15,,0.1913,0.1506
ITEX1U,1,OTC,17/02/11,14:39:33,20.079,93.9,19.1,,0.2523,0.1746
ITEX1U,1,OTC,17/02/11,15:39:34,16.129,93,15,,0.2523,0.1804
ITEX1U,1,OTC,17/02/11,16:39:35,17.915,93.2,16.8,,0.2509,0.1819
ITEX1U,1,OTC,17/02/11,17:39:36,19.555,89.1,17.7,,0.2436,0.1819
ITEX1U,1,OTC,17/02/11,18:39:37,15.986,90.4,14.4,,0.24,0.1819
ITEX1U,1,OTC,17/02/11,19:39:38,12.316,95,11.6,,0.2363,0.1819
ITEX1U,1,OTC,17/02/11,20:39:39,11.346,99.5,11.3,,0.2342,0.1819
ITEX1U,1,OTC,17/02/11,21:39:40,11.053,100,11.1,,0.232,0.1819
ITEX1U,1,OTC,17/02/11,22:39:41,10.932,100,10.9,,0.2305,0.1819
ITEX1U,1,OTC,17/02/11,23:39:42,10.932,100,10.9,,0.2291,0.1819
ITEX1U,1,OTC,18/02/11,00:39:43,10.883,100,10.9,,0.2276,0.1819
ITEX1U,1,OTC,18/02/11,01:39:44,10.81,100,10.8,,0.2269,0.1819
ITEX1U,1,OTC,18/02/11,02:39:45,10.663,100,10.7,,0.2254,0.1819
ITEX1U,1,OTC,18/02/11,03:39:46,10.492,100,10.5,,0.2247,0.1819
ITEX1U,1,OTC,18/02/11,04:39:47,10.492,100,10.5,,0.224,0.1819
ITEX1U,1,OTC,18/02/11,05:39:48,10.492,100,10.5,,0.2233,0.1819
ITEX1U,1,OTC,18/02/11,06:39:49,10.516,100,10.5,,0.2225,0.1819
ITEX1U,1,OTC,18/02/11,07:39:50,11.151,100,11.2,,0.2225,0.1819
ITEX1U,1,OTC,18/02/11,08:39:51,13.425,100,13.4,,0.2218,0.1819
ITEX1U,1,OTC,18/02/11,09:39:52,16.63,98.8,16.5,,0.2211,0.1819
ITEX1U,1,OTC,18/02/11,10:39:53,18.961,91.1,17.5,,0.2196,0.1826
ITEX1U,1,OTC,18/02/11,11:39:54,20.579,83.5,17.7,,0.2211,0.1833
ITEX1U,1,OTC,18/02/11,12:39:55,24.968,77,20.7,,0.2196,0.1833
ITEX1U,1,OTC,18/02/11,13:39:56,20.579,72.4,15.5,,0.2189,0.184
ITEX1U,1,OTC,18/02/11,14:39:57,21.27,71.5,15.9,,0.2189,0.1833
ITEX1U,1,OTC,18/02/11,15:39:58,18.485,71.3,13.2,,0.2167,0.1819
ITEX1U,1,OTC,18/02/11,16:39:59,23.665,67.8,17.4,,0.216,0.1811
ITEX1U,1,OTC,18/02/11,17:40:00,16.344,70.4,11,,0.2167,0.1797
ITEX1U,1,OTC,18/02/11,18:40:01,15.7,80.4,12.4,,0.216,0.1782
ITEX1U,1,OTC,18/02/11,19:40:02,14.122,85.7,11.8,,0.2153,0.1782
ITEX1U,1,OTC,18/02/11,20:40:03,13.497,88.4,11.6,,0.2146,0.1775
ITEX1U,1,OTC,18/02/11,21:40:04,12.775,95.4,12.1,,0.2146,0.1775
ITEX1U,1,OTC,18/02/11,22:40:05,12.461,98.7,12.3,,0.2146,0.1826
ITEX1U,1,OTC,18/02/11,23:40:06,12.871,99.6,12.8,,0.216,0.1906
ITEX1U,1,OTC,19/02/11,00:40:07,13.088,100,13.1,,0.2182,0.1935
ITEX1U,1,OTC,19/02/11,01:40:08,13.088,100,13.1,,0.2225,0.2008
ITEX1U,1,OTC,19/02/11,02:40:09,13.642,100,13.7,,0.277,0.2146
ITEX1U,1,OTC,19/02/11,03:40:10,14.146,100,14.2,,0.2668,0.2109
ITEX1U,1,OTC,19/02/11,04:40:11,14.337,100,14.4,,0.269,0.2138
ITEX1U,1,OTC,19/02/11,05:40:12,14.218,100,14.2,,0.3133,0.2284
ITEX1U,1,OTC,19/02/11,06:40:13,14.146,100,14.2,,0.3046,0.2305
ITEX1U,1,OTC,19/02/11,07:40:14,13.786,100,13.8,,0.309,0.2342
ITEX1U,1,OTC,19/02/11,08:40:15,14.337,100,14.4,,0.3308,0.248
ITEX1U,1,OTC,19/02/11,09:40:16,14.84,100,14.9,,0.3482,0.2567
ITEX1U,1,OTC,19/02/11,10:40:17,15.175,100,15.2,,0.2879,0.2349
ITEX1U,1,OTC,19/02/11,11:40:18,15.199,100,15.2,,0.3467,0.2596
ITEX1U,1,OTC,19/02/11,12:40:19,15.199,100,15.2,,0.2814,0.2349
ITEX1U,1,OTC,19/02/11,13:40:20,14.266,100,14.3,,0.2683,0.2269
ITEX1U,1,OTC,19/02/11,14:40:21,15.772,100,15.8,,0.2567,0.2196
ITEX1U,1,OTC,19/02/11,15:40:22,14.457,98.6,14.3,,0.2501,0.2146
ITEX1U,1,OTC,19/02/11,16:40:23,14.864,92.7,13.7,,0.2458,0.2102
ITEX1U,1,OTC,19/02/11,17:40:24,15.318,85.8,13,,0.2414,0.2073
ITEX1U,1,OTC,19/02/11,18:40:25,12.268,89.8,10.7,,0.24,0.2051
ITEX1U,1,OTC,19/02/11,19:40:26,11.419,94.5,10.6,,0.2378,0.2029
ITEX1U,1,OTC,19/02/11,20:40:27,11.005,97.4,10.6,,0.2363,0.2015
ITEX1U,1,OTC,19/02/11,21:40:28,10.394,98.8,10.2,,0.2349,0.2008
ITEX1U,1,OTC,19/02/11,22:40:29,10.565,99.2,10.5,,0.2342,0.2
ITEX1U,1,OTC,19/02/11,23:40:30,9.854,98.8,9.7,,0.2327,0.1993
ITEX1U,1,OTC,20/02/11,00:40:31,9.952,99.8,9.9,,0.2313,0.1986
ITEX1U,1,OTC,20/02/11,01:40:32,9.805,100,9.8,,0.2305,0.1978
