Site,Plot,Treatment,Date,"Time, GMT+11:00","Temp, ÁC( Ambient)","RH, %()","DewPt, ÁC()",,"Water Content, m^3/m^3( 5cmBG)","Water Content, m^3/m^3( 10cmBG)"
ITEX1U,3,CTL,27/01/11,00:30:55,8.12,86.9,6.1,,0.2153,0.1942
ITEX1U,3,CTL,27/01/11,01:30:56,10.687,67.4,4.9,,0.2146,0.1935
ITEX1U,3,CTL,27/01/11,02:30:57,11.467,53.2,2.3,,0.2138,0.1928
ITEX1U,3,CTL,27/01/11,03:30:58,12.025,47.8,1.3,,0.2131,0.192
ITEX1U,3,CTL,27/01/11,04:30:59,12.389,41.5,-0.3,,0.2116,0.192
ITEX1U,3,CTL,27/01/11,05:31:00,11.832,30.7,-4.8,,0.2116,0.1906
ITEX1U,3,CTL,27/01/11,06:31:01,12.122,26.4,-6.5,,0.2102,0.1899
ITEX1U,3,CTL,27/01/11,07:31:02,12.171,23.2,-8.2,,0.2095,0.1891
ITEX1U,3,CTL,27/01/11,08:31:03,15.151,23.6,-5.4,,0.2095,0.1884
ITEX1U,3,CTL,27/01/11,09:31:04,21.032,22.5,-1.1,,0.2087,0.1877
ITEX1U,3,CTL,27/01/11,10:31:05,22.441,24.2,1,,0.208,0.1891
ITEX1U,3,CTL,27/01/11,11:31:06,24.146,28.2,4.6,,0.208,0.1884
ITEX1U,3,CTL,27/01/11,12:31:07,25.065,27.3,4.9,,0.2073,0.1884
ITEX1U,3,CTL,27/01/11,13:31:08,25.162,27.1,4.9,,0.2066,0.1862
ITEX1U,3,CTL,27/01/11,14:31:09,25.598,32.8,8.1,,0.2066,0.1848
ITEX1U,3,CTL,27/01/11,15:31:10,25.331,34.7,8.7,,0.2051,0.1811
ITEX1U,3,CTL,27/01/11,16:31:11,25.598,35.9,9.4,,0.2044,0.1761
ITEX1U,3,CTL,27/01/11,17:31:12,24.171,35.6,8,,0.2022,0.1724
ITEX1U,3,CTL,27/01/11,18:31:13,21.915,37.7,6.9,,0.2008,0.1681
ITEX1U,3,CTL,27/01/11,19:31:14,15.27,47.2,4.1,,0.1986,0.1644
ITEX1U,3,CTL,27/01/11,20:31:15,11.904,81.5,8.9,,0.1978,0.1623
ITEX1U,3,CTL,27/01/11,21:31:16,5.437,94.8,4.7,,0.1971,0.1601
ITEX1U,3,CTL,27/01/11,22:31:17,3.617,98.6,3.4,,0.1957,0.1586
ITEX1U,3,CTL,27/01/11,23:31:18,-0.283,94,-1.1,,0.1942,0.1572
ITEX1U,3,CTL,28/01/11,00:31:19,-0.031,91.7,-1.2,,0.1935,0.1564
ITEX1U,3,CTL,28/01/11,01:31:20,-1.584,82.8,-4.1,,0.1928,0.1557
ITEX1U,3,CTL,28/01/11,02:31:21,-3.896,81,-6.6,,0.192,0.155
ITEX1U,3,CTL,28/01/11,03:31:22,-3.956,86,-5.9,,0.1913,0.1543
ITEX1U,3,CTL,28/01/11,04:31:23,-4.59,89.7,-6,,0.1906,0.1535
ITEX1U,3,CTL,28/01/11,05:31:24,-3.657,89.4,-5.1,,0.1906,0.1535
ITEX1U,3,CTL,28/01/11,06:31:25,-2.42,93.3,-3.3,,0.1899,0.1535
ITEX1U,3,CTL,28/01/11,07:31:26,6.94,67.3,1.3,,0.1906,0.1535
ITEX1U,3,CTL,28/01/11,08:31:27,13.786,47.7,2.9,,0.1899,0.1543
ITEX1U,3,CTL,28/01/11,09:31:28,21.127,37.2,6,,0.1899,0.155
ITEX1U,3,CTL,28/01/11,10:31:29,23.184,31.5,5.4,,0.1899,0.1557
ITEX1U,3,CTL,28/01/11,11:31:30,26.94,32.9,9.3,,0.1899,0.1557
ITEX1U,3,CTL,28/01/11,12:31:31,27.161,34.5,10.2,,0.1899,0.1564
ITEX1U,3,CTL,28/01/11,13:31:32,24.653,45.9,12.2,,0.1899,0.1564
ITEX1U,3,CTL,28/01/11,14:31:33,26.231,52.7,15.8,,0.1891,0.1543
ITEX1U,3,CTL,28/01/11,15:31:34,25.258,52.8,15,,0.1899,0.1499
ITEX1U,3,CTL,28/01/11,16:31:35,17.748,54.2,8.4,,0.1884,0.1477
ITEX1U,3,CTL,28/01/11,17:31:36,21.7,58.7,13.3,,0.1862,0.1434
ITEX1U,3,CTL,28/01/11,18:31:37,18.604,60.7,10.9,,0.1848,0.1397
ITEX1U,3,CTL,28/01/11,19:31:38,12.871,70.6,7.7,,0.1833,0.1368
ITEX1U,3,CTL,28/01/11,20:31:39,8.12,84.8,5.7,,0.1826,0.1347
ITEX1U,3,CTL,28/01/11,21:31:40,3.009,92.8,2,,0.1811,0.1332
ITEX1U,3,CTL,28/01/11,22:31:41,1.561,97.7,1.2,,0.1797,0.1318
ITEX1U,3,CTL,28/01/11,23:31:42,-0.115,98.4,-0.3,,0.1797,0.131
ITEX1U,3,CTL,29/01/11,00:31:43,5.334,99.8,5.3,,0.179,0.131
ITEX1U,3,CTL,29/01/11,01:31:44,1.044,99.9,1,,0.1782,0.1303
ITEX1U,3,CTL,29/01/11,02:31:45,-0.059,100,-0.1,,0.1782,0.1296
ITEX1U,3,CTL,29/01/11,03:31:46,-0.395,100,-0.4,,0.1775,0.1296
ITEX1U,3,CTL,29/01/11,04:31:47,2.047,100,2,,0.1775,0.1296
ITEX1U,3,CTL,29/01/11,05:31:48,6.153,97.3,5.8,,0.1768,0.1296
ITEX1U,3,CTL,29/01/11,06:31:49,7.77,92.6,6.7,,0.1768,0.1296
ITEX1U,3,CTL,29/01/11,07:31:50,11.443,87.8,9.5,,0.1761,0.1296
ITEX1U,3,CTL,29/01/11,08:31:51,16.796,77,12.8,,0.1761,0.1296
ITEX1U,3,CTL,29/01/11,09:31:52,18.652,67.1,12.4,,0.1761,0.131
ITEX1U,3,CTL,29/01/11,10:31:53,18.438,65.9,12,,0.1761,0.131
ITEX1U,3,CTL,29/01/11,11:31:54,19.746,65.4,13.1,,0.1768,0.1318
ITEX1U,3,CTL,29/01/11,12:31:55,21.795,64.4,14.8,,0.1761,0.1325
ITEX1U,3,CTL,29/01/11,13:31:56,24.267,58.6,15.7,,0.1761,0.1325
ITEX1U,3,CTL,29/01/11,14:31:57,23.737,57.3,14.8,,0.1753,0.1318
ITEX1U,3,CTL,29/01/11,15:31:58,23.833,57.9,15.1,,0.1753,0.1281
ITEX1U,3,CTL,29/01/11,16:31:59,22.824,53.6,12.9,,0.1746,0.1267
ITEX1U,3,CTL,29/01/11,17:32:00,22.729,52.7,12.6,,0.1724,0.1238
ITEX1U,3,CTL,29/01/11,18:32:01,20.817,52.1,10.6,,0.171,0.1209
ITEX1U,3,CTL,29/01/11,19:32:02,15.151,63.8,8.4,,0.1695,0.1187
ITEX1U,3,CTL,29/01/11,20:32:03,10.565,81.4,7.5,,0.1688,0.1165
ITEX1U,3,CTL,29/01/11,21:32:04,8.419,94,7.5,,0.1681,0.115
ITEX1U,3,CTL,29/01/11,22:32:05,5.719,97.8,5.4,,0.1673,0.1143
ITEX1U,3,CTL,29/01/11,23:32:06,5.334,99.2,5.2,,0.1666,0.1136
ITEX1U,3,CTL,30/01/11,00:32:07,4.194,99.8,4.2,,0.1659,0.1136
ITEX1U,3,CTL,30/01/11,01:32:08,8.817,100,8.8,,0.1659,0.1136
ITEX1U,3,CTL,30/01/11,02:32:09,7.569,93.3,6.6,,0.1659,0.1136
ITEX1U,3,CTL,30/01/11,03:32:10,5.205,93.5,4.2,,0.1652,0.1129
ITEX1U,3,CTL,30/01/11,04:32:11,7.167,65,1,,0.1644,0.1129
ITEX1U,3,CTL,30/01/11,05:32:12,6.458,72.1,1.8,,0.1637,0.1129
ITEX1U,3,CTL,30/01/11,06:32:13,12.992,56.2,4.5,,0.1637,0.1129
ITEX1U,3,CTL,30/01/11,07:32:14,15.676,61,8.2,,0.163,0.1129
ITEX1U,3,CTL,30/01/11,08:32:15,19.436,53.7,9.8,,0.163,0.1136
ITEX1U,3,CTL,30/01/11,09:32:16,20.936,52.5,10.9,,0.163,0.1136
ITEX1U,3,CTL,30/01/11,10:32:17,22.13,52.8,12.1,,0.163,0.1143
ITEX1U,3,CTL,30/01/11,11:32:18,24.315,51.6,13.7,,0.1623,0.115
ITEX1U,3,CTL,30/01/11,12:32:19,23.857,49.9,12.8,,0.1615,0.1158
ITEX1U,3,CTL,30/01/11,13:32:20,25.065,50.9,14.2,,0.1615,0.1158
ITEX1U,3,CTL,30/01/11,14:32:21,25.21,47.9,13.4,,0.1608,0.1158
ITEX1U,3,CTL,30/01/11,15:32:22,25.866,44.8,13,,0.1601,0.1136
ITEX1U,3,CTL,30/01/11,16:32:23,25.963,43.6,12.6,,0.1594,0.1121
ITEX1U,3,CTL,30/01/11,17:32:24,25.21,45.4,12.6,,0.1579,0.1085
ITEX1U,3,CTL,30/01/11,18:32:25,23.761,47.7,12,,0.1557,0.1071
ITEX1U,3,CTL,30/01/11,19:32:26,18.295,55.9,9.4,,0.1543,0.1042
ITEX1U,3,CTL,30/01/11,20:32:27,15.772,65.3,9.3,,0.1528,0.102
ITEX1U,3,CTL,30/01/11,21:32:28,12.509,75.1,8.2,,0.1521,0.1012
ITEX1U,3,CTL,30/01/11,22:32:29,10.394,84.8,8,,0.1514,0.1005
ITEX1U,3,CTL,30/01/11,23:32:30,10.785,83.2,8.1,,0.1506,0.0998
ITEX1U,3,CTL,31/01/11,00:32:31,15.223,79.9,11.8,,0.1506,0.1005
ITEX1U,3,CTL,31/01/11,01:32:32,16.606,58.8,8.5,,0.1499,0.0998
ITEX1U,3,CTL,31/01/11,02:32:33,15.557,58,7.3,,0.1492,0.0998
ITEX1U,3,CTL,31/01/11,03:32:34,16.225,56.8,7.7,,0.1492,0.0998
ITEX1U,3,CTL,31/01/11,04:32:35,15.294,58.9,7.3,,0.1477,0.0998
ITEX1U,3,CTL,31/01/11,05:32:36,17.082,59.5,9.1,,0.1485,0.0998
ITEX1U,3,CTL,31/01/11,06:32:37,16.773,57.4,8.3,,0.1477,0.0998
ITEX1U,3,CTL,31/01/11,07:32:38,18.794,56.1,9.9,,0.1477,0.0998
ITEX1U,3,CTL,31/01/11,08:32:39,21.772,51.7,11.4,,0.147,0.1005
ITEX1U,3,CTL,31/01/11,09:32:40,23.689,49,12.4,,0.147,0.1012
ITEX1U,3,CTL,31/01/11,10:32:41,25.113,46.5,12.9,,0.1463,0.102
ITEX1U,3,CTL,31/01/11,11:32:42,26.646,47.7,14.7,,0.1456,0.1027
ITEX1U,3,CTL,31/01/11,12:32:43,25.793,48.1,14,,0.1456,0.1034
ITEX1U,3,CTL,31/01/11,13:32:44,27.259,49.2,15.7,,0.1448,0.1042
ITEX1U,3,CTL,31/01/11,14:32:45,28.816,48.1,16.8,,0.1448,0.1042
ITEX1U,3,CTL,31/01/11,15:32:46,27.825,46.8,15.4,,0.1434,0.1027
ITEX1U,3,CTL,31/01/11,16:32:47,28.369,46.8,15.9,,0.1426,0.1005
ITEX1U,3,CTL,31/01/11,17:32:48,27.85,46.8,15.5,,0.1412,0.0983
ITEX1U,3,CTL,31/01/11,18:32:49,26.549,47.4,14.5,,0.1397,0.0962
ITEX1U,3,CTL,31/01/11,19:32:50,20.198,53.8,10.6,,0.1383,0.094
ITEX1U,3,CTL,31/01/11,20:32:51,14.361,78.3,10.6,,0.1368,0.0925
ITEX1U,3,CTL,31/01/11,21:32:52,12.654,88.9,10.9,,0.1361,0.0911
ITEX1U,3,CTL,31/01/11,22:32:53,10.663,92.5,9.5,,0.1354,0.0904
ITEX1U,3,CTL,31/01/11,23:32:54,11.053,88,9.2,,0.1347,0.0904
ITEX1U,3,CTL,01/02/11,00:32:55,12.534,90.5,11,,0.1339,0.0904
ITEX1U,3,CTL,01/02/11,01:32:56,12.678,88.1,10.8,,0.1339,0.0904
ITEX1U,3,CTL,01/02/11,02:32:57,16.701,79,13.1,,0.1332,0.0896
ITEX1U,3,CTL,01/02/11,03:32:58,17.724,66.5,11.4,,0.1332,0.0904
ITEX1U,3,CTL,01/02/11,04:32:59,17.867,63.4,10.8,,0.1332,0.0904
ITEX1U,3,CTL,01/02/11,05:33:00,17.891,64,11,,0.1325,0.0904
ITEX1U,3,CTL,01/02/11,06:33:01,17.272,63.6,10.3,,0.1325,0.0904
ITEX1U,3,CTL,01/02/11,07:33:02,19.365,61.8,11.9,,0.1318,0.0904
ITEX1U,3,CTL,01/02/11,08:33:03,20.174,61,12.4,,0.1318,0.0911
ITEX1U,3,CTL,01/02/11,09:33:04,21.772,58.9,13.4,,0.1318,0.0918
ITEX1U,3,CTL,01/02/11,10:33:05,23.569,54.3,13.8,,0.131,0.0925
ITEX1U,3,CTL,01/02/11,11:33:06,23.352,54.9,13.8,,0.1303,0.0933
ITEX1U,3,CTL,01/02/11,12:33:07,24.968,55.1,15.4,,0.1303,0.094
ITEX1U,3,CTL,01/02/11,13:33:08,25.283,54,15.3,,0.1296,0.0947
ITEX1U,3,CTL,01/02/11,14:33:09,23.521,53.5,13.6,,0.1288,0.0933
ITEX1U,3,CTL,01/02/11,15:33:10,26.965,45.4,14.2,,0.1274,0.0925
ITEX1U,3,CTL,01/02/11,16:33:11,27.21,34.6,10.3,,0.1274,0.0933
ITEX1U,3,CTL,01/02/11,17:33:12,25.914,33.4,8.6,,0.1267,0.0918
ITEX1U,3,CTL,01/02/11,18:33:13,24.629,34.7,8,,0.1252,0.0896
ITEX1U,3,CTL,01/02/11,19:33:14,20.96,39.2,6.6,,0.1238,0.0874
ITEX1U,3,CTL,01/02/11,20:33:15,18.366,44.2,6,,0.1223,0.086
ITEX1U,3,CTL,01/02/11,21:33:16,18.628,47,7.1,,0.1223,0.086
ITEX1U,3,CTL,01/02/11,22:33:17,18.842,49,7.9,,0.1209,0.0853
ITEX1U,3,CTL,01/02/11,23:33:18,18.366,51.7,8.3,,0.1209,0.0845
ITEX1U,3,CTL,02/02/11,00:33:19,17.391,54.6,8.2,,0.1201,0.0845
ITEX1U,3,CTL,02/02/11,01:33:20,13.257,64.1,6.6,,0.1201,0.0845
ITEX1U,3,CTL,02/02/11,02:33:21,14.266,71,9.1,,0.1201,0.0838
ITEX1U,3,CTL,02/02/11,03:33:22,14.768,70.5,9.5,,0.1201,0.0838
ITEX1U,3,CTL,02/02/11,04:33:23,16.844,65.5,10.4,,0.1194,0.0845
ITEX1U,3,CTL,02/02/11,05:33:24,16.511,72.3,11.5,,0.1194,0.0845
ITEX1U,3,CTL,02/02/11,06:33:25,16.225,82.7,13.3,,0.1194,0.0853
ITEX1U,3,CTL,02/02/11,07:33:26,15.963,89.8,14.3,,0.1194,0.0853
ITEX1U,3,CTL,02/02/11,08:33:27,15.629,96.6,15.1,,0.1245,0.0874
ITEX1U,3,CTL,02/02/11,09:33:28,15.103,99.2,15,,0.3337,0.2436
ITEX1U,3,CTL,02/02/11,10:33:29,15.819,99.9,15.8,,0.3003,0.2647
ITEX1U,3,CTL,02/02/11,11:33:30,16.82,100,16.8,,0.2712,0.256
ITEX1U,3,CTL,02/02/11,12:33:31,17.034,98.3,16.8,,0.2618,0.253
ITEX1U,3,CTL,02/02/11,13:33:32,19.246,91.4,17.8,,0.2567,0.2501
ITEX1U,3,CTL,02/02/11,14:33:33,17.486,93.2,16.4,,0.253,0.2472
ITEX1U,3,CTL,02/02/11,15:33:34,17.605,94.5,16.7,,0.2501,0.2451
ITEX1U,3,CTL,02/02/11,16:33:35,17.272,93.1,16.2,,0.248,0.2443
ITEX1U,3,CTL,02/02/11,17:33:36,16.915,93,15.8,,0.2465,0.2429
ITEX1U,3,CTL,02/02/11,18:33:37,16.153,96.5,15.6,,0.2458,0.2414
ITEX1U,3,CTL,02/02/11,19:33:38,15.676,99.3,15.6,,0.2567,0.2647
ITEX1U,3,CTL,02/02/11,20:33:39,15.223,99.7,15.2,,0.2712,0.2639
ITEX1U,3,CTL,02/02/11,21:33:40,14.864,99.5,14.8,,0.269,0.2625
ITEX1U,3,CTL,02/02/11,22:33:41,14.912,99.6,14.9,,0.2654,0.2596
ITEX1U,3,CTL,02/02/11,23:33:42,14.864,99.9,14.9,,0.2632,0.2589
ITEX1U,3,CTL,03/02/11,00:33:43,14.601,100,14.6,,0.2632,0.2589
ITEX1U,3,CTL,03/02/11,01:33:44,14.768,100,14.8,,0.261,0.2574
ITEX1U,3,CTL,03/02/11,02:33:45,14.242,99.9,14.2,,0.2589,0.2552
ITEX1U,3,CTL,03/02/11,03:33:46,13.257,100,13.3,,0.256,0.253
ITEX1U,3,CTL,03/02/11,04:33:47,10.222,99.9,10.2,,0.2538,0.2509
ITEX1U,3,CTL,03/02/11,05:33:48,8.568,100,8.6,,0.2523,0.2494
ITEX1U,3,CTL,03/02/11,06:33:49,8.568,100,8.6,,0.2509,0.248
ITEX1U,3,CTL,03/02/11,07:33:50,15.199,100,15.2,,0.2487,0.2465
ITEX1U,3,CTL,03/02/11,08:33:51,20.722,93.4,19.6,,0.248,0.2458
ITEX1U,3,CTL,03/02/11,09:33:52,21.891,79.7,18.2,,0.2472,0.2465
ITEX1U,3,CTL,03/02/11,10:33:53,23.617,75.6,19.1,,0.2472,0.248
ITEX1U,3,CTL,03/02/11,11:33:54,25.331,73.7,20.3,,0.2465,0.248
ITEX1U,3,CTL,03/02/11,12:33:55,25.72,67.6,19.3,,0.2458,0.2472
ITEX1U,3,CTL,03/02/11,13:33:56,26.329,65.8,19.4,,0.2443,0.2458
ITEX1U,3,CTL,03/02/11,14:33:57,27.481,61.7,19.5,,0.2429,0.2436
ITEX1U,3,CTL,03/02/11,15:33:58,27.653,60.2,19.3,,0.2422,0.2414
ITEX1U,3,CTL,03/02/11,16:33:59,27.431,62.6,19.7,,0.2407,0.2385
ITEX1U,3,CTL,03/02/11,17:34:00,25.089,60.7,17,,0.2385,0.2363
ITEX1U,3,CTL,03/02/11,18:34:01,20.531,74.9,15.9,,0.2378,0.2327
ITEX1U,3,CTL,03/02/11,19:34:02,18.533,90.1,16.9,,0.2371,0.2313
ITEX1U,3,CTL,03/02/11,20:34:03,18.343,95.6,17.7,,0.2356,0.2298
ITEX1U,3,CTL,03/02/11,21:34:04,14.074,97.9,13.8,,0.4157,0.3112
ITEX1U,3,CTL,03/02/11,22:34:05,12.437,99.9,12.4,,0.3068,0.2821
ITEX1U,3,CTL,03/02/11,23:34:06,13.377,100,13.4,,0.2865,0.2741
ITEX1U,3,CTL,04/02/11,00:34:07,13.522,100,13.5,,0.2814,0.2719
ITEX1U,3,CTL,04/02/11,01:34:08,13.522,100,13.5,,0.2748,0.2668
ITEX1U,3,CTL,04/02/11,02:34:09,13.858,100,13.9,,0.2705,0.2647
ITEX1U,3,CTL,04/02/11,03:34:10,14.146,99.1,14,,0.2676,0.2618
ITEX1U,3,CTL,04/02/11,04:34:11,14.697,99.5,14.6,,0.2654,0.2603
ITEX1U,3,CTL,04/02/11,05:34:12,14.792,98.2,14.5,,0.2639,0.2589
ITEX1U,3,CTL,04/02/11,06:34:13,14.816,96.9,14.3,,0.2625,0.2581
ITEX1U,3,CTL,04/02/11,07:34:14,14.912,92.9,13.8,,0.261,0.2574
ITEX1U,3,CTL,04/02/11,08:34:15,16.034,91.6,14.7,,0.2596,0.2567
ITEX1U,3,CTL,04/02/11,09:34:16,17.32,87.3,15.2,,0.2589,0.2567
ITEX1U,3,CTL,04/02/11,10:34:17,18.366,84.7,15.8,,0.2581,0.256
ITEX1U,3,CTL,04/02/11,11:34:18,16.963,88.6,15.1,,0.2574,0.2545
ITEX1U,3,CTL,04/02/11,12:34:19,15.819,93,14.7,,0.2574,0.256
ITEX1U,3,CTL,04/02/11,13:34:20,15.915,99.9,15.9,,0.2792,0.2799
ITEX1U,3,CTL,04/02/11,14:34:21,15.557,100,15.6,,0.2966,0.2836
ITEX1U,3,CTL,04/02/11,15:34:22,16.082,100,16.1,,0.3242,0.2915
ITEX1U,3,CTL,04/02/11,16:34:23,16.344,100,16.4,,0.3395,0.2952
ITEX1U,3,CTL,04/02/11,17:34:24,16.63,100,16.7,,0.3003,0.2806
ITEX1U,3,CTL,04/02/11,18:34:25,16.63,100,16.7,,0.2836,0.2734
ITEX1U,3,CTL,04/02/11,19:34:26,16.034,100,16.1,,0.2995,0.285
ITEX1U,3,CTL,04/02/11,20:34:27,16.129,100,16.1,,0.3082,0.2843
ITEX1U,3,CTL,04/02/11,21:34:28,16.153,100,16.2,,0.3271,0.293
ITEX1U,3,CTL,04/02/11,22:34:29,14.218,100,14.2,,0.3489,0.2966
ITEX1U,3,CTL,04/02/11,23:34:30,14.337,100,14.4,,0.301,0.2828
ITEX1U,3,CTL,05/02/11,00:34:31,14.84,100,14.9,,0.3133,0.2901
ITEX1U,3,CTL,05/02/11,01:34:32,14.577,100,14.6,,0.2952,0.2814
ITEX1U,3,CTL,05/02/11,02:34:33,14.601,100,14.6,,0.2966,0.2836
ITEX1U,3,CTL,05/02/11,03:34:34,15.008,100,15,,0.3112,0.2879
ITEX1U,3,CTL,05/02/11,04:34:35,15.055,100,15.1,,0.301,0.2843
ITEX1U,3,CTL,05/02/11,05:34:36,14.84,100,14.9,,0.3191,0.2915
ITEX1U,3,CTL,05/02/11,06:34:37,14.529,100,14.5,,0.2988,0.2828
ITEX1U,3,CTL,05/02/11,07:34:38,14.146,100,14.2,,0.2974,0.2821
ITEX1U,3,CTL,05/02/11,08:34:39,14.05,100,14.1,,0.2952,0.2821
ITEX1U,3,CTL,05/02/11,09:34:40,14.457,100,14.5,,0.2865,0.277
ITEX1U,3,CTL,05/02/11,10:34:41,14.409,100,14.4,,0.285,0.2777
ITEX1U,3,CTL,05/02/11,11:34:42,14.242,100,14.3,,0.2995,0.2865
ITEX1U,3,CTL,05/02/11,12:34:43,15.031,100,15.1,,0.2959,0.2843
ITEX1U,3,CTL,05/02/11,13:34:44,14.218,100,14.2,,0.3061,0.2894
ITEX1U,3,CTL,05/02/11,14:34:45,14.792,100,14.8,,0.2995,0.2865
ITEX1U,3,CTL,05/02/11,15:34:46,14.002,100,14,,0.3039,0.2879
ITEX1U,3,CTL,05/02/11,16:34:47,13.882,100,13.9,,0.3032,0.2865
ITEX1U,3,CTL,05/02/11,17:34:48,13.233,100,13.2,,0.2966,0.2836
ITEX1U,3,CTL,05/02/11,18:34:49,12.678,100,12.7,,0.3082,0.2908
ITEX1U,3,CTL,05/02/11,19:34:50,12.968,100,13,,0.3003,0.2857
ITEX1U,3,CTL,05/02/11,20:34:51,13.064,100,13.1,,0.2988,0.285
ITEX1U,3,CTL,05/02/11,21:34:52,12.847,100,12.9,,0.2937,0.2814
ITEX1U,3,CTL,05/02/11,22:34:53,12.727,100,12.7,,0.2915,0.2806
ITEX1U,3,CTL,05/02/11,23:34:54,12.558,100,12.6,,0.301,0.2872
ITEX1U,3,CTL,06/02/11,00:34:55,12.05,100,12.1,,0.3032,0.2865
ITEX1U,3,CTL,06/02/11,01:34:56,11.346,100,11.4,,0.2995,0.2857
ITEX1U,3,CTL,06/02/11,02:34:57,10.736,100,10.7,,0.2886,0.277
ITEX1U,3,CTL,06/02/11,03:34:58,8.27,100,8.3,,0.2836,0.2756
ITEX1U,3,CTL,06/02/11,04:34:59,8.419,100,8.4,,0.2785,0.2712
ITEX1U,3,CTL,06/02/11,05:35:00,8.394,100,8.4,,0.2748,0.269
ITEX1U,3,CTL,06/02/11,06:35:01,8.419,100,8.4,,0.2727,0.2676
ITEX1U,3,CTL,06/02/11,07:35:02,7.845,100,7.9,,0.2756,0.2727
ITEX1U,3,CTL,06/02/11,08:35:03,6.331,100,6.3,,0.277,0.2727
ITEX1U,3,CTL,06/02/11,09:35:04,6,100,6,,0.2748,0.2712
ITEX1U,3,CTL,06/02/11,10:35:05,8.419,100,8.4,,0.2727,0.2698
ITEX1U,3,CTL,06/02/11,11:35:06,7.92,98.1,7.6,,0.2719,0.2698
ITEX1U,3,CTL,06/02/11,12:35:07,7.995,99.6,7.9,,0.2698,0.269
ITEX1U,3,CTL,06/02/11,13:35:08,13.546,98.2,13.3,,0.2676,0.2676
ITEX1U,3,CTL,06/02/11,14:35:09,13.522,90.4,12,,0.2676,0.2668
ITEX1U,3,CTL,06/02/11,15:35:10,13.882,80.7,10.6,,0.2661,0.2661
ITEX1U,3,CTL,06/02/11,16:35:11,11.492,82.1,8.6,,0.2647,0.2632
ITEX1U,3,CTL,06/02/11,17:35:12,8.045,77.9,4.4,,0.2632,0.2618
ITEX1U,3,CTL,06/02/11,18:35:13,8.12,83.5,5.5,,0.2618,0.2596
ITEX1U,3,CTL,06/02/11,19:35:14,4.037,85.7,1.9,,0.261,0.2581
ITEX1U,3,CTL,06/02/11,20:35:15,2.557,94.7,1.8,,0.2596,0.2567
ITEX1U,3,CTL,06/02/11,21:35:16,1.751,98,1.5,,0.2589,0.2545
ITEX1U,3,CTL,06/02/11,22:35:17,1.967,98.7,1.8,,0.2574,0.2545
ITEX1U,3,CTL,06/02/11,23:35:18,0.051,98.3,-0.1,,0.2567,0.2538
ITEX1U,3,CTL,07/02/11,00:35:19,-1.355,99.9,-1.3,,0.256,0.2523
ITEX1U,3,CTL,07/02/11,01:35:20,-2.653,99.3,-2.7,,0.2552,0.2516
ITEX1U,3,CTL,07/02/11,02:35:21,-3.627,97,-4,,0.2545,0.2509
ITEX1U,3,CTL,07/02/11,03:35:22,-4.046,93.9,-4.8,,0.2538,0.2501
ITEX1U,3,CTL,07/02/11,04:35:23,-4.076,90.7,-5.3,,0.253,0.2501
ITEX1U,3,CTL,07/02/11,05:35:24,-3.986,89.2,-5.5,,0.253,0.2494
ITEX1U,3,CTL,07/02/11,06:35:25,-4.347,90,-5.7,,0.2523,0.2494
ITEX1U,3,CTL,07/02/11,07:35:26,1.643,88.7,0,,0.2523,0.2487
ITEX1U,3,CTL,07/02/11,08:35:27,10.247,63.9,3.7,,0.2523,0.2487
ITEX1U,3,CTL,07/02/11,09:35:28,16.32,48.5,5.5,,0.2516,0.2494
ITEX1U,3,CTL,07/02/11,10:35:29,22.226,37.8,7.2,,0.2516,0.2509
ITEX1U,3,CTL,07/02/11,11:35:30,21.652,37.7,6.6,,0.2523,0.253
ITEX1U,3,CTL,07/02/11,12:35:31,24.171,43.6,11,,0.2523,0.2545
ITEX1U,3,CTL,07/02/11,13:35:32,23.184,47.8,11.5,,0.253,0.2552
ITEX1U,3,CTL,07/02/11,14:35:33,24.629,47.1,12.6,,0.2523,0.2545
ITEX1U,3,CTL,07/02/11,15:35:34,23.521,45.6,11.1,,0.2516,0.2523
ITEX1U,3,CTL,07/02/11,16:35:35,20.507,53.6,10.8,,0.2509,0.2509
ITEX1U,3,CTL,07/02/11,17:35:36,19.555,59,11.3,,0.2494,0.2487
ITEX1U,3,CTL,07/02/11,18:35:37,15.39,65,8.9,,0.2494,0.2451
ITEX1U,3,CTL,07/02/11,19:35:38,9.188,79.2,5.8,,0.248,0.2429
ITEX1U,3,CTL,07/02/11,20:35:39,4.973,92,3.8,,0.2465,0.2414
ITEX1U,3,CTL,07/02/11,21:35:40,4.22,97.7,3.9,,0.2458,0.24
ITEX1U,3,CTL,07/02/11,22:35:41,3.88,99.1,3.8,,0.2451,0.2392
ITEX1U,3,CTL,07/02/11,23:35:42,1.126,97.8,0.8,,0.2443,0.2378
ITEX1U,3,CTL,08/02/11,00:35:43,0.384,99,0.2,,0.2436,0.2371
ITEX1U,3,CTL,08/02/11,01:35:44,0.051,98.9,-0.1,,0.2429,0.2371
ITEX1U,3,CTL,08/02/11,02:35:45,-0.451,98.9,-0.6,,0.2429,0.2363
ITEX1U,3,CTL,08/02/11,03:35:46,0.356,98.9,0.2,,0.2422,0.2356
ITEX1U,3,CTL,08/02/11,04:35:47,-0.507,97.6,-0.8,,0.2422,0.2356
ITEX1U,3,CTL,08/02/11,05:35:48,-0.845,97.8,-1.1,,0.2414,0.2349
