Date,"Time, GMT+11:00","Rain, mm (SEN S/N: 668163)",,,"Temp, ÁC (SEN S/N: 2279300)","Temp, ÁC (SEN S/N: 684639)","Temp, ÁC (SEN S/N: 684638)",,,"PAR, uE (SEN S/N: 700672)","Wind Speed, m/s (SEN S/N: 2282103)","Gust Speed, m/s (SEN S/N: 2282103)",,"Water Content, m?/m? (SEN S/N: 2282783)"
13/04/09,03:00:00,0,,,-0.507,-0.423,1.208,93.984,,1.2,0,0,,0.2413
13/04/09,04:00:00,0,,,0.825,1.317,3.406,96.828,,1.2,0,0,,0.2409
13/04/09,05:00:00,0,,,0.495,0.66,2.37,89.741,,1.2,0,0,,0.2409
13/04/09,06:00:00,0,,,0.934,1.126,2.903,97.54,,1.2,0,0.38,,0.2405
13/04/09,07:00:00,0,,,0.384,0.218,1.94,91.153,,1.2,0,0,,0.2405
13/04/09,08:00:00,0,,,0.715,0.632,2.37,86.928,,16.2,0,0.38,,0.24
13/04/09,09:00:00,0,,,8.195,6.712,4.714,68.929,,93.7,0,0.76,,0.2392
13/04/09,10:00:00,0,,,16.034,15.843,9.829,58.102,,131.2,0,0,,0.2388
13/04/09,11:00:00,0,,,20.77,19.865,12.751,46.807,,153.7,0,0.38,,0.2379
13/04/09,12:00:00,0,,,22.657,21.867,14.29,49.446,,166.2,0,0.38,,0.2371
13/04/09,13:00:00,0,,,23.545,25.04,15.39,48.785,,228.7,0,0.38,,0.2362
13/04/09,14:00:00,0,,,24.605,26.134,15.772,42.872,,293.7,0,0.38,,0.2354
13/04/09,15:00:00,0,,,25.574,29.315,16.963,44.181,,268.7,0,0.38,,0.2349
13/04/09,16:00:00,0,,,22.705,25.598,16.177,35.728,,221.2,0,0.38,,0.2349
13/04/09,17:00:00,0,,,22.848,24.944,16.392,41.567,,181.2,0,0,,0.2349
13/04/09,18:00:00,0,,,17.463,15.223,14.002,66.204,,116.2,0,0,,0.2345
13/04/09,19:00:00,0,,,9.706,6.204,7.544,96.116,,41.2,0,0,,0.2345
13/04/09,20:00:00,0,,,3.38,2.021,1.48,103.269,,1.2,0,0,,0.2345
13/04/09,21:00:00,0,,,1.534,0.77,0.577,103.269,,1.2,0,0,,0.2345
13/04/09,22:00:00,0,,,0.439,-0.088,-0.004,106.874,,1.2,0,0,,0.2345
13/04/09,23:00:00,0,,,-0.143,-0.395,-0.06,107.597,,1.2,0,0,,0.2341
14/04/09,00:00:00,0,,,-0.591,-0.732,-0.395,107.597,,1.2,0,0,,0.2341
14/04/09,01:00:00,0,,,0.218,0.079,0.577,106.874,,1.2,0,0,,0.2341
14/04/09,02:00:00,0,,,0.412,0.246,0.907,107.597,,1.2,0,0,,0.2337
14/04/09,03:00:00,0,,,1.832,1.615,2.77,98.254,,1.2,0,0,,0.2337
14/04/09,04:00:00,0,,,2.37,2.155,3.327,101.115,,1.2,0,0,,0.2332
14/04/09,05:00:00,0,,,3.195,2.903,3.932,104.709,,1.2,0,0,,0.2332
14/04/09,06:00:00,0,,,1.67,1.534,2.37,106.151,,1.2,0,0,,0.2328
14/04/09,07:00:00,0,,,2.101,2.021,3.089,94.694,,1.2,0,0,,0.2328
14/04/09,08:00:00,0,,,4.999,5.05,6.026,94.694,,3.7,0,0,,0.2324
14/04/09,09:00:00,0,,,6.839,6.965,7.419,96.116,,58.7,0,0,,0.232
14/04/09,10:00:00,0,,,8.394,8.145,8.12,77.173,,121.2,0,0,,0.232
14/04/09,11:00:00,0,,,13.738,12.63,10.614,66.884,,256.2,0,0.38,,0.2315
14/04/09,12:00:00,0,,,21.485,21.294,14.505,58.102,,336.2,0,0.38,,0.2307
14/04/09,13:00:00,0,,,21.032,23.328,15.031,66.204,,346.2,0,0.76,,0.229
14/04/09,14:00:00,0,,,20.889,22.705,14.888,56.762,,361.2,0,1.14,,0.229
14/04/09,15:00:00,0,,,20.031,19.984,13.954,51.432,,246.2,0,0.76,,0.2286
14/04/09,16:00:00,0,,,17.534,16.844,12.703,61.465,,193.7,0,0.76,,0.2286
14/04/09,17:00:00,0,,,12.968,12.098,10.467,80.64,,116.2,0,0.38,,0.2286
14/04/09,18:00:00,0,,,9.386,8.916,8.792,85.525,,36.2,0,0.38,,0.2286
14/04/09,19:00:00,0,,,7.77,7.619,7.995,80.64,,1.2,0,0.38,,0.2286
14/04/09,20:00:00,0,,,6.051,5.745,6.509,96.116,,1.2,0,0.76,,0.2286
14/04/09,21:00:00,0,,,6.077,5.745,6.636,100.399,,1.2,0,0.38,,0.2282
14/04/09,22:00:00,0,,,6.128,5.77,6.661,96.828,,1.2,0,0.76,,0.2282
14/04/09,23:00:00,0,,,6.408,6.026,6.94,89.741,,1.2,0,0.76,,0.2282
15/04/09,00:00:00,0,,,6.585,6.204,7.066,91.859,,1.2,0,1.14,,0.2277
15/04/09,01:00:00,0,,,6.281,5.924,6.737,94.694,,1.2,0,1.52,,0.2277
15/04/09,02:00:00,0,,,6.128,5.77,6.56,100.399,,1.2,0,2.66,,0.2277
15/04/09,03:00:00,0,,,5.847,5.514,6.23,100.399,,1.2,0,1.14,,0.2277
15/04/09,04:00:00,0,,,5.642,5.385,6.026,103.988,,1.2,0,3.81,,0.2273
15/04/09,05:00:00,0,,,5.257,5.024,5.616,101.115,,1.2,0,4.19,,0.2273
15/04/09,06:00:00,0,,,4.999,4.844,5.385,98.968,,1.2,0,6.09,,0.2273
15/04/09,07:00:00,0,,,4.688,4.454,4.999,102.55,,6.2,0,4.19,,0.2273
15/04/09,08:00:00,0,,,7.594,6.965,6.509,80.64,,98.7,0.38,7.99,,0.2269
15/04/09,09:00:00,0,,,7.87,7.619,7.318,77.173,,171.2,1.14,7.99,,0.2265
15/04/09,10:00:00,0,,,7.945,7.569,7.142,83.427,,228.7,1.52,7.99,,0.226
15/04/09,11:00:00,0,,,10.075,9.386,7.82,78.558,,288.7,1.9,7.61,,0.2256
15/04/09,12:00:00,0,,,8.841,8.394,7.091,85.525,,313.7,1.52,8.38,,0.2256
15/04/09,13:00:00,0,,,8.12,7.82,6.433,88.333,,273.7,1.52,7.99,,0.2252
15/04/09,14:00:00,0,,,9.706,9.903,6.813,69.611,,243.7,1.52,6.85,,0.2252
15/04/09,15:00:00,0,,,10.712,11.589,7.419,63.491,,206.2,0.76,5.33,,0.2248
15/04/09,16:00:00,0,,,8.866,11.54,7.368,64.168,,193.7,0,3.05,,0.2248
15/04/09,17:00:00,0,,,5.975,6.535,5.437,65.525,,158.7,0,1.52,,0.2248
15/04/09,18:00:00,0,,,2.182,2.262,2.343,79.945,,48.7,0,2.28,,0.2248
15/04/09,19:00:00,0,,,-0.535,-0.199,0.246,87.63,,1.2,0,1.14,,0.2248
15/04/09,20:00:00,0,,,-0.958,-0.535,-0.06,91.859,,1.2,0,1.52,,0.2248
15/04/09,21:00:00,0,,,-1.356,-0.958,-0.395,91.859,,1.2,0,1.52,,0.2248
15/04/09,22:00:00,0,,,-1.871,-1.67,-1.015,95.405,,1.2,0,1.14,,0.2248
15/04/09,23:00:00,0,,,-1.986,-1.785,-1.128,98.254,,1.2,0,0.76,,0.2248
16/04/09,00:00:00,0,,,-2.742,-2.508,-1.67,98.968,,1.2,0,0.38,,0.2248
16/04/09,01:00:00,0,,,-3.866,-3.598,-2.742,102.55,,1.2,0,0.38,,0.2248
16/04/09,02:00:00,0,,,-2.537,-2.334,-1.527,98.254,,1.2,0,0.76,,0.2248
16/04/09,03:00:00,0,,,-2.044,-1.9,-1.27,99.683,,1.2,0,1.14,,0.2243
16/04/09,04:00:00,0,,,-1.814,-1.727,-1.213,101.115,,1.2,0,1.52,,0.2243
16/04/09,05:00:00,0,,,-1.871,-1.814,-1.27,101.115,,1.2,0,1.52,,0.2239
16/04/09,06:00:00,0,,,-1.613,-1.527,-0.902,100.399,,1.2,0,1.14,,0.2243
16/04/09,07:00:00,0,,,-1.986,-1.929,-1.441,103.269,,3.7,0,1.14,,0.2239
16/04/09,08:00:00,0,,,-0.311,-0.591,-0.93,100.399,,56.2,0,1.52,,0.2239
16/04/09,09:00:00,0,,,1.643,1.398,0.135,94.694,,98.7,0,1.14,,0.2235
16/04/09,10:00:00,0,,,5.128,4.869,2.101,93.275,,198.7,0,3.43,,0.2231
16/04/09,11:00:00,0,,,5.949,5.514,2.797,88.333,,261.2,0,4.57,,0.2226
16/04/09,12:00:00,0,,,9.509,10.051,4.844,79.251,,273.7,0,3.43,,0.2222
16/04/09,13:00:00,0,,,10.907,12.292,6.331,72.351,,313.7,0,4.19,,0.2214
16/04/09,14:00:00,0,,,11.102,13.305,7.041,73.038,,228.7,0,2.28,,0.2214
16/04/09,15:00:00,0,,,10.467,12.799,7.217,70.295,,158.7,0,2.28,,0.2214
16/04/09,16:00:00,0,,,7.091,9.977,6.026,74.413,,163.7,0,2.28,,0.2214
16/04/09,17:00:00,0,,,4.74,5.437,4.61,77.173,,121.2,0,1.52,,0.2214
16/04/09,18:00:00,0,,,2.396,2.477,2.664,89.037,,48.7,0,2.66,,0.2243
16/04/09,19:00:00,0,,,0.797,0.989,1.534,92.567,,1.2,0,1.14,,0.2235
16/04/09,20:00:00,0,,,0.522,0.715,1.425,91.859,,1.2,0,1.52,,0.2239
16/04/09,21:00:00,0,,,0.797,0.934,1.615,89.741,,1.2,0,1.14,,0.2235
16/04/09,22:00:00,0,,,0.577,0.715,1.425,91.859,,1.2,0,0.76,,0.2235
16/04/09,23:00:00,0,,,0.687,0.825,1.48,93.984,,1.2,0,1.52,,0.2243
17/04/09,00:00:00,0,,,1.48,1.588,2.128,96.116,,1.2,0,0.76,,0.2248
17/04/09,01:00:00,0,,,1.994,2.074,2.503,95.405,,1.2,0,2.28,,0.2252
17/04/09,02:00:00,0,,,1.751,1.859,2.262,96.828,,1.2,0,2.66,,0.2256
17/04/09,03:00:00,0,,,2.209,2.209,2.503,101.832,,1.2,0,0.38,,0.2239
17/04/09,04:00:00,0,,,1.967,1.994,2.316,105.43,,1.2,0,1.52,,0.2239
17/04/09,05:00:00,0,,,2.021,2.047,2.343,111.224,,1.2,0,1.14,,0.2231
17/04/09,06:00:00,0,,,2.236,2.262,2.37,114.138,,1.2,0,1.9,,0.2243
17/04/09,07:00:00,0,,,2.797,2.77,3.009,114.869,,3.7,0,1.14,,0.2239
17/04/09,08:00:00,0,,,3.827,3.564,3.696,111.224,,48.7,0,1.52,,0.2248
17/04/09,09:00:00,0,,,8.02,6.965,5.36,105.43,,198.7,0,1.14,,0.2235
17/04/09,10:00:00,0,,,14.074,13.161,8.319,83.427,,231.2,0,1.52,,0.2226
17/04/09,11:00:00,0,,,15.055,14.529,9.312,78.558,,211.2,0,1.14,,0.2235
17/04/09,12:00:00,0,,,15.557,17.082,10.418,69.611,,266.2,0,1.14,,0.2235
17/04/09,13:00:00,0,,,14.002,16.582,10.198,68.246,,226.2,0,0.76,,0.2226
17/04/09,14:00:00,0,,,16.106,20.96,12.171,62.14,,311.2,0,0.38,,0.2222
17/04/09,15:00:00,0,,,13.882,21.772,12.534,64.168,,248.7,0,0.38,,0.2226
17/04/09,16:00:00,0,,,13.353,27.308,15.724,47.466,,196.2,0,0.38,,0.2226
17/04/09,17:00:00,0,,,10.369,13.137,12.001,66.884,,123.7,0,0.38,,0.2222
17/04/09,18:00:00,0,,,6.94,5.488,6.408,87.63,,46.2,0,0,,0.2226
17/04/09,19:00:00,0,,,3.906,1.317,1.643,100.399,,1.2,0,0,,0.2226
17/04/09,20:00:00,0,,,1.262,-1.015,-0.76,112.68,,1.2,0,0,,0.2222
17/04/09,21:00:00,0,,,-0.451,-1.785,-1.384,114.869,,1.2,0,0,,0.2231
17/04/09,22:00:00,0,,,-1.498,-1.958,-1.356,115.6,,1.2,0,0,,0.2231
17/04/09,23:00:00,0,,,-1.929,-2.16,-1.413,114.869,,1.2,0,0,,0.2235
18/04/09,00:00:00,0,,,-2.421,-2.334,-1.47,115.6,,1.2,0,0,,0.2235
18/04/09,01:00:00,0,,,-3.094,-2.712,-1.871,116.332,,1.2,0,0,,0.2231
18/04/09,02:00:00,0,,,-3.124,-2.508,-1.384,114.869,,1.2,0,0,,0.2231
18/04/09,03:00:00,0,,,-3.271,-2.596,-1.356,112.68,,1.2,0,0,,0.2235
18/04/09,04:00:00,0,,,-3.538,-2.8,-1.67,111.224,,1.2,0,0,,0.2235
18/04/09,05:00:00,0,,,-3.836,-3.183,-1.958,112.68,,1.2,0,0,,0.2239
18/04/09,06:00:00,0,,,-4.106,-3.419,-2.16,111.951,,1.2,0,0,,0.2239
18/04/09,07:00:00,0,,,-4.53,-3.956,-2.976,110.497,,6.2,0,0,,0.2239
18/04/09,08:00:00,0,,,3.036,2.877,1.289,115.6,,76.2,0,0,,0.2235
18/04/09,09:00:00,0,,,14.673,15.079,8.693,80.64,,126.2,0,0,,0.2226
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
