Date,"Time, GMT+11:00","Temp, ÁC (SEN S/N: 9818218, LBL: Ambient)","RH, % (SEN S/N: 9818218)","DewPt, ÁC (SEN S/N: 9818218)","Temp, ÁC (SEN S/N: 9824740, LBL: 3cmBG)","Water Content, m?/m? (SEN S/N: 9833758, LBL: 5cmBG)","Water Content, m^3/m^3 (SEN S/N: 4650904)"
03/12/11,10:35:05,13.882,72.3,9,13.137,0.0773,0.14359
03/12/11,11:35:06,14.768,68.1,9,19.579,0.078,0.14359
03/12/11,12:35:07,16.177,64,9.4,28.841,0.0787,0.14416
03/12/11,13:35:08,14.984,62.9,8,33.131,0.0795,0.14416
03/12/11,14:35:09,17.986,61.2,10.4,34.492,0.0802,0.14473
03/12/11,15:35:10,16.106,59.2,8.2,36.039,0.0809,0.14416
03/12/11,16:35:11,14.984,60.8,7.5,31.561,0.0816,0.14416
03/12/11,17:35:12,11.856,60,4.4,27.579,0.0816,0.14473
03/12/11,18:35:13,11.88,65.7,5.7,19.318,0.0802,0.14473
03/12/11,19:35:14,8.593,71.8,3.8,15.605,0.0795,0.14473
03/12/11,20:35:15,7.419,82.2,4.6,12.243,0.078,0.14473
03/12/11,21:35:16,6.712,89.7,5.1,11.053,0.0766,0.14416
03/12/11,22:35:17,7.041,97.5,6.7,11.224,0.0758,0.14359
03/12/11,23:35:18,6,97.6,5.7,10.541,0.0751,0.14359
04/12/11,00:35:19,6.128,98.4,5.9,9.731,0.0744,0.14359
04/12/11,01:35:20,5.334,98.6,5.1,9.534,0.0744,0.14416
04/12/11,02:35:21,3.433,96.1,2.9,7.845,0.0736,0.14416
04/12/11,03:35:22,4.454,99.9,4.4,8.245,0.0744,0.14416
04/12/11,04:35:23,3.801,99.7,3.8,8.22,0.0736,0.14359
04/12/11,05:35:24,2.584,99.1,2.5,7.569,0.0736,0.14359
04/12/11,06:35:25,1.643,99.3,1.5,6.813,0.0729,0.14359
04/12/11,07:35:26,1.778,99.1,1.6,6.864,0.0736,0.14359
04/12/11,08:35:27,2.316,97.6,2,7.77,0.0736,0.14359
04/12/11,09:35:28,9.485,93.5,8.5,9.879,0.0736,0.14359
04/12/11,10:35:29,15.294,70,9.9,13.137,0.0736,0.14302
04/12/11,11:35:30,16.939,58.4,8.7,20.507,0.0744,0.14244
04/12/11,12:35:31,22.106,53.8,12.3,32.691,0.0744,0.14244
04/12/11,13:35:32,20.984,48.6,9.8,40.286,0.0751,0.14187
04/12/11,14:35:33,20.198,47.2,8.6,42.505,0.0766,0.14244
04/12/11,15:35:34,18.319,47.2,6.9,42.564,0.078,0.14244
04/12/11,16:35:35,15.055,52.9,5.5,32.562,0.0773,0.14244
04/12/11,17:35:36,13.401,54.8,4.5,28.841,0.0758,0.14244
04/12/11,18:35:37,8.07,62.9,1.4,19.151,0.0744,0.14244
04/12/11,19:35:38,5.154,68.2,-0.2,13.353,0.0744,0.14187
04/12/11,20:35:39,1.18,82,-1.6,10.198,0.0758,0.14187
04/12/11,21:35:40,-0.199,90.7,-1.5,7.494,0.0736,0.14187
04/12/11,22:35:41,-1.327,92.7,-2.4,6.864,0.0722,0.14187
04/12/11,23:35:42,-2.654,94.9,-3.4,5.334,0.0715,0.14187
05/12/11,00:35:43,-2.363,96.6,-2.8,4.35,0.0715,0.14187
05/12/11,01:35:44,-2.131,97,-2.6,4.115,0.0715,0.14187
05/12/11,02:35:45,-1.413,98.3,-1.7,4.714,0.0715,0.14187
05/12/11,03:35:46,-1.043,98.8,-1.2,4.766,0.0715,0.14187
05/12/11,04:35:47,-0.507,99.2,-0.6,4.636,0.0715,0.1413
05/12/11,05:35:48,-0.199,99.6,-0.3,4.558,0.0715,0.1413
05/12/11,06:35:49,0.522,99.8,0.5,4.662,0.0707,0.14073
05/12/11,07:35:50,1.289,99.2,1.2,5.488,0.0707,0.1413
05/12/11,08:35:51,3.722,96.1,3.2,7.293,0.07,0.1413
05/12/11,09:35:52,4.506,93.4,3.5,9.213,0.0707,0.14073
05/12/11,10:35:53,9.657,89,7.9,12.413,0.0693,0.14073
05/12/11,11:35:54,11.297,81.2,8.2,16.773,0.07,0.14073
05/12/11,12:35:55,15.796,71.2,10.6,21.748,0.07,0.14073
05/12/11,13:35:56,18.176,61.9,10.8,30.495,0.0707,0.14073
05/12/11,14:35:57,18.224,62.6,11,29.765,0.0715,0.1413
05/12/11,15:35:58,13.305,62.8,6.4,29.165,0.0715,0.1413
05/12/11,16:35:59,9.262,67.9,3.7,24.46,0.0715,0.1413
05/12/11,17:36:00,6.99,79.1,3.6,17.486,0.07,0.1413
05/12/11,18:36:01,4.766,84,2.3,14.17,0.0693,0.1413
05/12/11,19:36:02,3.617,88.6,1.9,11.467,0.0693,0.14187
05/12/11,20:36:03,2.717,93.5,1.8,9.509,0.0686,0.1413
05/12/11,21:36:04,2.155,96.3,1.6,8.394,0.0678,0.14073
05/12/11,22:36:05,1.913,97,1.5,7.87,0.0678,0.14073
05/12/11,23:36:06,1.126,97,0.7,6.051,0.0678,0.14073
06/12/11,00:36:07,0.66,98.4,0.4,5.693,0.0678,0.14073
06/12/11,01:36:08,-1.356,97.1,-1.8,4.61,0.0678,0.1413
06/12/11,02:36:09,-2.947,94.2,-3.8,2.93,0.0678,0.14073
06/12/11,03:36:10,-3.124,94.4,-3.9,2.101,0.0678,0.14016
06/12/11,04:36:11,-3.33,94.7,-4.1,1.615,0.0678,0.14016
06/12/11,05:36:12,-3.39,95,-4.1,1.208,0.0678,0.14073
06/12/11,06:36:13,2.021,99.7,2,1.778,0.0678,0.14016
06/12/11,07:36:14,12.243,85.9,10,4.584,0.0686,0.14016
06/12/11,08:36:15,17.13,65.2,10.6,7.494,0.0686,0.13959
06/12/11,09:36:16,20.936,56.9,12.1,10.81,0.0686,0.13959
06/12/11,10:36:17,25.525,51,14.7,15.27,0.0686,0.13902
06/12/11,11:36:18,25.501,49.8,14.3,24.605,0.0693,0.13902
06/12/11,12:36:19,26.182,50.5,15.1,37.866,0.07,0.13902
06/12/11,13:36:20,27.014,49,15.4,45.123,0.0715,0.13902
06/12/11,14:36:21,25.89,47.7,14,47.646,0.0736,0.13902
06/12/11,15:36:22,25.72,45.4,13,48.637,0.0744,0.14016
06/12/11,16:36:23,25.574,45.1,12.8,46.705,0.0758,0.14016
06/12/11,17:36:24,13.69,50.2,3.5,35.716,0.0751,0.13959
06/12/11,18:36:25,13.978,63.5,7.2,22.776,0.0722,0.14016
06/12/11,19:36:26,11.613,69,6.1,18.557,0.0715,0.13959
06/12/11,20:36:27,5.77,79.6,2.5,13.81,0.07,0.13959
06/12/11,21:36:28,2.637,88.6,0.9,9.731,0.0686,0.13959
06/12/11,22:36:29,1.235,90.6,-0.1,7.645,0.0671,0.13959
06/12/11,23:36:30,3.538,94.7,2.8,7.393,0.0664,0.13959
07/12/11,00:36:31,7.142,96.6,6.6,9.386,0.0657,0.13959
07/12/11,01:36:32,6.914,93.6,6,9.706,0.0657,0.13902
07/12/11,02:36:33,5.437,94.9,4.7,8.965,0.0657,0.13902
07/12/11,03:36:34,5.282,96.8,4.8,8.27,0.0649,0.13902
07/12/11,04:36:35,3.168,96.9,2.7,7.293,0.0649,0.13902
07/12/11,05:36:36,2.021,98.7,1.8,5.616,0.0642,0.13902
07/12/11,06:36:37,5.616,99.3,5.5,5.565,0.0642,0.13902
07/12/11,07:36:38,9.361,88.6,7.6,7.895,0.0642,0.13902
07/12/11,08:36:39,14.529,75,10.2,10.32,0.0642,0.13845
07/12/11,09:36:40,16.987,62.5,9.8,13.834,0.0642,0.13787
07/12/11,10:36:41,23.737,54.2,14,18.604,0.0642,0.1373
07/12/11,11:36:42,25.283,52.1,14.8,25.914,0.0649,0.1373
07/12/11,12:36:43,22.298,48.3,10.9,33.469,0.0657,0.13673
07/12/11,13:36:44,24.944,51.4,14.2,31.204,0.0664,0.13673
07/12/11,14:36:45,19.888,57.1,11.2,30.495,0.0671,0.13673
07/12/11,15:36:46,19.103,55.8,10.1,29.815,0.0671,0.1373
07/12/11,16:36:47,15.986,57.7,7.7,27.949,0.0671,0.1373
07/12/11,17:36:48,20.698,63.9,13.6,24.074,0.0664,0.1373
07/12/11,18:36:49,16.153,61,8.6,21.27,0.0657,0.13673
07/12/11,19:36:50,10.001,74.1,5.6,15.748,0.0649,0.1373
07/12/11,20:36:51,9.04,87,7,13.257,0.0642,0.13673
07/12/11,21:36:52,7.167,92,6,11.321,0.0642,0.1373
07/12/11,22:36:53,6.458,93.3,5.5,9.952,0.0635,0.13673
07/12/11,23:36:54,5.821,93.5,4.9,9.485,0.0628,0.1373
08/12/11,00:36:55,6.179,94.2,5.3,9.386,0.0628,0.13673
08/12/11,01:36:56,4.35,92.9,3.3,8.742,0.062,0.13673
08/12/11,02:36:57,0.715,92.1,-0.4,6.026,0.0613,0.13673
08/12/11,03:36:58,0.577,95,-0.1,4.921,0.0613,0.13673
08/12/11,04:36:59,1.235,97.4,0.9,4.947,0.0613,0.13673
08/12/11,05:37:00,1.534,98,1.3,4.688,0.0613,0.13673
08/12/11,06:37:01,2.584,99.3,2.5,4.714,0.0613,0.13616
08/12/11,07:37:02,14.385,90.7,12.9,7.293,0.0598,0.13616
08/12/11,08:37:03,18.652,69.4,13,11.053,0.0613,0.13559
08/12/11,09:37:04,14.457,65.6,8.1,15.986,0.0613,0.13559
08/12/11,10:37:05,18.818,74.6,14.2,17.534,0.0613,0.13559
08/12/11,11:37:06,29.665,57.3,20.3,27.579,0.0628,0.13502
08/12/11,12:37:07,15.676,60,8,31.714,0.0635,0.13502
08/12/11,13:37:08,9.756,73.1,5.2,23.424,0.0642,0.13502
08/12/11,14:37:09,10.883,94.1,10,9.41,0.0598,0.13273
08/12/11,15:37:10,8.344,94.3,7.5,12.219,0.0598,0.13273
08/12/11,16:37:11,7.67,96.2,7.1,11.248,0.0598,0.13273
08/12/11,17:37:12,11.273,96.9,10.8,10.761,0.0577,0.13216
08/12/11,18:37:13,16.606,86.9,14.4,14.17,0.0577,0.13216
08/12/11,19:37:14,12.654,76.7,8.7,13.666,0.0584,0.13216
08/12/11,20:37:15,5.847,82.4,3.1,11.321,0.0584,0.13273
08/12/11,21:37:16,5.102,94,4.2,8.866,0.0577,0.13216
08/12/11,22:37:17,4.61,97.1,4.2,7.82,0.0577,0.13216
08/12/11,23:37:18,4.428,98.5,4.2,7.091,0.0577,0.13216
09/12/11,00:37:19,4.272,99.7,4.2,6.687,0.0577,0.13216
09/12/11,01:37:20,5.488,100,5.5,6.484,0.0577,0.13216
09/12/11,02:37:21,3.906,99.3,3.8,6.153,0.0569,0.13159
09/12/11,03:37:22,3.485,99.8,3.5,5.668,0.0569,0.13216
09/12/11,04:37:23,0.852,97.8,0.5,4.895,0.0569,0.13159
09/12/11,05:37:24,1.724,99.1,1.6,4.376,0.0577,0.13159
09/12/11,06:37:25,5.975,100,6,4.74,0.0577,0.13159
09/12/11,07:37:26,16.249,91.8,14.9,6.611,0.0577,0.13159
09/12/11,08:37:27,21.127,71.5,15.8,9.238,0.0584,0.13159
09/12/11,09:37:28,25.793,58.9,17.2,12.364,0.0584,0.13159
09/12/11,10:37:29,26.598,51,15.7,16.844,0.0598,0.13159
09/12/11,11:37:30,26.744,49.5,15.3,24.219,0.0613,0.13159
09/12/11,12:37:31,30.041,48.3,17.9,33.495,0.0635,0.13159
09/12/11,13:37:32,30.621,43.6,16.9,37.042,0.0657,0.13216
09/12/11,14:37:33,28.99,42.5,15,36.012,0.0686,0.13273
09/12/11,15:37:34,23.833,46.5,11.7,34.281,0.07,0.1333
09/12/11,16:37:35,18.366,63.2,11.3,28.295,0.07,0.13388
09/12/11,17:37:36,19.912,68.3,13.9,25.404,0.0693,0.13388
09/12/11,18:37:37,14.337,71.7,9.3,21.915,0.0693,0.13388
09/12/11,19:37:38,12.219,78.5,8.6,18.2,0.0678,0.13388
09/12/11,20:37:39,9.089,83.7,6.5,15.509,0.0678,0.13388
09/12/11,21:37:40,8.245,91.8,7,13.185,0.0664,0.1333
09/12/11,22:37:41,6.687,92.9,5.6,11.637,0.0649,0.1333
09/12/11,23:37:42,8.319,93.3,7.3,10.932,0.0635,0.1333
10/12/11,00:37:43,7.444,91.3,6.1,10.492,0.0635,0.13273
10/12/11,01:37:44,8.519,92.2,7.3,10.1,0.0628,0.13273
10/12/11,02:37:45,9.089,90.8,7.7,9.879,0.062,0.13273
10/12/11,03:37:46,8.742,90.8,7.3,10.149,0.062,0.13273
10/12/11,04:37:47,9.064,94,8.2,10.051,0.062,0.13273
10/12/11,05:37:48,8.618,95.4,7.9,10.001,0.062,0.13273
10/12/11,06:37:49,9.46,96.8,9,10.296,0.0613,0.13273
10/12/11,07:37:50,11.029,96.1,10.4,11.394,0.0606,0.13273
10/12/11,08:37:51,11.637,89.8,10,13.522,0.0606,0.13216
10/12/11,09:37:52,10.271,97.8,9.9,12.992,0.0613,0.13159
10/12/11,10:37:53,10.247,99.2,10.1,13.906,0.0606,0.13102
10/12/11,11:37:54,9.854,99.9,9.8,13.257,0.0598,0.13159
10/12/11,12:37:55,11.856,99.5,11.8,14.29,0.0598,0.13102
10/12/11,13:37:56,13.858,92.5,12.7,18.129,0.0613,0.13102
10/12/11,14:37:57,14.673,83.4,11.9,20.65,0.0628,0.13102
10/12/11,15:37:58,15.223,80.6,11.9,21.294,0.0635,0.13159
10/12/11,16:37:59,16.177,76.9,12.1,22.537,0.0649,0.13159
10/12/11,17:38:00,13.233,79.5,9.8,21.366,0.0657,0.13159
10/12/11,18:38:01,11.248,84.7,8.8,17.915,0.0649,0.13216
10/12/11,19:38:02,9.213,95.5,8.5,13.978,0.0657,0.13159
10/12/11,20:38:03,8.494,99.9,8.5,12.171,0.0657,0.13102
10/12/11,21:38:04,8.543,99.9,8.5,11.637,0.0649,0.13159
10/12/11,22:38:05,8.568,100,8.6,11.273,0.0635,0.13102
10/12/11,23:38:06,8.419,100,8.4,11.029,0.0635,0.13102
11/12/11,00:38:07,7.92,100,7.9,10.614,0.0628,0.13159
11/12/11,01:38:08,7.97,100,8,9.928,0.0628,0.13102
11/12/11,02:38:09,8.22,99.8,8.2,10.026,0.0628,0.13045
11/12/11,03:38:10,8.295,99.5,8.2,9.829,0.0628,0.13045
11/12/11,04:38:11,8.07,100,8.1,9.657,0.0635,0.13159
11/12/11,05:38:12,8.394,100,8.4,9.657,0.0635,0.13045
11/12/11,06:38:13,8.965,100,9,9.854,0.0635,0.13045
11/12/11,07:38:14,10.736,100,10.7,10.858,0.0642,0.13045
11/12/11,08:38:15,13.57,100,13.6,12.896,0.0635,0.13102
11/12/11,09:38:16,14.984,97.6,14.6,15.318,0.0642,0.13045
11/12/11,10:38:17,13.786,97.4,13.4,15.151,0.0642,0.13159
11/12/11,11:38:18,14.266,94.9,13.5,19.008,0.0664,0.13159
11/12/11,12:38:19,19.865,82.1,16.7,25.914,0.0686,0.13216
11/12/11,13:38:20,22.824,73.1,17.8,29.19,0.07,0.13159
11/12/11,14:38:21,21.7,67.6,15.5,32.253,0.0729,0.13159
11/12/11,15:38:22,21.724,64.6,14.8,33.157,0.0758,0.13159
11/12/11,16:38:23,23.184,61.7,15.4,32.613,0.0773,0.13159
11/12/11,17:38:24,13.088,74,8.6,26.28,0.0766,0.13216
11/12/11,18:38:25,18.652,91.8,17.3,20.103,0.0744,0.13216
11/12/11,19:38:26,10.785,87.3,8.8,19.151,0.0736,0.13273
11/12/11,20:38:27,8.07,96,7.5,15.939,0.0707,0.13273
11/12/11,21:38:28,7.594,98.4,7.4,14.122,0.0693,0.13216
11/12/11,22:38:29,7.142,98.8,7,13.112,0.0678,0.13216
11/12/11,23:38:30,6.585,98.9,6.4,12.243,0.0671,0.13216
12/12/11,00:38:31,3.459,96.3,2.9,10.687,0.0664,0.13216
12/12/11,01:38:32,3.354,97.2,3,9.139,0.0664,0.13159
12/12/11,02:38:33,8.245,99.7,8.2,9.287,0.0664,0.13159
12/12/11,03:38:34,8.494,100,8.5,9.977,0.0664,0.13159
12/12/11,04:38:35,7.995,100,8,10.32,0.0657,0.13159
12/12/11,05:38:36,7.066,99.9,7.1,9.829,0.0657,0.13159
12/12/11,06:38:37,8.369,99.1,8.2,9.435,0.0657,0.13102
12/12/11,07:38:38,12.461,92.3,11.3,9.805,0.0657,0.13102
12/12/11,08:38:39,15.509,79.2,11.9,10.663,0.0657,0.13102
12/12/11,09:38:40,16.344,70.9,11.1,12.292,0.0657,0.13159
12/12/11,10:38:41,17.796,65.4,11.2,15.175,0.0664,0.13102
12/12/11,11:38:42,20.531,65.9,14,21.581,0.0686,0.13102
12/12/11,12:38:43,18.842,66.8,12.6,26.965,0.0693,0.13159
12/12/11,13:38:44,18.271,63.2,11.2,29.464,0.0715,0.13159
12/12/11,14:38:45,22.465,63.2,15.1,30.369,0.0744,0.13159
12/12/11,15:38:46,14.481,65.3,8.1,27.653,0.0751,0.13159
12/12/11,16:38:47,15.557,67.1,9.5,24.508,0.0744,0.13159
12/12/11,17:38:48,14.002,73,9.3,21.581,0.0729,0.13273
12/12/11,18:38:49,12.437,82,9.5,18.485,0.0722,0.13216
12/12/11,19:38:50,8.717,91.1,7.4,16.249,0.0707,0.13216
12/12/11,20:38:51,7.444,96,6.9,14.026,0.07,0.13216
12/12/11,21:38:52,6.357,96.5,5.8,12.582,0.0686,0.13216
12/12/11,22:38:53,5.616,97.4,5.2,11.54,0.0671,0.13216
12/12/11,23:38:54,5.36,98.5,5.1,10.785,0.0664,0.13159
13/12/11,00:38:55,5.154,98.8,5,10.32,0.0657,0.13159
13/12/11,01:38:56,4.869,98.8,4.7,9.854,0.0657,0.13159
13/12/11,02:38:57,3.38,97.2,3,9.163,0.0649,0.13102
13/12/11,03:38:58,3.327,98.5,3.1,8.444,0.0649,0.13102
13/12/11,04:38:59,3.116,99.2,3,8.27,0.0642,0.13045
13/12/11,05:39:00,3.089,99.4,3,7.87,0.0649,0.13102
13/12/11,06:39:01,4.168,99.7,4.1,7.97,0.0649,0.13102
13/12/11,07:39:02,4.792,98.6,4.6,8.643,0.0642,0.13102
13/12/11,08:39:03,6.965,96.5,6.5,9.952,0.0642,0.13102
13/12/11,09:39:04,9.879,92.6,8.7,11.953,0.0642,0.13102
13/12/11,10:39:05,13.329,85.7,11,14.361,0.0649,0.13045
13/12/11,11:39:06,10.834,78.3,7.2,15.509,0.0649,0.13102
13/12/11,12:39:07,16.677,74.7,12.2,16.963,0.0642,0.13045
13/12/11,13:39:08,21.39,59.6,13.2,24.074,0.0657,0.13045
13/12/11,14:39:09,22.8,54.9,13.3,30.925,0.0678,0.13102
13/12/11,15:39:10,22.992,52.8,12.9,34.81,0.0707,0.13102
13/12/11,16:39:11,22.226,51.8,11.9,33.887,0.0715,0.13159
13/12/11,17:39:12,13.786,58.4,5.8,25.866,0.07,0.13102
13/12/11,18:39:13,8.22,68.9,2.9,19.436,0.0686,0.13159
13/12/11,19:39:14,5.565,82.2,2.8,14.984,0.0693,0.13159
13/12/11,20:39:15,4.194,89.3,2.6,12.316,0.0671,0.13102
13/12/11,21:39:16,3.88,92.8,2.8,10.98,0.0649,0.13102
13/12/11,22:39:17,3.696,94.8,2.9,10.247,0.0642,0.13102
13/12/11,23:39:18,3.433,96,2.9,9.485,0.0642,0.13045
14/12/11,00:39:19,3.433,97.1,3,9.139,0.0635,0.13045
14/12/11,01:39:20,3.406,97.6,3.1,8.941,0.0635,0.13045
14/12/11,02:39:21,2.903,97.3,2.5,8.469,0.0628,0.13045
14/12/11,03:39:22,2.503,98,2.2,7.82,0.0628,0.13045
14/12/11,04:39:23,2.155,98.4,1.9,7.569,0.062,0.12988
14/12/11,05:39:24,1.289,97.9,1,6.813,0.062,0.13045
14/12/11,06:39:25,2.85,99.1,2.7,6.737,0.0628,0.13045
14/12/11,07:39:26,6.382,97.4,6,8.543,0.062,0.12988
14/12/11,08:39:27,10.932,87.6,9,11.224,0.0613,0.12988
14/12/11,09:39:28,16.534,70.3,11.1,13.209,0.062,0.12988
14/12/11,10:39:29,23.93,55.9,14.6,15.39,0.0628,0.12931
14/12/11,11:39:30,26.378,54.9,16.6,22.896,0.0642,0.12873
14/12/11,12:39:31,15.748,61.5,8.4,22.729,0.0649,0.12931
14/12/11,13:39:32,12.896,68.8,7.3,18.889,0.0649,0.12988
14/12/11,14:39:33,12.485,70.5,7.3,17.772,0.0649,0.12988
14/12/11,15:39:34,16.654,71.8,11.6,18.057,0.0649,0.12988
14/12/11,16:39:35,16.582,70.6,11.2,18.747,0.0649,0.12988
14/12/11,17:39:36,16.749,67.3,10.7,20.412,0.0642,0.12988
14/12/11,18:39:37,11.029,74.3,6.6,17.558,0.0642,0.12988
14/12/11,19:39:38,7.368,83.7,4.8,13.882,0.0642,0.13045
14/12/11,20:39:39,6.585,92.8,5.5,11.662,0.0635,0.13045
14/12/11,21:39:40,6.585,94.9,5.8,11.005,0.0628,0.13102
14/12/11,22:39:41,6.357,95.5,5.7,10.541,0.062,0.13045
14/12/11,23:39:42,5.719,96.8,5.3,10.1,0.062,0.12988
15/12/11,00:39:43,5.462,98.3,5.2,9.756,0.062,0.12988
15/12/11,01:39:44,5.36,98.7,5.2,9.41,0.062,0.12988
15/12/11,02:39:45,0.522,94.6,-0.2,7.619,0.0606,0.12988
15/12/11,03:39:46,-0.591,94.4,-1.4,5.591,0.0606,0.12988
15/12/11,04:39:47,-0.789,96.1,-1.3,4.792,0.0606,0.12988
15/12/11,05:39:48,-1.556,95.3,-2.2,4.115,0.0606,0.12988
15/12/11,06:39:49,1.317,96.3,0.8,3.958,0.0613,0.12988
15/12/11,07:39:50,13.209,88.7,11.4,6,0.0613,0.12931
15/12/11,08:39:51,15.199,71.3,10.1,8.916,0.062,0.12931
15/12/11,09:39:52,17.272,64.5,10.5,11.783,0.062,0.12873
15/12/11,10:39:53,20.031,60.8,12.2,15.509,0.0628,0.12931
15/12/11,11:39:54,21.127,59.3,12.9,21.533,0.0635,0.12873
15/12/11,12:39:55,19.08,56.2,10.2,28.345,0.0642,0.12873
15/12/11,13:39:56,19.77,63.1,12.6,24.774,0.0642,0.12931
15/12/11,14:39:57,12.968,68.3,7.3,21.843,0.0649,0.12988
15/12/11,15:39:58,13.088,83,10.3,16.82,0.0642,0.12988
15/12/11,16:39:59,16.796,89.1,15,15.963,0.0635,0.12931
15/12/11,17:40:00,18.628,81.1,15.3,19.484,0.0635,0.12988
15/12/11,18:40:01,12.823,79.4,9.4,17.938,0.0642,0.12988
15/12/11,19:40:02,10.638,89.1,8.9,15.318,0.0635,0.12988
15/12/11,20:40:03,8.916,93.6,7.9,13.233,0.0635,0.12931
15/12/11,21:40:04,8.444,96.8,8,12.025,0.0628,0.12931
15/12/11,22:40:05,8.245,98,8,11.467,0.062,0.12931
15/12/11,23:40:06,6.306,97.3,5.9,10.296,0.0613,0.12873
16/12/11,00:40:07,3.643,95.8,3,8.965,0.0606,0.12873
16/12/11,01:40:08,2.584,96.1,2,7.343,0.0606,0.12873
16/12/11,02:40:09,3.195,99.3,3.1,6.737,0.0598,0.12873
16/12/11,03:40:10,2.182,98.6,2,6.179,0.0606,0.12873
16/12/11,04:40:11,0.88,98.6,0.7,5.668,0.0598,0.12873
16/12/11,05:40:12,0.797,98.2,0.5,5.128,0.0598,0.12816
16/12/11,06:40:13,4.766,99.4,4.7,5.514,0.0606,0.12931
16/12/11,07:40:14,13.161,94.4,12.3,7.242,0.0613,0.12873
16/12/11,08:40:15,16.177,79.5,12.6,9.657,0.0606,0.12816
16/12/11,09:40:16,17.344,75,12.9,11.977,0.0606,0.12873
16/12/11,10:40:17,19.603,69.4,13.9,15.533,0.062,0.12816
16/12/11,11:40:18,21.294,63.1,14,22.561,0.0642,0.12816
16/12/11,12:40:19,19.484,63,12.3,28.518,0.0657,0.12873
16/12/11,13:40:20,25.186,61.6,17.3,30.142,0.0671,0.12873
16/12/11,14:40:21,9.657,76.7,5.8,21.318,0.0678,0.12931
16/12/11,15:40:22,19.579,91.1,18.1,17.582,0.0649,0.12873
16/12/11,16:40:23,17.891,76.1,13.6,20.293,0.0649,0.12873
16/12/11,17:40:24,14.266,79.2,10.7,19.436,0.0657,0.12931
16/12/11,18:40:25,15.008,81.5,11.9,18.699,0.0649,0.12931
16/12/11,19:40:26,13.209,83.1,10.4,16.773,0.0657,0.12931
16/12/11,20:40:27,6.712,87.2,4.7,13.69,0.0649,0.12931
16/12/11,21:40:28,4.558,92.3,3.4,11.053,0.0635,0.12931
16/12/11,22:40:29,5.411,97.5,5.1,9.854,0.062,0.12873
16/12/11,23:40:30,5.179,98.4,5,9.064,0.062,0.12873
17/12/11,00:40:31,2.423,97.5,2.1,8.295,0.0613,0.12931
17/12/11,01:40:32,1.507,96,0.9,7.217,0.0613,0.12873
17/12/11,02:40:33,2.396,97.4,2,6.687,0.0613,0.12816
17/12/11,03:40:34,1.615,97.9,1.3,6.382,0.0606,0.12816
17/12/11,04:40:35,2.77,98.7,2.6,6.051,0.0613,0.12816
17/12/11,05:40:36,4.376,98.7,4.2,6,0.0613,0.12816
17/12/11,06:40:37,4.636,97.1,4.2,6.026,0.0613,0.12816
17/12/11,07:40:38,14.625,89.7,13,7.645,0.0613,0.12816
17/12/11,08:40:39,17.344,74.5,12.8,10.467,0.062,0.12816
17/12/11,09:40:40,19.246,67.2,13,12.968,0.0628,0.12759
17/12/11,10:40:41,19.746,65.3,13.1,16.034,0.0635,0.12759
17/12/11,11:40:42,16.225,64.7,9.6,20.817,0.0649,0.12816
17/12/11,12:40:43,15.915,70.6,10.6,21.175,0.0664,0.12816
17/12/11,13:40:44,16.868,69.7,11.3,23.088,0.0671,0.12816
17/12/11,14:40:45,12.389,88.7,10.6,16.249,0.0649,0.12873
17/12/11,15:40:46,15.366,92.4,14.2,16.439,0.0657,0.12873
17/12/11,16:40:47,15.963,83.8,13.2,18.414,0.0657,0.12931
17/12/11,17:40:48,19.841,70,14.2,21.604,0.0664,0.12931
17/12/11,18:40:49,15.461,81.8,12.4,19.008,0.0664,0.12931
17/12/11,19:40:50,11.321,88.5,9.5,17.201,0.0657,0.12988
17/12/11,20:40:51,10.541,96.7,10.1,14.768,0.0664,0.12931
17/12/11,21:40:52,10.051,97.7,9.7,13.594,0.0657,0.12931
17/12/11,22:40:53,9.361,97.4,9,12.775,0.0642,0.12931
17/12/11,23:40:54,8.767,98.4,8.5,11.807,0.0635,0.12931
18/12/11,00:40:55,8.668,99.5,8.6,11.053,0.0635,0.12931
18/12/11,01:40:56,8.841,100,8.9,10.907,0.0635,0.12931
18/12/11,02:40:57,8.891,99,8.8,10.761,0.0635,0.12873
18/12/11,03:40:58,8.195,98.1,7.9,10.296,0.0628,0.12931
18/12/11,04:40:59,8.419,97.6,8.1,9.879,0.0635,0.12931
18/12/11,05:41:00,8.344,93.8,7.4,9.78,0.0635,0.12873
18/12/11,06:41:01,8.965,89.7,7.4,9.682,0.0628,0.12873
18/12/11,07:41:02,9.386,91.7,8.1,10.026,0.0628,0.12931
18/12/11,08:41:03,11.71,90.7,10.3,11.37,0.0613,0.12873
18/12/11,09:41:04,12.485,78.3,8.8,14.457,0.0635,0.12931
18/12/11,10:41:05,14.05,82.8,11.2,15.485,0.0642,0.12931
18/12/11,11:41:06,13.834,84.6,11.3,16.392,0.0649,0.12931
18/12/11,12:41:07,13.93,83.9,11.3,17.106,0.0657,0.13045
18/12/11,13:41:08,12.727,86.4,10.5,16.725,0.0657,0.12988
18/12/11,14:41:09,12.243,91.4,10.9,16.249,0.0657,0.13045
18/12/11,15:41:10,12.195,90.9,10.8,15.199,0.0657,0.13045
18/12/11,16:41:11,13.281,82.8,10.4,16.106,0.0649,0.13045
18/12/11,17:41:12,10.198,92.1,9,14.218,0.0664,0.13045
