"Date","Time, GMT+11:00","Temp, ¡C (SEN S/N: 9818222, LBL: Ambient)","RH, % (SEN S/N: 9818222)","DewPt, ¡C (SEN S/N: 9818222)","Temp, ¡C (SEN S/N: 9824748, LBL: 3cmBG)","Water Content, m?/m? (SEN S/N: 9833766, LBL: 10cmBG)"
31-01-2012,18:58:49,8.120,71.900,3.4,17.701,0.2683
31-01-2012,19:58:50,3.749,84.900,1.4,14.697,0.2676
31-01-2012,20:58:51,2.262,94.700,1.5,11.904,0.2661
31-01-2012,21:58:52,1.751,98.900,1.6,10.296,0.2654
31-01-2012,22:58:53,2.770,100.000,2.8,9.509,0.2639
31-01-2012,23:58:54,2.930,100.000,2.9,9.361,0.2639
01-02-2012,00:58:55,3.195,100.000,3.2,9.188,0.2632
01-02-2012,01:58:56,3.063,100.000,3.1,8.941,0.2632
01-02-2012,02:58:57,1.967,100.000,2.0,8.469,0.2625
01-02-2012,03:58:58,2.289,100.000,2.3,7.995,0.2618
01-02-2012,04:58:59,0.907,100.000,0.9,7.594,0.2618
01-02-2012,05:59:00,2.396,100.000,2.4,7.444,0.2618
01-02-2012,06:59:01,3.116,100.000,3.1,7.720,0.2610
01-02-2012,07:59:02,5.360,100.000,5.4,8.369,0.2610
01-02-2012,08:59:03,7.343,99.800,7.3,9.879,0.2610
01-02-2012,09:59:04,9.485,97.100,9.1,11.346,0.2618
01-02-2012,10:59:05,12.050,92.400,10.9,12.944,0.2618
01-02-2012,11:59:06,15.175,85.100,12.7,15.199,0.2618
01-02-2012,12:59:07,16.439,78.500,12.7,17.891,0.2625
01-02-2012,13:59:08,12.364,82.500,9.5,18.343,0.2625
01-02-2012,14:59:09,12.509,87.000,10.4,16.868,0.2632
01-02-2012,15:59:10,9.829,88.600,8.0,16.201,0.2625
01-02-2012,16:59:11,11.005,89.300,9.3,15.318,0.2625
01-02-2012,17:59:12,11.419,85.500,9.1,15.485,0.2625
01-02-2012,18:59:13,9.188,89.900,7.6,14.745,0.2618
01-02-2012,19:59:14,7.469,94.100,6.6,13.329,0.2618
01-02-2012,20:59:15,6.990,98.100,6.7,12.122,0.2610
01-02-2012,21:59:16,6.712,99.900,6.7,11.443,0.2610
01-02-2012,22:59:17,6.509,100.000,6.5,11.029,0.2603
01-02-2012,23:59:18,6.382,100.000,6.4,10.687,0.2603
02-02-2012,00:59:19,6.331,100.000,6.3,10.418,0.2603
02-02-2012,01:59:20,6.179,100.000,6.2,10.222,0.2596
02-02-2012,02:59:21,6.102,100.000,6.1,10.051,0.2596
02-02-2012,03:59:22,6.051,100.000,6.1,9.879,0.2596
02-02-2012,04:59:23,5.975,100.000,6.0,9.780,0.2589
02-02-2012,05:59:24,5.308,100.000,5.3,9.608,0.2589
02-02-2012,06:59:25,5.847,100.000,5.9,9.238,0.2589
02-02-2012,07:59:26,7.770,100.000,7.8,9.188,0.2589
02-02-2012,08:59:27,10.810,96.300,10.3,9.361,0.2589
02-02-2012,09:59:28,18.247,80.400,14.8,10.858,0.2589
02-02-2012,10:59:29,19.318,72.100,14.2,14.074,0.2596
02-02-2012,11:59:30,17.819,67.900,11.8,19.008,0.2603
02-02-2012,12:59:31,16.296,66.900,10.2,22.369,0.2610
02-02-2012,13:59:32,13.064,78.900,9.5,19.151,0.2610
02-02-2012,14:59:33,10.124,92.600,9.0,15.843,0.2581
02-02-2012,15:59:34,12.340,98.400,12.1,14.553,0.2581
02-02-2012,16:59:35,13.906,95.800,13.3,15.867,0.2596
02-02-2012,17:59:36,11.370,96.200,10.8,15.557,0.2625
02-02-2012,18:59:37,12.001,96.900,11.5,14.912,0.2639
02-02-2012,19:59:38,9.287,97.800,9.0,14.122,0.2647
02-02-2012,20:59:39,8.817,99.900,8.8,12.920,0.2647
02-02-2012,21:59:40,8.543,100.000,8.6,12.243,0.2639
02-02-2012,22:59:41,8.045,100.000,8.1,11.832,0.2639
02-02-2012,23:59:42,7.091,100.000,7.1,11.394,0.2632
03-02-2012,00:59:43,7.720,100.000,7.7,10.834,0.2632
03-02-2012,01:59:44,7.116,100.000,7.1,10.638,0.2632
03-02-2012,02:59:45,7.242,100.000,7.2,10.467,0.2632
03-02-2012,03:59:46,6.433,100.000,6.4,10.271,0.2625
03-02-2012,04:59:47,7.795,100.000,7.8,10.001,0.2625
03-02-2012,05:59:48,7.268,100.000,7.3,10.051,0.2625
03-02-2012,06:59:49,6.128,100.000,6.1,9.410,0.2625
03-02-2012,07:59:50,6.611,100.000,6.6,8.990,0.2618
03-02-2012,08:59:51,13.088,97.500,12.7,9.040,0.2618
03-02-2012,09:59:52,17.225,79.200,13.6,10.001,0.2610
03-02-2012,10:59:53,20.055,68.400,14.1,13.738,0.2610
03-02-2012,11:59:54,19.318,64.300,12.4,18.889,0.2618
03-02-2012,12:59:55,21.581,66.200,15.0,21.199,0.2618
03-02-2012,13:59:56,23.472,69.800,17.7,21.342,0.2625
03-02-2012,14:59:57,19.888,64.400,13.0,23.184,0.2618
03-02-2012,15:59:58,17.486,70.900,12.2,20.293,0.2618
03-02-2012,16:59:59,17.629,74.300,13.0,18.913,0.2610
03-02-2012,18:00:00,13.594,78.600,10.0,18.509,0.2610
03-02-2012,19:00:01,12.944,81.200,9.8,17.415,0.2603
03-02-2012,20:00:02,10.858,85.800,8.6,15.724,0.2596
03-02-2012,21:00:03,9.977,97.000,9.5,13.834,0.2596
03-02-2012,22:00:04,10.296,100.000,10.3,13.305,0.2589
03-02-2012,23:00:05,10.051,100.000,10.1,13.161,0.2589
04-02-2012,00:00:06,9.238,99.800,9.2,12.871,0.2581
04-02-2012,01:00:07,5.924,98.000,5.6,11.734,0.2581
04-02-2012,02:00:08,1.724,97.400,1.4,10.271,0.2574
04-02-2012,03:00:09,0.605,98.300,0.4,8.866,0.2560
04-02-2012,04:00:10,0.632,100.000,0.6,7.920,0.2560
04-02-2012,05:00:11,1.453,100.000,1.5,7.142,0.2560
04-02-2012,06:00:12,2.637,100.000,2.6,6.788,0.2552
04-02-2012,07:00:13,1.453,100.000,1.5,6.585,0.2552
04-02-2012,08:00:14,9.460,99.600,9.4,6.839,0.2552
04-02-2012,09:00:15,13.882,88.000,11.9,8.195,0.2552
04-02-2012,10:00:16,19.127,65.500,12.5,9.336,0.2552
04-02-2012,11:00:17,21.246,57.100,12.4,12.968,0.2552
04-02-2012,12:00:18,20.341,56.700,11.5,18.652,0.2560
04-02-2012,13:00:19,24.436,52.000,14.0,23.521,0.2560
04-02-2012,14:00:20,23.256,55.900,14.0,24.532,0.2567
04-02-2012,15:00:21,19.936,54.500,10.5,24.992,0.2574
04-02-2012,16:00:22,18.176,70.400,12.7,21.628,0.2574
04-02-2012,17:00:23,24.026,59.800,15.7,23.593,0.2567
04-02-2012,18:00:24,22.705,59.200,14.4,23.737,0.2567
04-02-2012,19:00:25,19.151,52.800,9.3,21.748,0.2567
04-02-2012,20:00:26,12.823,65.700,6.6,18.509,0.2567
04-02-2012,21:00:27,6.408,85.700,4.2,15.796,0.2560
04-02-2012,22:00:28,9.756,94.300,8.9,14.002,0.2545
04-02-2012,23:00:29,6.839,94.100,6.0,13.088,0.2538
05-02-2012,00:00:30,5.745,95.300,5.1,12.122,0.2538
05-02-2012,01:00:31,4.350,97.300,4.0,11.029,0.2530
05-02-2012,02:00:32,7.770,99.600,7.7,10.394,0.2530
05-02-2012,03:00:33,8.543,96.700,8.1,10.345,0.2523
05-02-2012,04:00:34,10.222,91.500,8.9,10.712,0.2516
05-02-2012,05:00:35,9.731,89.300,8.1,10.785,0.2523
05-02-2012,06:00:36,9.682,90.000,8.1,10.590,0.2523
05-02-2012,07:00:37,10.907,86.200,8.7,10.590,0.2523
05-02-2012,08:00:38,12.775,81.600,9.7,11.078,0.2523
05-02-2012,09:00:39,12.920,79.700,9.5,11.856,0.2523
05-02-2012,10:00:40,18.557,71.700,13.4,13.185,0.2523
05-02-2012,11:00:41,14.960,75.300,10.6,14.673,0.2523
05-02-2012,12:00:42,15.843,75.700,11.6,16.106,0.2523
05-02-2012,13:00:43,19.960,68.300,14.0,19.888,0.2523
05-02-2012,14:00:44,18.010,66.600,11.7,24.267,0.2530
05-02-2012,15:00:45,19.270,69.500,13.6,23.328,0.2530
05-02-2012,16:00:46,16.034,65.900,9.7,24.195,0.2530
05-02-2012,17:00:47,15.963,74.300,11.4,19.888,0.2530
05-02-2012,18:00:48,13.522,78.500,9.9,17.891,0.2530
05-02-2012,19:00:49,12.219,98.900,12.1,14.912,0.2647
05-02-2012,20:00:50,10.443,100.000,10.5,14.026,0.2625
05-02-2012,21:00:51,9.015,100.000,9.0,12.944,0.2610
05-02-2012,22:00:52,5.821,99.400,5.7,12.074,0.2610
05-02-2012,23:00:53,3.827,92.700,2.8,10.369,0.2610
06-02-2012,00:00:54,3.512,91.500,2.3,8.916,0.2610
06-02-2012,01:00:55,3.801,92.900,2.8,7.920,0.2603
06-02-2012,02:00:56,1.017,92.500,-0.1,7.142,0.2603
06-02-2012,03:00:57,-0.760,98.400,-1.0,6.382,0.2603
06-02-2012,04:00:58,1.425,98.900,1.3,5.693,0.2596
06-02-2012,05:00:59,1.071,92.900,0.0,5.308,0.2589
06-02-2012,06:01:00,-2.334,95.900,-2.9,4.869,0.2589
06-02-2012,07:01:01,-2.450,98.100,-2.7,4.298,0.2581
06-02-2012,08:01:02,0.301,99.400,0.2,3.985,0.2581
06-02-2012,09:01:03,9.608,87.500,7.6,4.454,0.2581
06-02-2012,10:01:04,11.856,68.500,6.3,5.770,0.2574
06-02-2012,11:01:05,13.810,65.300,7.4,9.780,0.2574
06-02-2012,12:01:06,14.721,68.800,9.1,16.034,0.2581
06-02-2012,13:01:07,16.249,68.300,10.4,20.555,0.2581
06-02-2012,14:01:08,17.296,65.300,10.7,23.376,0.2589
06-02-2012,15:01:09,18.247,64.400,11.4,24.847,0.2589
06-02-2012,16:01:10,18.461,61.500,10.9,25.477,0.2589
06-02-2012,17:01:11,18.129,59.500,10.1,24.968,0.2589
06-02-2012,18:01:12,17.249,59.300,9.3,22.824,0.2581
06-02-2012,19:01:13,12.823,67.600,7.0,19.984,0.2574
06-02-2012,20:01:14,9.731,76.600,5.8,17.106,0.2567
06-02-2012,21:01:15,3.932,90.600,2.5,14.529,0.2560
06-02-2012,22:01:16,4.037,96.400,3.5,12.171,0.2545
06-02-2012,23:01:17,5.924,99.800,5.9,11.467,0.2545
07-02-2012,00:01:18,5.821,99.600,5.8,11.467,0.2538
07-02-2012,01:01:19,2.610,98.800,2.4,10.858,0.2530
07-02-2012,02:01:20,5.282,100.000,5.3,10.149,0.2530
07-02-2012,03:01:21,2.770,99.700,2.7,10.026,0.2530
07-02-2012,04:01:22,-0.930,98.400,-1.2,8.494,0.2523
07-02-2012,05:01:23,-2.073,97.400,-2.4,7.242,0.2523
07-02-2012,06:01:24,-2.566,97.300,-2.9,6.408,0.2509
07-02-2012,07:01:25,-2.508,98.000,-2.8,5.770,0.2509
07-02-2012,08:01:26,3.801,99.900,3.8,6.458,0.2509
07-02-2012,09:01:27,9.928,99.700,9.9,7.569,0.2509
07-02-2012,10:01:28,12.147,87.500,10.1,8.965,0.2516
07-02-2012,11:01:29,15.700,71.600,10.6,11.856,0.2516
07-02-2012,12:01:30,16.320,66.900,10.2,17.796,0.2516
07-02-2012,13:01:31,17.439,66.300,11.1,21.581,0.2523
07-02-2012,14:01:32,19.413,63.800,12.4,23.809,0.2530
07-02-2012,15:01:33,18.366,63.300,11.3,23.785,0.2530
07-02-2012,16:01:34,14.194,71.100,9.0,20.293,0.2538
07-02-2012,17:01:35,16.010,72.100,11.0,18.461,0.2530
07-02-2012,18:01:36,12.437,73.400,7.8,18.818,0.2530
07-02-2012,19:01:37,9.928,88.200,8.1,16.630,0.2523
07-02-2012,20:01:38,8.220,95.400,7.5,15.055,0.2523
07-02-2012,21:01:39,7.318,99.300,7.2,13.786,0.2516
07-02-2012,22:01:40,6.585,100.000,6.6,12.823,0.2509
07-02-2012,23:01:41,6.255,100.000,6.3,12.122,0.2509
08-02-2012,00:01:42,5.975,100.000,6.0,11.565,0.2509
08-02-2012,01:01:43,5.693,100.000,5.7,11.102,0.2501
08-02-2012,02:01:44,5.462,100.000,5.5,10.712,0.2501
08-02-2012,03:01:45,5.437,100.000,5.4,10.394,0.2494
08-02-2012,04:01:46,5.411,100.000,5.4,10.198,0.2494
08-02-2012,05:01:47,5.411,100.000,5.4,9.977,0.2494
08-02-2012,06:01:48,5.308,100.000,5.3,9.780,0.2487
08-02-2012,07:01:49,6.458,100.000,6.5,9.657,0.2487
08-02-2012,08:01:50,8.494,100.000,8.5,10.149,0.2487
08-02-2012,09:01:51,8.643,100.000,8.7,10.516,0.2487
08-02-2012,10:01:52,9.682,96.800,9.2,11.151,0.2494
08-02-2012,11:01:53,13.570,89.600,11.9,12.340,0.2494
08-02-2012,12:01:54,16.558,74.000,11.9,17.677,0.2494
08-02-2012,13:01:55,18.533,67.100,12.3,22.753,0.2501
08-02-2012,14:01:56,18.961,63.900,12.0,25.793,0.2509
08-02-2012,15:01:57,16.058,61.200,8.6,27.136,0.2516
08-02-2012,16:01:58,21.199,57.000,12.4,28.072,0.2516
08-02-2012,17:01:59,20.341,55.100,11.0,27.014,0.2523
08-02-2012,18:02:00,16.820,62.400,9.6,24.291,0.2516
08-02-2012,19:02:01,10.394,87.000,8.3,21.079,0.2516
08-02-2012,20:02:02,7.995,95.600,7.3,18.176,0.2509
08-02-2012,21:02:03,7.167,98.800,7.0,16.225,0.2501
08-02-2012,22:02:04,6.737,99.900,6.7,14.936,0.2494
08-02-2012,23:02:05,6.687,100.000,6.7,14.002,0.2494
09-02-2012,00:02:06,6.914,100.000,6.9,13.377,0.2487
09-02-2012,01:02:07,6.889,100.000,6.9,12.920,0.2487
09-02-2012,02:02:08,5.591,100.000,5.6,12.292,0.2487
09-02-2012,03:02:09,1.208,99.900,1.2,10.980,0.2472
09-02-2012,04:02:10,4.999,100.000,5.0,9.829,0.2472
09-02-2012,05:02:11,8.020,100.000,8.0,10.100,0.2465
09-02-2012,06:02:12,8.767,100.000,8.8,10.810,0.2465
09-02-2012,07:02:13,8.941,100.000,9.0,11.102,0.2465
09-02-2012,08:02:14,9.632,100.000,9.6,11.370,0.2465
09-02-2012,09:02:15,9.706,100.000,9.7,12.050,0.2472
09-02-2012,10:02:16,12.171,98.400,11.9,12.944,0.2472
09-02-2012,11:02:17,14.314,92.100,13.1,14.577,0.2480
09-02-2012,12:02:18,16.487,85.800,14.1,16.463,0.2480
09-02-2012,13:02:19,12.074,80.700,8.9,18.794,0.2480
09-02-2012,14:02:20,11.783,97.100,11.4,15.581,0.2472
09-02-2012,15:02:21,18.818,80.300,15.4,20.936,0.2480
09-02-2012,16:02:22,21.748,68.200,15.6,25.016,0.2480
09-02-2012,17:02:23,16.129,72.200,11.1,23.424,0.2487
09-02-2012,18:02:24,14.266,79.000,10.7,19.960,0.2487
09-02-2012,19:02:25,12.678,79.200,9.2,18.081,0.2480
09-02-2012,20:02:26,9.139,86.200,7.0,16.106,0.2480
09-02-2012,21:02:27,6.331,95.800,5.7,14.050,0.2472
09-02-2012,22:02:28,8.767,99.600,8.7,12.703,0.2465
09-02-2012,23:02:29,9.089,100.000,9.1,12.847,0.2458
10-02-2012,00:02:30,6.128,99.500,6.1,12.437,0.2458
10-02-2012,01:02:31,6.433,99.900,6.4,11.492,0.2458
10-02-2012,02:02:32,5.898,100.000,5.9,10.810,0.2458
10-02-2012,03:02:33,3.670,99.600,3.6,10.124,0.2451
10-02-2012,04:02:34,6.914,99.800,6.9,9.657,0.2443
10-02-2012,05:02:35,5.642,100.000,5.6,9.534,0.2443
10-02-2012,06:02:36,5.257,99.900,5.2,8.742,0.2443
10-02-2012,07:02:37,6.484,100.000,6.5,8.618,0.2443
10-02-2012,08:02:38,9.139,100.000,9.1,8.841,0.2443
10-02-2012,09:02:39,9.952,98.600,9.8,9.435,0.2443
10-02-2012,10:02:40,15.509,85.800,13.2,10.149,0.2443
10-02-2012,11:02:41,12.654,75.300,8.4,11.516,0.2451
10-02-2012,12:02:42,13.329,73.600,8.7,13.305,0.2458
10-02-2012,13:02:43,12.147,77.300,8.3,15.103,0.2458
10-02-2012,14:02:44,10.173,93.100,9.1,11.783,0.2422
10-02-2012,15:02:45,13.281,85.700,11.0,14.194,0.2422
10-02-2012,16:02:46,14.984,81.100,11.8,16.725,0.2429
10-02-2012,17:02:47,7.920,87.100,5.9,15.819,0.2429
10-02-2012,18:02:48,7.066,96.800,6.6,12.678,0.2422
10-02-2012,19:02:49,6.864,99.800,6.8,11.516,0.2414
10-02-2012,20:02:50,5.719,99.700,5.7,10.761,0.2414
10-02-2012,21:02:51,5.154,98.900,5.0,9.952,0.2414
10-02-2012,22:02:52,5.024,98.700,4.8,9.410,0.2414
10-02-2012,23:02:53,3.142,98.400,2.9,8.916,0.2407
11-02-2012,00:02:54,3.274,99.700,3.2,8.295,0.2407
11-02-2012,01:02:55,2.316,99.700,2.3,7.845,0.2407
11-02-2012,02:02:56,0.273,99.300,0.2,6.990,0.2407
11-02-2012,03:02:57,-0.227,99.700,-0.3,6.153,0.2400
11-02-2012,04:02:58,-0.873,99.900,-0.9,5.565,0.2400
11-02-2012,05:02:59,0.190,100.000,0.2,5.154,0.2400
11-02-2012,06:03:00,-0.817,100.000,-0.8,4.921,0.2400
11-02-2012,07:03:01,-0.423,100.000,-0.4,4.558,0.2400
11-02-2012,08:03:02,2.021,100.000,2.0,4.558,0.2407
11-02-2012,09:03:03,10.443,94.700,9.6,6.153,0.2407
11-02-2012,10:03:04,11.880,85.400,9.5,9.534,0.2407
11-02-2012,11:03:05,11.734,81.400,8.7,11.005,0.2414
11-02-2012,12:03:06,17.724,72.500,12.7,14.792,0.2422
11-02-2012,13:03:07,18.628,64.400,11.8,21.127,0.2429
11-02-2012,14:03:08,14.170,69.500,8.7,22.058,0.2436
11-02-2012,15:03:09,19.389,72.800,14.4,19.413,0.2443
11-02-2012,16:03:10,11.710,81.000,8.6,19.579,0.2443
11-02-2012,17:03:11,7.519,94.700,6.7,15.199,0.2443
11-02-2012,18:03:12,6.560,99.200,6.4,11.904,0.2509
11-02-2012,19:03:13,7.444,99.100,7.3,11.297,0.2727
11-02-2012,20:03:14,5.514,98.600,5.3,10.932,0.2719
11-02-2012,21:03:15,5.745,99.700,5.7,10.100,0.2705
11-02-2012,22:03:16,6.408,100.000,6.4,9.829,0.2690
11-02-2012,23:03:17,6.737,100.000,6.7,9.706,0.2683
12-02-2012,00:03:18,6.484,100.000,6.5,9.583,0.2676
12-02-2012,01:03:19,5.770,100.000,5.8,9.262,0.2668
12-02-2012,02:03:20,5.591,100.000,5.6,9.064,0.2654
12-02-2012,03:03:21,6.051,100.000,6.1,8.916,0.2647
12-02-2012,04:03:22,5.924,100.000,5.9,8.941,0.2647
12-02-2012,05:03:23,5.872,100.000,5.9,8.891,0.2639
12-02-2012,06:03:24,5.668,100.000,5.7,8.767,0.2639
12-02-2012,07:03:25,5.076,100.000,5.1,8.643,0.2632
12-02-2012,08:03:26,5.719,100.000,5.7,8.120,0.2632
12-02-2012,09:03:27,9.262,100.000,9.3,8.817,0.2625
12-02-2012,10:03:28,11.977,98.900,11.8,11.516,0.2625
12-02-2012,11:03:29,14.816,87.900,12.8,14.960,0.2618
12-02-2012,12:03:30,15.485,76.400,11.4,18.794,0.2618
12-02-2012,13:03:31,19.436,70.500,14.0,21.891,0.2618
12-02-2012,14:03:32,13.786,74.000,9.2,19.793,0.2618
12-02-2012,15:03:33,21.223,74.700,16.6,19.817,0.2618
12-02-2012,16:03:34,21.127,75.500,16.6,20.079,0.2610
12-02-2012,17:03:35,12.485,82.800,9.7,18.533,0.2603
12-02-2012,18:03:36,9.854,87.200,7.8,16.296,0.2596
12-02-2012,19:03:37,10.026,92.300,8.8,14.481,0.2596
12-02-2012,20:03:38,8.419,94.200,7.5,13.233,0.2589
12-02-2012,21:03:39,7.945,99.100,7.8,12.050,0.2581
12-02-2012,22:03:40,7.795,100.000,7.8,11.540,0.2574
12-02-2012,23:03:41,7.870,100.000,7.9,11.224,0.2574
13-02-2012,00:03:42,7.820,100.000,7.8,11.029,0.2567
13-02-2012,01:03:43,7.795,100.000,7.8,10.883,0.2567
13-02-2012,02:03:44,5.437,100.000,5.4,10.369,0.2560
13-02-2012,03:03:45,0.825,99.000,0.7,9.015,0.2552
13-02-2012,04:03:46,-0.088,98.800,-0.3,7.619,0.2545
13-02-2012,05:03:47,-0.199,100.000,-0.2,6.839,0.2538
13-02-2012,06:03:48,-0.732,99.800,-0.8,6.230,0.2538
13-02-2012,07:03:49,-0.199,100.000,-0.2,5.745,0.2530
13-02-2012,08:03:50,4.532,100.000,4.5,5.668,0.2538
13-02-2012,09:03:51,12.098,100.000,12.1,6.661,0.2538
13-02-2012,10:03:52,18.271,88.600,16.4,9.139,0.2538
13-02-2012,11:03:53,20.174,78.900,16.4,13.690,0.2538
13-02-2012,12:03:54,21.581,71.100,16.1,19.865,0.2538
13-02-2012,13:03:55,19.318,69.800,13.7,22.489,0.2545
13-02-2012,14:03:56,22.824,64.600,15.8,23.809,0.2552
13-02-2012,15:03:57,15.366,68.500,9.6,22.561,0.2552
13-02-2012,16:03:58,15.342,71.400,10.2,20.436,0.2545
13-02-2012,17:03:59,14.194,74.000,9.6,18.913,0.2545
13-02-2012,18:04:00,15.175,71.700,10.1,17.748,0.2538
13-02-2012,19:04:01,15.772,73.500,11.1,17.272,0.2538
13-02-2012,20:04:02,11.127,82.700,8.3,15.986,0.2530
13-02-2012,21:04:03,9.238,95.500,8.6,14.290,0.2530
13-02-2012,22:04:04,8.519,98.500,8.3,13.016,0.2523
13-02-2012,23:04:05,8.444,99.500,8.4,12.413,0.2523
14-02-2012,00:04:06,8.494,99.900,8.5,11.880,0.2516
14-02-2012,01:04:07,4.999,99.100,4.9,11.297,0.2516
14-02-2012,02:04:08,0.852,97.400,0.5,9.706,0.2501
14-02-2012,03:04:09,1.099,99.100,1.0,8.444,0.2494
14-02-2012,04:04:10,0.907,99.900,0.9,7.920,0.2494
14-02-2012,05:04:11,0.135,99.500,0.1,7.293,0.2494
14-02-2012,06:04:12,1.126,100.000,1.1,7.167,0.2487
14-02-2012,07:04:13,1.153,100.000,1.1,6.990,0.2487
14-02-2012,08:04:14,9.435,100.000,9.4,7.041,0.2494
14-02-2012,09:04:15,14.074,89.900,12.5,8.618,0.2494
14-02-2012,10:04:16,16.844,76.600,12.7,10.247,0.2494
14-02-2012,11:04:17,20.150,71.000,14.7,12.727,0.2494
14-02-2012,12:04:18,20.913,65.600,14.2,17.843,0.2494
14-02-2012,13:04:19,15.557,64.800,9.0,22.393,0.2501
14-02-2012,14:04:20,16.392,71.000,11.1,18.937,0.2509
14-02-2012,15:04:21,16.844,71.600,11.7,18.081,0.2509
14-02-2012,16:04:22,14.792,75.500,10.5,17.486,0.2501
14-02-2012,17:04:23,12.630,82.400,9.7,16.630,0.2501
14-02-2012,18:04:24,14.050,88.100,12.1,15.557,0.2501
14-02-2012,19:04:25,12.823,85.900,10.5,15.414,0.2501
14-02-2012,20:04:26,10.516,91.800,9.3,14.218,0.2501
14-02-2012,21:04:27,7.645,93.600,6.7,12.823,0.2494
14-02-2012,22:04:28,7.469,98.600,7.3,11.394,0.2487
14-02-2012,23:04:29,4.869,99.800,4.8,10.492,0.2480
15-02-2012,00:04:30,1.832,98.600,1.6,9.435,0.2472
15-02-2012,01:04:31,0.962,99.100,0.8,8.444,0.2472
15-02-2012,02:04:32,2.770,100.000,2.8,7.920,0.2465
15-02-2012,03:04:33,1.126,100.000,1.1,7.419,0.2465
15-02-2012,04:04:34,7.519,99.300,7.4,7.318,0.2465
15-02-2012,05:04:35,7.343,97.300,7.0,7.870,0.2465
15-02-2012,06:04:36,7.720,97.000,7.3,7.920,0.2465
15-02-2012,07:04:37,8.270,96.400,7.7,7.995,0.2465
15-02-2012,08:04:38,10.565,95.600,9.9,8.295,0.2465
15-02-2012,09:04:39,14.098,88.000,12.2,9.114,0.2465
15-02-2012,10:04:40,16.892,80.400,13.5,10.222,0.2472
15-02-2012,11:04:41,18.319,74.000,13.6,13.353,0.2472
15-02-2012,12:04:42,20.555,71.100,15.2,18.675,0.2480
15-02-2012,13:04:43,21.151,68.300,15.1,23.352,0.2487
15-02-2012,14:04:44,21.891,66.000,15.3,26.182,0.2494
15-02-2012,15:04:45,22.537,62.500,15.0,27.431,0.2494
15-02-2012,16:04:46,22.776,57.800,14.0,28.023,0.2501
15-02-2012,17:04:47,21.628,57.600,12.9,27.161,0.2501
15-02-2012,18:04:48,19.817,61.400,12.2,24.629,0.2501
15-02-2012,19:04:49,15.127,64.500,8.5,21.509,0.2494
15-02-2012,20:04:50,11.297,74.500,6.9,18.295,0.2487
15-02-2012,21:04:51,8.195,87.600,6.3,15.843,0.2480
15-02-2012,22:04:52,7.494,92.100,6.3,14.314,0.2472
15-02-2012,23:04:53,7.720,93.700,6.8,13.209,0.2465
16-02-2012,00:04:54,6.889,95.500,6.2,12.413,0.2458
16-02-2012,01:04:55,8.170,94.400,7.3,11.783,0.2458
16-02-2012,02:04:56,8.494,93.700,7.5,11.297,0.2451
16-02-2012,03:04:57,10.614,89.800,9.0,11.078,0.2451
16-02-2012,04:04:58,10.443,85.700,8.2,11.175,0.2451
16-02-2012,05:04:59,10.541,87.600,8.6,11.005,0.2451
16-02-2012,06:05:00,10.687,88.000,8.8,10.907,0.2451
16-02-2012,07:05:01,11.394,87.900,9.5,11.151,0.2451
16-02-2012,08:05:02,11.151,89.000,9.4,11.516,0.2451
16-02-2012,09:05:03,11.273,90.800,9.8,11.710,0.2451
16-02-2012,10:05:04,12.727,90.200,11.2,12.292,0.2451
16-02-2012,11:05:05,14.385,86.900,12.2,13.714,0.2451
16-02-2012,12:05:06,14.337,81.100,11.2,15.843,0.2443
16-02-2012,13:05:07,15.843,75.800,11.6,18.176,0.2443
16-02-2012,14:05:08,10.858,87.100,8.8,16.654,0.2407
16-02-2012,15:05:09,10.858,99.700,10.8,13.353,0.2385
16-02-2012,16:05:10,12.558,98.200,12.3,15.055,0.2385
16-02-2012,17:05:11,17.391,86.500,15.1,18.176,0.2392
16-02-2012,18:05:12,16.272,73.100,11.5,18.176,0.2385
16-02-2012,19:05:13,11.613,82.600,8.8,15.294,0.2385
16-02-2012,20:05:14,11.370,89.100,9.7,13.281,0.2385
16-02-2012,21:05:15,11.224,87.000,9.2,12.268,0.2378
16-02-2012,22:05:16,10.834,92.500,9.7,11.637,0.2378
16-02-2012,23:05:17,11.224,92.500,10.1,11.613,0.2378
17-02-2012,00:05:18,11.029,94.400,10.2,11.492,0.2378
17-02-2012,01:05:19,11.492,93.900,10.6,11.346,0.2378
17-02-2012,02:05:20,11.540,92.000,10.3,11.321,0.2378
17-02-2012,03:05:21,11.540,90.400,10.0,11.175,0.2378
17-02-2012,04:05:22,11.662,90.700,10.2,11.200,0.2385
17-02-2012,05:05:23,10.858,91.500,9.5,11.078,0.2385
17-02-2012,06:05:24,9.756,94.500,8.9,10.932,0.2385
17-02-2012,07:05:25,11.029,95.200,10.3,10.638,0.2385
17-02-2012,08:05:26,9.977,95.900,9.4,10.687,0.2392
17-02-2012,09:05:27,11.078,95.400,10.4,11.151,0.2392
17-02-2012,10:05:28,16.129,91.800,14.8,12.703,0.2392
17-02-2012,11:05:29,18.842,80.100,15.4,15.294,0.2392
17-02-2012,12:05:30,16.106,85.200,13.6,17.225,0.2400
17-02-2012,13:05:31,16.225,85.600,13.8,17.011,0.2400
17-02-2012,14:05:32,14.337,85.100,11.9,16.773,0.2400
17-02-2012,15:05:33,13.305,97.300,12.9,14.745,0.2429
17-02-2012,16:05:34,18.247,92.600,17.0,18.961,0.2436
